clock,in1,in2,in3,in4,in5,output1,output2
44741,1,0,1,0,0,1,0
44742,0,1,1,0,0,1,1
44743,1,1,1,0,0,1,1
44744,0,0,0,1,0,0,0
44745,1,0,0,1,0,0,0
44746,0,1,0,1,0,1,1
44747,1,1,0,1,0,1,1
44748,0,0,1,1,0,0,0
44749,1,0,1,1,0,1,0
44750,0,1,1,1,0,0,0
44751,1,1,1,1,0,1,0
44752,0,0,0,0,1,0,1
44753,1,0,0,0,1,0,1
44754,0,1,0,0,1,1,1
44755,1,1,0,0,1,1,1
44756,0,0,1,0,1,0,1
44757,1,0,1,0,1,1,1
44758,0,1,1,0,1,1,1
44759,1,1,1,0,1,1,1
44760,0,0,0,1,1,0,1
44761,1,0,0,1,1,0,1
44762,0,1,0,1,1,1,1
44763,1,1,0,1,1,1,1
44764,0,0,1,1,1,0,0
44765,1,0,1,1,1,1,0
44766,0,1,1,1,1,0,0
44767,1,1,1,1,1,1,0
44768,0,0,0,0,0,0,0
44769,1,0,0,0,0,0,0
44770,0,1,0,0,0,1,1
44771,1,1,0,0,0,1,1
44772,0,0,1,0,0,0,0
44773,1,0,1,0,0,1,0
44774,0,1,1,0,0,1,1
44775,1,1,1,0,0,1,1
44776,0,0,0,1,0,0,0
44777,1,0,0,1,0,0,0
44778,0,1,0,1,0,1,1
44779,1,1,0,1,0,1,1
44780,0,0,1,1,0,0,0
44781,1,0,1,1,0,1,0
44782,0,1,1,1,0,0,0
44783,1,1,1,1,0,1,0
44784,0,0,0,0,1,0,1
44785,1,0,0,0,1,0,1
44786,0,1,0,0,1,1,1
44787,1,1,0,0,1,1,1
44788,0,0,1,0,1,0,1
44789,1,0,1,0,1,1,1
44790,0,1,1,0,1,1,1
44791,1,1,1,0,1,1,1
44792,0,0,0,1,1,0,1
44793,1,0,0,1,1,0,1
44794,0,1,0,1,1,1,1
44795,1,1,0,1,1,1,1
44796,0,0,1,1,1,0,0
44797,1,0,1,1,1,1,0
44798,0,1,1,1,1,0,0
44799,1,1,1,1,1,1,0
44800,0,0,0,0,0,0,0
44801,1,0,0,0,0,0,0
44802,0,1,0,0,0,1,1
44803,1,1,0,0,0,1,1
44804,0,0,1,0,0,0,0
44805,1,0,1,0,0,1,0
44806,0,1,1,0,0,1,1
44807,1,1,1,0,0,1,1
44808,0,0,0,1,0,0,0
44809,1,0,0,1,0,0,0
44810,0,1,0,1,0,1,1
44811,1,1,0,1,0,1,1
44812,0,0,1,1,0,0,0
44813,1,0,1,1,0,1,0
44814,0,1,1,1,0,0,0
44815,1,1,1,1,0,1,0
44816,0,0,0,0,1,0,1
44817,1,0,0,0,1,0,1
44818,0,1,0,0,1,1,1
44819,1,1,0,0,1,1,1
44820,0,0,1,0,1,0,1
44821,1,0,1,0,1,1,1
44822,0,1,1,0,1,1,1
44823,1,1,1,0,1,1,1
44824,0,0,0,1,1,0,1
44825,1,0,0,1,1,0,1
44826,0,1,0,1,1,1,1
44827,1,1,0,1,1,1,1
44828,0,0,1,1,1,0,0
44829,1,0,1,1,1,1,0
44830,0,1,1,1,1,0,0
44831,1,1,1,1,1,1,0
44832,0,0,0,0,0,0,0
44833,1,0,0,0,0,0,0
44834,0,1,0,0,0,1,1
44835,1,1,0,0,0,1,1
44836,0,0,1,0,0,0,0
44837,1,0,1,0,0,1,0
44838,0,1,1,0,0,1,1
44839,1,1,1,0,0,1,1
44840,0,0,0,1,0,0,0
44841,1,0,0,1,0,0,0
44842,0,1,0,1,0,1,1
44843,1,1,0,1,0,1,1
44844,0,0,1,1,0,0,0
44845,1,0,1,1,0,1,0
44846,0,1,1,1,0,0,0
44847,1,1,1,1,0,1,0
44848,0,0,0,0,1,0,1
44849,1,0,0,0,1,0,1
44850,0,1,0,0,1,1,1
44851,1,1,0,0,1,1,1
44852,0,0,1,0,1,0,1
44853,1,0,1,0,1,1,1
44854,0,1,1,0,1,1,1
44855,1,1,1,0,1,1,1
44856,0,0,0,1,1,0,1
44857,1,0,0,1,1,0,1
44858,0,1,0,1,1,1,1
44859,1,1,0,1,1,1,1
44860,0,0,1,1,1,0,0
44861,1,0,1,1,1,1,0
44862,0,1,1,1,1,0,0
44863,1,1,1,1,1,1,0
44864,0,0,0,0,0,0,0
44865,1,0,0,0,0,0,0
44866,0,1,0,0,0,1,1
44867,1,1,0,0,0,1,1
44868,0,0,1,0,0,0,0
44869,1,0,1,0,0,1,0
44870,0,1,1,0,0,1,1
44871,1,1,1,0,0,1,1
44872,0,0,0,1,0,0,0
44873,1,0,0,1,0,0,0
44874,0,1,0,1,0,1,1
44875,1,1,0,1,0,1,1
44876,0,0,1,1,0,0,0
44877,1,0,1,1,0,1,0
44878,0,1,1,1,0,0,0
44879,1,1,1,1,0,1,0
44880,0,0,0,0,1,0,1
44881,1,0,0,0,1,0,1
44882,0,1,0,0,1,1,1
44883,1,1,0,0,1,1,1
44884,0,0,1,0,1,0,1
44885,1,0,1,0,1,1,1
44886,0,1,1,0,1,1,1
44887,1,1,1,0,1,1,1
44888,0,0,0,1,1,0,1
44889,1,0,0,1,1,0,1
44890,0,1,0,1,1,1,1
44891,1,1,0,1,1,1,1
44892,0,0,1,1,1,0,0
44893,1,0,1,1,1,1,0
44894,0,1,1,1,1,0,0
44895,1,1,1,1,1,1,0
44896,0,0,0,0,0,0,0
44897,1,0,0,0,0,0,0
44898,0,1,0,0,0,1,1
44899,1,1,0,0,0,1,1
44900,0,0,1,0,0,0,0
44901,1,0,1,0,0,1,0
44902,0,1,1,0,0,1,1
44903,1,1,1,0,0,1,1
44904,0,0,0,1,0,0,0
44905,1,0,0,1,0,0,0
44906,0,1,0,1,0,1,1
44907,1,1,0,1,0,1,1
44908,0,0,1,1,0,0,0
44909,1,0,1,1,0,1,0
44910,0,1,1,1,0,0,0
44911,1,1,1,1,0,1,0
44912,0,0,0,0,1,0,1
44913,1,0,0,0,1,0,1
44914,0,1,0,0,1,1,1
44915,1,1,0,0,1,1,1
44916,0,0,1,0,1,0,1
44917,1,0,1,0,1,1,1
44918,0,1,1,0,1,1,1
44919,1,1,1,0,1,1,1
44920,0,0,0,1,1,0,1
44921,1,0,0,1,1,0,1
44922,0,1,0,1,1,1,1
44923,1,1,0,1,1,1,1
44924,0,0,1,1,1,0,0
44925,1,0,1,1,1,1,0
44926,0,1,1,1,1,0,0
44927,1,1,1,1,1,1,0
44928,0,0,0,0,0,0,0
44929,1,0,0,0,0,0,0
44930,0,1,0,0,0,1,1
44931,1,1,0,0,0,1,1
44932,0,0,1,0,0,0,0
44933,1,0,1,0,0,1,0
44934,0,1,1,0,0,1,1
44935,1,1,1,0,0,1,1
44936,0,0,0,1,0,0,0
44937,1,0,0,1,0,0,0
44938,0,1,0,1,0,1,1
44939,1,1,0,1,0,1,1
44940,0,0,1,1,0,0,0
44941,1,0,1,1,0,1,0
44942,0,1,1,1,0,0,0
44943,1,1,1,1,0,1,0
44944,0,0,0,0,1,0,1
44945,1,0,0,0,1,0,1
44946,0,1,0,0,1,1,1
44947,1,1,0,0,1,1,1
44948,0,0,1,0,1,0,1
44949,1,0,1,0,1,1,1
44950,0,1,1,0,1,1,1
44951,1,1,1,0,1,1,1
44952,0,0,0,1,1,0,1
44953,1,0,0,1,1,0,1
44954,0,1,0,1,1,1,1
44955,1,1,0,1,1,1,1
44956,0,0,1,1,1,0,0
44957,1,0,1,1,1,1,0
44958,0,1,1,1,1,0,0
44959,1,1,1,1,1,1,0
44960,0,0,0,0,0,0,0
44961,1,0,0,0,0,0,0
44962,0,1,0,0,0,1,1
44963,1,1,0,0,0,1,1
44964,0,0,1,0,0,0,0
44965,1,0,1,0,0,1,0
44966,0,1,1,0,0,1,1
44967,1,1,1,0,0,1,1
44968,0,0,0,1,0,0,0
44969,1,0,0,1,0,0,0
44970,0,1,0,1,0,1,1
44971,1,1,0,1,0,1,1
44972,0,0,1,1,0,0,0
44973,1,0,1,1,0,1,0
44974,0,1,1,1,0,0,0
44975,1,1,1,1,0,1,0
44976,0,0,0,0,1,0,1
44977,1,0,0,0,1,0,1
44978,0,1,0,0,1,1,1
44979,1,1,0,0,1,1,1
44980,0,0,1,0,1,0,1
44981,1,0,1,0,1,1,1
44982,0,1,1,0,1,1,1
44983,1,1,1,0,1,1,1
44984,0,0,0,1,1,0,1
44985,1,0,0,1,1,0,1
44986,0,1,0,1,1,1,1
44987,1,1,0,1,1,1,1
44988,0,0,1,1,1,0,0
44989,1,0,1,1,1,1,0
44990,0,1,1,1,1,0,0
44991,1,1,1,1,1,1,0
44992,0,0,0,0,0,0,0
44993,1,0,0,0,0,0,0
44994,0,1,0,0,0,1,1
44995,1,1,0,0,0,1,1
44996,0,0,1,0,0,0,0
44997,1,0,1,0,0,1,0
44998,0,1,1,0,0,1,1
44999,1,1,1,0,0,1,1
45000,0,0,0,1,0,0,0
45001,1,0,0,1,0,0,0
45002,0,1,0,1,0,1,1
45003,1,1,0,1,0,1,1
45004,0,0,1,1,0,0,0
45005,1,0,1,1,0,1,0
45006,0,1,1,1,0,0,0
45007,1,1,1,1,0,1,0
45008,0,0,0,0,1,0,1
45009,1,0,0,0,1,0,1
45010,0,1,0,0,1,1,1
45011,1,1,0,0,1,1,1
45012,0,0,1,0,1,0,1
45013,1,0,1,0,1,1,1
45014,0,1,1,0,1,1,1
45015,1,1,1,0,1,1,1
45016,0,0,0,1,1,0,1
45017,1,0,0,1,1,0,1
45018,0,1,0,1,1,1,1
45019,1,1,0,1,1,1,1
45020,0,0,1,1,1,0,0
45021,1,0,1,1,1,1,0
45022,0,1,1,1,1,0,0
45023,1,1,1,1,1,1,0
45024,0,0,0,0,0,0,0
45025,1,0,0,0,0,0,0
45026,0,1,0,0,0,1,1
45027,1,1,0,0,0,1,1
45028,0,0,1,0,0,0,0
45029,1,0,1,0,0,1,0
45030,0,1,1,0,0,1,1
45031,1,1,1,0,0,1,1
45032,0,0,0,1,0,0,0
45033,1,0,0,1,0,0,0
45034,0,1,0,1,0,1,1
45035,1,1,0,1,0,1,1
45036,0,0,1,1,0,0,0
45037,1,0,1,1,0,1,0
45038,0,1,1,1,0,0,0
45039,1,1,1,1,0,1,0
45040,0,0,0,0,1,0,1
45041,1,0,0,0,1,0,1
45042,0,1,0,0,1,1,1
45043,1,1,0,0,1,1,1
45044,0,0,1,0,1,0,1
45045,1,0,1,0,1,1,1
45046,0,1,1,0,1,1,1
45047,1,1,1,0,1,1,1
45048,0,0,0,1,1,0,1
45049,1,0,0,1,1,0,1
45050,0,1,0,1,1,1,1
45051,1,1,0,1,1,1,1
45052,0,0,1,1,1,0,0
45053,1,0,1,1,1,1,0
45054,0,1,1,1,1,0,0
45055,1,1,1,1,1,1,0
45056,0,0,0,0,0,0,0
45057,1,0,0,0,0,0,0
45058,0,1,0,0,0,1,1
45059,1,1,0,0,0,1,1
45060,0,0,1,0,0,0,0
45061,1,0,1,0,0,1,0
45062,0,1,1,0,0,1,1
45063,1,1,1,0,0,1,1
45064,0,0,0,1,0,0,0
45065,1,0,0,1,0,0,0
45066,0,1,0,1,0,1,1
45067,1,1,0,1,0,1,1
45068,0,0,1,1,0,0,0
45069,1,0,1,1,0,1,0
45070,0,1,1,1,0,0,0
45071,1,1,1,1,0,1,0
45072,0,0,0,0,1,0,1
45073,1,0,0,0,1,0,1
45074,0,1,0,0,1,1,1
45075,1,1,0,0,1,1,1
45076,0,0,1,0,1,0,1
45077,1,0,1,0,1,1,1
45078,0,1,1,0,1,1,1
45079,1,1,1,0,1,1,1
45080,0,0,0,1,1,0,1
45081,1,0,0,1,1,0,1
45082,0,1,0,1,1,1,1
45083,1,1,0,1,1,1,1
45084,0,0,1,1,1,0,0
45085,1,0,1,1,1,1,0
45086,0,1,1,1,1,0,0
45087,1,1,1,1,1,1,0
45088,0,0,0,0,0,0,0
45089,1,0,0,0,0,0,0
45090,0,1,0,0,0,1,1
45091,1,1,0,0,0,1,1
45092,0,0,1,0,0,0,0
45093,1,0,1,0,0,1,0
45094,0,1,1,0,0,1,1
45095,1,1,1,0,0,1,1
45096,0,0,0,1,0,0,0
45097,1,0,0,1,0,0,0
45098,0,1,0,1,0,1,1
45099,1,1,0,1,0,1,1
45100,0,0,1,1,0,0,0
45101,1,0,1,1,0,1,0
45102,0,1,1,1,0,0,0
45103,1,1,1,1,0,1,0
45104,0,0,0,0,1,0,1
45105,1,0,0,0,1,0,1
45106,0,1,0,0,1,1,1
45107,1,1,0,0,1,1,1
45108,0,0,1,0,1,0,1
45109,1,0,1,0,1,1,1
45110,0,1,1,0,1,1,1
45111,1,1,1,0,1,1,1
45112,0,0,0,1,1,0,1
45113,1,0,0,1,1,0,1
45114,0,1,0,1,1,1,1
45115,1,1,0,1,1,1,1
45116,0,0,1,1,1,0,0
45117,1,0,1,1,1,1,0
45118,0,1,1,1,1,0,0
45119,1,1,1,1,1,1,0
45120,0,0,0,0,0,0,0
45121,1,0,0,0,0,0,0
45122,0,1,0,0,0,1,1
45123,1,1,0,0,0,1,1
45124,0,0,1,0,0,0,0
45125,1,0,1,0,0,1,0
45126,0,1,1,0,0,1,1
45127,1,1,1,0,0,1,1
45128,0,0,0,1,0,0,0
45129,1,0,0,1,0,0,0
45130,0,1,0,1,0,1,1
45131,1,1,0,1,0,1,1
45132,0,0,1,1,0,0,0
45133,1,0,1,1,0,1,0
45134,0,1,1,1,0,0,0
45135,1,1,1,1,0,1,0
45136,0,0,0,0,1,0,1
45137,1,0,0,0,1,0,1
45138,0,1,0,0,1,1,1
45139,1,1,0,0,1,1,1
45140,0,0,1,0,1,0,1
45141,1,0,1,0,1,1,1
45142,0,1,1,0,1,1,1
45143,1,1,1,0,1,1,1
45144,0,0,0,1,1,0,1
45145,1,0,0,1,1,0,1
45146,0,1,0,1,1,1,1
45147,1,1,0,1,1,1,1
45148,0,0,1,1,1,0,0
45149,1,0,1,1,1,1,0
45150,0,1,1,1,1,0,0
45151,1,1,1,1,1,1,0
45152,0,0,0,0,0,0,0
45153,1,0,0,0,0,0,0
45154,0,1,0,0,0,1,1
45155,1,1,0,0,0,1,1
45156,0,0,1,0,0,0,0
45157,1,0,1,0,0,1,0
45158,0,1,1,0,0,1,1
45159,1,1,1,0,0,1,1
45160,0,0,0,1,0,0,0
45161,1,0,0,1,0,0,0
45162,0,1,0,1,0,1,1
45163,1,1,0,1,0,1,1
45164,0,0,1,1,0,0,0
45165,1,0,1,1,0,1,0
45166,0,1,1,1,0,0,0
45167,1,1,1,1,0,1,0
45168,0,0,0,0,1,0,1
45169,1,0,0,0,1,0,1
45170,0,1,0,0,1,1,1
45171,1,1,0,0,1,1,1
45172,0,0,1,0,1,0,1
45173,1,0,1,0,1,1,1
45174,0,1,1,0,1,1,1
45175,1,1,1,0,1,1,1
45176,0,0,0,1,1,0,1
45177,1,0,0,1,1,0,1
45178,0,1,0,1,1,1,1
45179,1,1,0,1,1,1,1
45180,0,0,1,1,1,0,0
45181,1,0,1,1,1,1,0
45182,0,1,1,1,1,0,0
45183,1,1,1,1,1,1,0
45184,0,0,0,0,0,0,0
45185,1,0,0,0,0,0,0
45186,0,1,0,0,0,1,1
45187,1,1,0,0,0,1,1
45188,0,0,1,0,0,0,0
45189,1,0,1,0,0,1,0
45190,0,1,1,0,0,1,1
45191,1,1,1,0,0,1,1
45192,0,0,0,1,0,0,0
45193,1,0,0,1,0,0,0
45194,0,1,0,1,0,1,1
45195,1,1,0,1,0,1,1
45196,0,0,1,1,0,0,0
45197,1,0,1,1,0,1,0
45198,0,1,1,1,0,0,0
45199,1,1,1,1,0,1,0
45200,0,0,0,0,1,0,1
45201,1,0,0,0,1,0,1
45202,0,1,0,0,1,1,1
45203,1,1,0,0,1,1,1
45204,0,0,1,0,1,0,1
45205,1,0,1,0,1,1,1
45206,0,1,1,0,1,1,1
45207,1,1,1,0,1,1,1
45208,0,0,0,1,1,0,1
45209,1,0,0,1,1,0,1
45210,0,1,0,1,1,1,1
45211,1,1,0,1,1,1,1
45212,0,0,1,1,1,0,0
45213,1,0,1,1,1,1,0
45214,0,1,1,1,1,0,0
45215,1,1,1,1,1,1,0
45216,0,0,0,0,0,0,0
45217,1,0,0,0,0,0,0
45218,0,1,0,0,0,1,1
45219,1,1,0,0,0,1,1
45220,0,0,1,0,0,0,0
45221,1,0,1,0,0,1,0
45222,0,1,1,0,0,1,1
45223,1,1,1,0,0,1,1
45224,0,0,0,1,0,0,0
45225,1,0,0,1,0,0,0
45226,0,1,0,1,0,1,1
45227,1,1,0,1,0,1,1
45228,0,0,1,1,0,0,0
45229,1,0,1,1,0,1,0
45230,0,1,1,1,0,0,0
45231,1,1,1,1,0,1,0
45232,0,0,0,0,1,0,1
45233,1,0,0,0,1,0,1
45234,0,1,0,0,1,1,1
45235,1,1,0,0,1,1,1
45236,0,0,1,0,1,0,1
45237,1,0,1,0,1,1,1
45238,0,1,1,0,1,1,1
45239,1,1,1,0,1,1,1
45240,0,0,0,1,1,0,1
45241,1,0,0,1,1,0,1
45242,0,1,0,1,1,1,1
45243,1,1,0,1,1,1,1
45244,0,0,1,1,1,0,0
45245,1,0,1,1,1,1,0
45246,0,1,1,1,1,0,0
45247,1,1,1,1,1,1,0
45248,0,0,0,0,0,0,0
45249,1,0,0,0,0,0,0
45250,0,1,0,0,0,1,1
45251,1,1,0,0,0,1,1
45252,0,0,1,0,0,0,0
45253,1,0,1,0,0,1,0
45254,0,1,1,0,0,1,1
45255,1,1,1,0,0,1,1
45256,0,0,0,1,0,0,0
45257,1,0,0,1,0,0,0
45258,0,1,0,1,0,1,1
45259,1,1,0,1,0,1,1
45260,0,0,1,1,0,0,0
45261,1,0,1,1,0,1,0
45262,0,1,1,1,0,0,0
45263,1,1,1,1,0,1,0
45264,0,0,0,0,1,0,1
45265,1,0,0,0,1,0,1
45266,0,1,0,0,1,1,1
45267,1,1,0,0,1,1,1
45268,0,0,1,0,1,0,1
45269,1,0,1,0,1,1,1
45270,0,1,1,0,1,1,1
45271,1,1,1,0,1,1,1
45272,0,0,0,1,1,0,1
45273,1,0,0,1,1,0,1
45274,0,1,0,1,1,1,1
45275,1,1,0,1,1,1,1
45276,0,0,1,1,1,0,0
45277,1,0,1,1,1,1,0
45278,0,1,1,1,1,0,0
45279,1,1,1,1,1,1,0
45280,0,0,0,0,0,0,0
45281,1,0,0,0,0,0,0
45282,0,1,0,0,0,1,1
45283,1,1,0,0,0,1,1
45284,0,0,1,0,0,0,0
45285,1,0,1,0,0,1,0
45286,0,1,1,0,0,1,1
45287,1,1,1,0,0,1,1
45288,0,0,0,1,0,0,0
45289,1,0,0,1,0,0,0
45290,0,1,0,1,0,1,1
45291,1,1,0,1,0,1,1
45292,0,0,1,1,0,0,0
45293,1,0,1,1,0,1,0
45294,0,1,1,1,0,0,0
45295,1,1,1,1,0,1,0
45296,0,0,0,0,1,0,1
45297,1,0,0,0,1,0,1
45298,0,1,0,0,1,1,1
45299,1,1,0,0,1,1,1
45300,0,0,1,0,1,0,1
45301,1,0,1,0,1,1,1
45302,0,1,1,0,1,1,1
45303,1,1,1,0,1,1,1
45304,0,0,0,1,1,0,1
45305,1,0,0,1,1,0,1
45306,0,1,0,1,1,1,1
45307,1,1,0,1,1,1,1
45308,0,0,1,1,1,0,0
45309,1,0,1,1,1,1,0
45310,0,1,1,1,1,0,0
45311,1,1,1,1,1,1,0
45312,0,0,0,0,0,0,0
45313,1,0,0,0,0,0,0
45314,0,1,0,0,0,1,1
45315,1,1,0,0,0,1,1
45316,0,0,1,0,0,0,0
45317,1,0,1,0,0,1,0
45318,0,1,1,0,0,1,1
45319,1,1,1,0,0,1,1
45320,0,0,0,1,0,0,0
45321,1,0,0,1,0,0,0
45322,0,1,0,1,0,1,1
45323,1,1,0,1,0,1,1
45324,0,0,1,1,0,0,0
45325,1,0,1,1,0,1,0
45326,0,1,1,1,0,0,0
45327,1,1,1,1,0,1,0
45328,0,0,0,0,1,0,1
45329,1,0,0,0,1,0,1
45330,0,1,0,0,1,1,1
45331,1,1,0,0,1,1,1
45332,0,0,1,0,1,0,1
45333,1,0,1,0,1,1,1
45334,0,1,1,0,1,1,1
45335,1,1,1,0,1,1,1
45336,0,0,0,1,1,0,1
45337,1,0,0,1,1,0,1
45338,0,1,0,1,1,1,1
45339,1,1,0,1,1,1,1
45340,0,0,1,1,1,0,0
45341,1,0,1,1,1,1,0
45342,0,1,1,1,1,0,0
45343,1,1,1,1,1,1,0
45344,0,0,0,0,0,0,0
45345,1,0,0,0,0,0,0
45346,0,1,0,0,0,1,1
45347,1,1,0,0,0,1,1
45348,0,0,1,0,0,0,0
45349,1,0,1,0,0,1,0
45350,0,1,1,0,0,1,1
45351,1,1,1,0,0,1,1
45352,0,0,0,1,0,0,0
45353,1,0,0,1,0,0,0
45354,0,1,0,1,0,1,1
45355,1,1,0,1,0,1,1
45356,0,0,1,1,0,0,0
45357,1,0,1,1,0,1,0
45358,0,1,1,1,0,0,0
45359,1,1,1,1,0,1,0
45360,0,0,0,0,1,0,1
45361,1,0,0,0,1,0,1
45362,0,1,0,0,1,1,1
45363,1,1,0,0,1,1,1
45364,0,0,1,0,1,0,1
45365,1,0,1,0,1,1,1
45366,0,1,1,0,1,1,1
45367,1,1,1,0,1,1,1
45368,0,0,0,1,1,0,1
45369,1,0,0,1,1,0,1
45370,0,1,0,1,1,1,1
45371,1,1,0,1,1,1,1
45372,0,0,1,1,1,0,0
45373,1,0,1,1,1,1,0
45374,0,1,1,1,1,0,0
45375,1,1,1,1,1,1,0
45376,0,0,0,0,0,0,0
45377,1,0,0,0,0,0,0
45378,0,1,0,0,0,1,1
45379,1,1,0,0,0,1,1
45380,0,0,1,0,0,0,0
45381,1,0,1,0,0,1,0
45382,0,1,1,0,0,1,1
45383,1,1,1,0,0,1,1
45384,0,0,0,1,0,0,0
45385,1,0,0,1,0,0,0
45386,0,1,0,1,0,1,1
45387,1,1,0,1,0,1,1
45388,0,0,1,1,0,0,0
45389,1,0,1,1,0,1,0
45390,0,1,1,1,0,0,0
45391,1,1,1,1,0,1,0
45392,0,0,0,0,1,0,1
45393,1,0,0,0,1,0,1
45394,0,1,0,0,1,1,1
45395,1,1,0,0,1,1,1
45396,0,0,1,0,1,0,1
45397,1,0,1,0,1,1,1
45398,0,1,1,0,1,1,1
45399,1,1,1,0,1,1,1
45400,0,0,0,1,1,0,1
45401,1,0,0,1,1,0,1
45402,0,1,0,1,1,1,1
45403,1,1,0,1,1,1,1
45404,0,0,1,1,1,0,0
45405,1,0,1,1,1,1,0
45406,0,1,1,1,1,0,0
45407,1,1,1,1,1,1,0
45408,0,0,0,0,0,0,0
45409,1,0,0,0,0,0,0
45410,0,1,0,0,0,1,1
45411,1,1,0,0,0,1,1
45412,0,0,1,0,0,0,0
45413,1,0,1,0,0,1,0
45414,0,1,1,0,0,1,1
45415,1,1,1,0,0,1,1
45416,0,0,0,1,0,0,0
45417,1,0,0,1,0,0,0
45418,0,1,0,1,0,1,1
45419,1,1,0,1,0,1,1
45420,0,0,1,1,0,0,0
45421,1,0,1,1,0,1,0
45422,0,1,1,1,0,0,0
45423,1,1,1,1,0,1,0
45424,0,0,0,0,1,0,1
45425,1,0,0,0,1,0,1
45426,0,1,0,0,1,1,1
45427,1,1,0,0,1,1,1
45428,0,0,1,0,1,0,1
45429,1,0,1,0,1,1,1
45430,0,1,1,0,1,1,1
45431,1,1,1,0,1,1,1
45432,0,0,0,1,1,0,1
45433,1,0,0,1,1,0,1
45434,0,1,0,1,1,1,1
45435,1,1,0,1,1,1,1
45436,0,0,1,1,1,0,0
45437,1,0,1,1,1,1,0
45438,0,1,1,1,1,0,0
45439,1,1,1,1,1,1,0
45440,0,0,0,0,0,0,0
45441,1,0,0,0,0,0,0
45442,0,1,0,0,0,1,1
45443,1,1,0,0,0,1,1
45444,0,0,1,0,0,0,0
45445,1,0,1,0,0,1,0
45446,0,1,1,0,0,1,1
45447,1,1,1,0,0,1,1
45448,0,0,0,1,0,0,0
45449,1,0,0,1,0,0,0
45450,0,1,0,1,0,1,1
45451,1,1,0,1,0,1,1
45452,0,0,1,1,0,0,0
45453,1,0,1,1,0,1,0
45454,0,1,1,1,0,0,0
45455,1,1,1,1,0,1,0
45456,0,0,0,0,1,0,1
45457,1,0,0,0,1,0,1
45458,0,1,0,0,1,1,1
45459,1,1,0,0,1,1,1
45460,0,0,1,0,1,0,1
45461,1,0,1,0,1,1,1
45462,0,1,1,0,1,1,1
45463,1,1,1,0,1,1,1
45464,0,0,0,1,1,0,1
45465,1,0,0,1,1,0,1
45466,0,1,0,1,1,1,1
45467,1,1,0,1,1,1,1
45468,0,0,1,1,1,0,0
45469,1,0,1,1,1,1,0
45470,0,1,1,1,1,0,0
45471,1,1,1,1,1,1,0
45472,0,0,0,0,0,0,0
45473,1,0,0,0,0,0,0
45474,0,1,0,0,0,1,1
45475,1,1,0,0,0,1,1
45476,0,0,1,0,0,0,0
45477,1,0,1,0,0,1,0
45478,0,1,1,0,0,1,1
45479,1,1,1,0,0,1,1
45480,0,0,0,1,0,0,0
45481,1,0,0,1,0,0,0
45482,0,1,0,1,0,1,1
45483,1,1,0,1,0,1,1
45484,0,0,1,1,0,0,0
45485,1,0,1,1,0,1,0
45486,0,1,1,1,0,0,0
45487,1,1,1,1,0,1,0
45488,0,0,0,0,1,0,1
45489,1,0,0,0,1,0,1
45490,0,1,0,0,1,1,1
45491,1,1,0,0,1,1,1
45492,0,0,1,0,1,0,1
45493,1,0,1,0,1,1,1
45494,0,1,1,0,1,1,1
45495,1,1,1,0,1,1,1
45496,0,0,0,1,1,0,1
45497,1,0,0,1,1,0,1
45498,0,1,0,1,1,1,1
45499,1,1,0,1,1,1,1
45500,0,0,1,1,1,0,0
45501,1,0,1,1,1,1,0
45502,0,1,1,1,1,0,0
45503,1,1,1,1,1,1,0
45504,0,0,0,0,0,0,0
45505,1,0,0,0,0,0,0
45506,0,1,0,0,0,1,1
45507,1,1,0,0,0,1,1
45508,0,0,1,0,0,0,0
45509,1,0,1,0,0,1,0
45510,0,1,1,0,0,1,1
45511,1,1,1,0,0,1,1
45512,0,0,0,1,0,0,0
45513,1,0,0,1,0,0,0
45514,0,1,0,1,0,1,1
45515,1,1,0,1,0,1,1
45516,0,0,1,1,0,0,0
45517,1,0,1,1,0,1,0
45518,0,1,1,1,0,0,0
45519,1,1,1,1,0,1,0
45520,0,0,0,0,1,0,1
45521,1,0,0,0,1,0,1
45522,0,1,0,0,1,1,1
45523,1,1,0,0,1,1,1
45524,0,0,1,0,1,0,1
45525,1,0,1,0,1,1,1
45526,0,1,1,0,1,1,1
45527,1,1,1,0,1,1,1
45528,0,0,0,1,1,0,1
45529,1,0,0,1,1,0,1
45530,0,1,0,1,1,1,1
45531,1,1,0,1,1,1,1
45532,0,0,1,1,1,0,0
45533,1,0,1,1,1,1,0
45534,0,1,1,1,1,0,0
45535,1,1,1,1,1,1,0
45536,0,0,0,0,0,0,0
45537,1,0,0,0,0,0,0
45538,0,1,0,0,0,1,1
45539,1,1,0,0,0,1,1
45540,0,0,1,0,0,0,0
45541,1,0,1,0,0,1,0
45542,0,1,1,0,0,1,1
45543,1,1,1,0,0,1,1
45544,0,0,0,1,0,0,0
45545,1,0,0,1,0,0,0
45546,0,1,0,1,0,1,1
45547,1,1,0,1,0,1,1
45548,0,0,1,1,0,0,0
45549,1,0,1,1,0,1,0
45550,0,1,1,1,0,0,0
45551,1,1,1,1,0,1,0
45552,0,0,0,0,1,0,1
45553,1,0,0,0,1,0,1
45554,0,1,0,0,1,1,1
45555,1,1,0,0,1,1,1
45556,0,0,1,0,1,0,1
45557,1,0,1,0,1,1,1
45558,0,1,1,0,1,1,1
45559,1,1,1,0,1,1,1
45560,0,0,0,1,1,0,1
45561,1,0,0,1,1,0,1
45562,0,1,0,1,1,1,1
