,Time,IN1,IN2,OUTCHANGED,CORRECT
18838,18838,0,0,1,0
18839,18839,1,1,1,1
18840,18840,1,1,1,1
18841,18841,0,0,1,0
18842,18842,1,0,0,1
18843,18843,0,1,0,1
18844,18844,0,1,1,0
18845,18845,1,1,1,1
18846,18846,0,0,1,0
18847,18847,0,1,0,1
18848,18848,1,1,1,1
18849,18849,1,1,0,0
18850,18850,0,1,0,1
18851,18851,0,1,0,1
18852,18852,0,0,0,1
18853,18853,0,0,1,0
18854,18854,1,1,1,1
18855,18855,0,0,0,1
18856,18856,1,0,0,1
18857,18857,1,1,0,0
18858,18858,0,0,0,1
18859,18859,0,1,1,0
18860,18860,1,1,1,1
18861,18861,0,0,1,0
18862,18862,0,1,1,0
18863,18863,0,1,1,0
18864,18864,0,1,0,1
18865,18865,1,0,0,1
18866,18866,0,0,1,0
18867,18867,1,1,1,1
18868,18868,0,1,1,0
18869,18869,0,1,0,1
18870,18870,1,0,0,1
18871,18871,0,0,0,1
18872,18872,0,0,1,0
18873,18873,0,0,1,0
18874,18874,1,1,0,0
18875,18875,0,1,0,1
18876,18876,0,0,0,1
18877,18877,1,1,1,1
18878,18878,0,0,0,1
18879,18879,1,1,1,1
18880,18880,0,0,0,1
18881,18881,0,1,0,1
18882,18882,0,0,1,0
18883,18883,0,1,1,0
18884,18884,0,0,0,1
18885,18885,0,1,0,1
18886,18886,0,1,0,1
18887,18887,1,0,0,1
18888,18888,0,0,1,0
18889,18889,1,1,0,0
18890,18890,1,1,0,0
18891,18891,1,0,1,0
18892,18892,0,0,1,0
18893,18893,1,1,0,0
18894,18894,0,0,1,0
18895,18895,1,1,0,0
18896,18896,0,1,1,0
18897,18897,0,0,1,0
18898,18898,0,1,0,1
18899,18899,1,1,0,0
18900,18900,0,0,1,0
18901,18901,1,1,0,0
18902,18902,0,0,0,1
18903,18903,0,0,1,0
18904,18904,1,1,0,0
18905,18905,1,0,1,0
18906,18906,1,0,1,0
18907,18907,1,1,0,0
18908,18908,1,1,0,0
18909,18909,1,1,0,0
18910,18910,0,1,1,0
18911,18911,1,0,1,0
18912,18912,0,0,0,1
18913,18913,1,0,1,0
18914,18914,1,1,1,1
18915,18915,0,1,0,1
18916,18916,0,0,0,1
18917,18917,0,1,1,0
18918,18918,1,1,0,0
18919,18919,1,0,0,1
18920,18920,1,1,1,1
18921,18921,0,0,1,0
18922,18922,0,1,1,0
18923,18923,0,0,0,1
18924,18924,1,0,1,0
18925,18925,0,0,0,1
18926,18926,0,0,0,1
18927,18927,1,1,0,0
18928,18928,1,0,0,1
18929,18929,0,0,1,0
18930,18930,1,0,1,0
18931,18931,0,0,1,0
18932,18932,1,1,1,1
18933,18933,0,0,0,1
18934,18934,0,0,0,1
18935,18935,1,0,0,1
18936,18936,1,1,0,0
18937,18937,1,1,0,0
18938,18938,1,0,1,0
18939,18939,1,1,0,0
18940,18940,0,0,1,0
18941,18941,1,1,1,1
18942,18942,1,1,1,1
18943,18943,0,1,1,0
18944,18944,1,0,1,0
18945,18945,1,0,1,0
18946,18946,0,1,1,0
18947,18947,0,1,1,0
18948,18948,1,1,0,0
18949,18949,0,0,1,0
18950,18950,1,0,1,0
18951,18951,1,1,1,1
18952,18952,0,0,0,1
18953,18953,1,0,0,1
18954,18954,1,1,0,0
18955,18955,0,0,1,0
18956,18956,0,0,1,0
18957,18957,0,0,0,1
18958,18958,1,0,0,1
18959,18959,1,1,0,0
18960,18960,1,0,0,1
18961,18961,1,0,0,1
18962,18962,1,1,0,0
18963,18963,1,0,1,0
18964,18964,0,1,1,0
18965,18965,1,1,1,1
18966,18966,0,0,0,1
18967,18967,1,1,0,0
18968,18968,1,0,0,1
18969,18969,1,1,1,1
18970,18970,1,0,0,1
18971,18971,1,0,0,1
18972,18972,0,0,0,1
18973,18973,0,1,1,0
18974,18974,1,0,1,0
18975,18975,1,0,1,0
18976,18976,0,0,1,0
18977,18977,0,1,1,0
18978,18978,0,0,1,0
18979,18979,1,1,0,0
18980,18980,1,0,1,0
18981,18981,1,0,0,1
18982,18982,0,0,0,1
18983,18983,0,0,0,1
18984,18984,1,0,1,0
18985,18985,1,1,1,1
18986,18986,0,0,1,0
18987,18987,1,1,0,0
18988,18988,1,1,1,1
18989,18989,0,1,1,0
18990,18990,1,0,0,1
18991,18991,0,1,0,1
18992,18992,0,0,0,1
18993,18993,0,1,1,0
18994,18994,1,0,0,1
18995,18995,1,1,1,1
18996,18996,1,1,0,0
18997,18997,0,1,1,0
18998,18998,0,0,0,1
18999,18999,0,0,0,1
19000,19000,1,0,0,1
19001,19001,1,1,1,1
19002,19002,1,0,0,1
19003,19003,0,0,0,1
19004,19004,0,0,1,0
19005,19005,0,0,1,0
19006,19006,1,1,0,0
19007,19007,0,1,1,0
19008,19008,0,1,1,0
19009,19009,1,1,0,0
19010,19010,1,0,1,0
19011,19011,1,1,0,0
19012,19012,1,1,1,1
19013,19013,1,0,0,1
19014,19014,0,0,1,0
19015,19015,1,0,0,1
19016,19016,0,0,1,0
19017,19017,0,1,1,0
19018,19018,0,0,0,1
19019,19019,1,1,0,0
19020,19020,1,1,1,1
19021,19021,0,0,0,1
19022,19022,0,1,0,1
19023,19023,1,0,0,1
19024,19024,0,0,1,0
19025,19025,0,1,1,0
19026,19026,0,1,1,0
19027,19027,0,1,0,1
19028,19028,1,1,0,0
19029,19029,0,0,1,0
19030,19030,1,0,0,1
19031,19031,1,1,1,1
19032,19032,0,0,1,0
19033,19033,1,0,1,0
19034,19034,1,0,1,0
19035,19035,0,1,1,0
19036,19036,0,1,1,0
19037,19037,1,1,0,0
19038,19038,1,1,1,1
19039,19039,1,1,0,0
19040,19040,1,1,0,0
19041,19041,1,1,0,0
19042,19042,1,1,1,1
19043,19043,0,1,0,1
19044,19044,0,1,1,0
19045,19045,0,1,0,1
19046,19046,1,0,1,0
19047,19047,1,0,1,0
19048,19048,1,0,0,1
19049,19049,1,1,1,1
19050,19050,1,0,0,1
19051,19051,0,0,1,0
19052,19052,0,0,1,0
19053,19053,0,0,0,1
19054,19054,0,0,0,1
19055,19055,1,1,1,1
19056,19056,0,0,0,1
19057,19057,1,0,1,0
19058,19058,1,0,1,0
19059,19059,1,1,0,0
19060,19060,1,1,0,0
19061,19061,0,0,1,0
19062,19062,0,1,0,1
19063,19063,0,0,0,1
19064,19064,1,0,1,0
19065,19065,1,1,1,1
19066,19066,0,1,1,0
19067,19067,1,1,1,1
19068,19068,0,0,0,1
19069,19069,0,1,1,0
19070,19070,1,0,0,1
19071,19071,0,1,1,0
19072,19072,0,1,0,1
19073,19073,0,0,0,1
19074,19074,0,1,0,1
19075,19075,0,0,1,0
19076,19076,0,1,1,0
19077,19077,1,0,0,1
19078,19078,0,1,0,1
19079,19079,1,1,1,1
19080,19080,0,1,1,0
19081,19081,1,1,0,0
19082,19082,0,0,0,1
19083,19083,1,0,1,0
19084,19084,0,1,1,0
19085,19085,1,1,1,1
19086,19086,0,0,1,0
19087,19087,0,0,1,0
19088,19088,0,1,1,0
19089,19089,0,0,0,1
19090,19090,1,1,1,1
19091,19091,0,0,0,1
19092,19092,0,0,1,0
19093,19093,1,1,1,1
19094,19094,1,0,0,1
19095,19095,0,0,1,0
19096,19096,1,1,1,1
19097,19097,0,0,0,1
19098,19098,0,0,0,1
19099,19099,0,1,1,0
19100,19100,0,1,1,0
19101,19101,1,1,1,1
19102,19102,1,1,0,0
19103,19103,1,1,1,1
19104,19104,1,0,1,0
19105,19105,1,1,1,1
19106,19106,0,0,1,0
19107,19107,0,1,0,1
19108,19108,1,1,0,0
19109,19109,1,0,1,0
19110,19110,1,1,0,0
19111,19111,0,0,1,0
19112,19112,0,0,1,0
19113,19113,1,0,1,0
19114,19114,0,0,1,0
19115,19115,1,0,0,1
19116,19116,0,1,0,1
19117,19117,1,1,1,1
19118,19118,0,0,1,0
19119,19119,1,1,1,1
19120,19120,0,1,0,1
19121,19121,0,1,0,1
19122,19122,0,0,0,1
19123,19123,0,0,1,0
19124,19124,0,0,1,0
19125,19125,1,0,1,0
19126,19126,0,1,0,1
19127,19127,0,0,1,0
19128,19128,0,1,1,0
19129,19129,0,0,1,0
19130,19130,0,0,1,0
19131,19131,1,0,0,1
19132,19132,0,1,0,1
19133,19133,1,0,1,0
19134,19134,0,1,1,0
19135,19135,0,0,1,0
19136,19136,0,0,1,0
19137,19137,0,0,1,0
19138,19138,0,0,0,1
19139,19139,1,0,0,1
19140,19140,0,1,0,1
19141,19141,1,1,0,0
19142,19142,0,0,0,1
19143,19143,1,0,0,1
19144,19144,1,0,1,0
19145,19145,1,1,1,1
19146,19146,1,0,0,1
19147,19147,0,0,1,0
19148,19148,1,0,1,0
19149,19149,1,0,0,1
19150,19150,1,0,1,0
19151,19151,0,0,1,0
19152,19152,0,0,0,1
19153,19153,0,1,1,0
19154,19154,1,1,1,1
19155,19155,0,1,0,1
19156,19156,0,0,1,0
19157,19157,1,1,1,1
19158,19158,1,0,1,0
19159,19159,1,0,1,0
19160,19160,1,0,1,0
19161,19161,1,0,0,1
19162,19162,1,1,1,1
19163,19163,0,1,1,0
19164,19164,1,1,1,1
19165,19165,0,1,1,0
19166,19166,0,1,0,1
19167,19167,0,1,1,0
19168,19168,0,0,0,1
19169,19169,1,1,1,1
19170,19170,0,0,0,1
19171,19171,1,0,0,1
19172,19172,1,1,0,0
19173,19173,1,1,0,0
19174,19174,0,1,0,1
19175,19175,1,1,0,0
19176,19176,0,1,1,0
19177,19177,1,0,0,1
19178,19178,1,0,1,0
19179,19179,0,0,1,0
19180,19180,0,1,1,0
19181,19181,0,0,1,0
19182,19182,0,0,1,0
19183,19183,0,1,1,0
19184,19184,0,0,1,0
19185,19185,0,1,0,1
19186,19186,0,1,0,1
19187,19187,0,0,0,1
19188,19188,0,0,0,1
19189,19189,1,1,0,0
19190,19190,0,1,1,0
19191,19191,1,1,0,0
19192,19192,0,1,1,0
19193,19193,1,0,0,1
19194,19194,0,0,1,0
19195,19195,1,1,1,1
19196,19196,0,0,1,0
19197,19197,1,0,1,0
19198,19198,0,1,0,1
19199,19199,0,0,0,1
19200,19200,0,0,0,1
19201,19201,1,1,1,1
19202,19202,0,0,1,0
19203,19203,0,0,1,0
19204,19204,1,1,0,0
19205,19205,0,1,0,1
19206,19206,0,1,1,0
19207,19207,1,1,0,0
19208,19208,0,0,0,1
19209,19209,1,1,0,0
19210,19210,1,0,1,0
19211,19211,0,1,0,1
19212,19212,1,1,0,0
19213,19213,0,1,1,0
19214,19214,0,0,1,0
19215,19215,1,1,1,1
19216,19216,0,1,1,0
19217,19217,1,0,1,0
19218,19218,0,0,1,0
19219,19219,1,0,1,0
19220,19220,1,1,0,0
19221,19221,0,0,1,0
19222,19222,0,0,0,1
19223,19223,1,0,0,1
19224,19224,0,1,1,0
19225,19225,0,0,1,0
19226,19226,1,0,0,1
19227,19227,1,1,0,0
19228,19228,0,1,0,1
19229,19229,0,1,0,1
19230,19230,0,1,0,1
19231,19231,0,0,0,1
19232,19232,1,1,1,1
19233,19233,1,1,1,1
19234,19234,0,1,0,1
19235,19235,1,0,0,1
19236,19236,0,0,1,0
19237,19237,1,0,1,0
19238,19238,1,0,1,0
19239,19239,0,1,0,1
19240,19240,0,0,0,1
19241,19241,0,1,1,0
19242,19242,1,1,1,1
19243,19243,0,1,1,0
19244,19244,1,0,0,1
19245,19245,1,0,0,1
19246,19246,1,1,0,0
19247,19247,1,1,0,0
19248,19248,0,0,0,1
19249,19249,0,1,0,1
19250,19250,1,1,0,0
19251,19251,1,1,1,1
19252,19252,1,1,0,0
19253,19253,0,0,1,0
19254,19254,1,0,1,0
19255,19255,1,0,0,1
19256,19256,0,1,1,0
19257,19257,1,0,0,1
19258,19258,1,1,0,0
19259,19259,0,1,0,1
19260,19260,1,0,0,1
19261,19261,0,0,0,1
19262,19262,1,1,1,1
19263,19263,0,0,0,1
19264,19264,0,1,0,1
19265,19265,0,1,1,0
19266,19266,0,1,0,1
19267,19267,1,0,1,0
19268,19268,1,1,1,1
19269,19269,1,0,1,0
19270,19270,1,1,1,1
19271,19271,0,0,1,0
19272,19272,0,1,1,0
19273,19273,0,1,1,0
19274,19274,1,1,1,1
19275,19275,0,0,0,1
19276,19276,1,0,0,1
19277,19277,0,1,0,1
19278,19278,1,0,1,0
19279,19279,1,1,1,1
19280,19280,1,1,0,0
19281,19281,0,1,1,0
19282,19282,1,1,1,1
19283,19283,1,0,1,0
19284,19284,0,1,0,1
19285,19285,0,0,0,1
19286,19286,0,1,0,1
19287,19287,1,0,1,0
19288,19288,0,1,0,1
19289,19289,0,0,0,1
19290,19290,0,1,1,0
19291,19291,1,0,0,1
19292,19292,0,1,0,1
19293,19293,0,1,0,1
19294,19294,1,0,1,0
19295,19295,1,0,1,0
19296,19296,0,0,0,1
19297,19297,0,1,1,0
19298,19298,1,0,1,0
19299,19299,0,1,0,1
19300,19300,0,0,0,1
19301,19301,1,0,1,0
19302,19302,1,0,1,0
19303,19303,1,0,0,1
19304,19304,1,1,0,0
19305,19305,1,1,1,1
19306,19306,0,0,0,1
19307,19307,1,1,0,0
19308,19308,1,1,1,1
19309,19309,1,0,0,1
19310,19310,1,1,1,1
19311,19311,0,0,0,1
19312,19312,0,1,0,1
19313,19313,0,0,0,1
19314,19314,0,0,1,0
19315,19315,0,0,1,0
19316,19316,1,1,1,1
19317,19317,0,0,1,0
19318,19318,0,1,1,0
19319,19319,0,0,0,1
19320,19320,0,1,1,0
19321,19321,0,1,0,1
19322,19322,0,1,1,0
19323,19323,0,1,0,1
19324,19324,1,1,0,0
19325,19325,1,0,0,1
19326,19326,0,0,1,0
19327,19327,0,1,0,1
19328,19328,1,0,1,0
19329,19329,1,1,0,0
19330,19330,1,0,0,1
19331,19331,1,1,1,1
19332,19332,0,1,1,0
19333,19333,1,0,1,0
19334,19334,0,1,0,1
19335,19335,0,0,0,1
19336,19336,1,0,1,0
19337,19337,0,1,0,1
19338,19338,0,0,1,0
19339,19339,1,0,0,1
19340,19340,1,0,1,0
19341,19341,1,0,1,0
19342,19342,1,0,0,1
19343,19343,0,1,0,1
19344,19344,0,0,1,0
19345,19345,1,1,0,0
19346,19346,1,0,0,1
19347,19347,0,1,1,0
19348,19348,1,0,0,1
19349,19349,0,1,1,0
19350,19350,1,1,1,1
19351,19351,0,0,0,1
19352,19352,1,0,0,1
19353,19353,0,0,0,1
19354,19354,1,1,0,0
19355,19355,0,0,0,1
19356,19356,0,0,1,0
19357,19357,0,1,1,0
19358,19358,1,1,0,0
19359,19359,1,0,1,0
19360,19360,0,0,0,1
19361,19361,1,1,1,1
19362,19362,0,1,1,0
19363,19363,1,1,1,1
19364,19364,1,1,1,1
19365,19365,1,1,0,0
19366,19366,1,0,0,1
19367,19367,1,0,0,1
19368,19368,0,0,0,1
19369,19369,1,0,0,1
19370,19370,0,0,0,1
19371,19371,0,1,1,0
19372,19372,1,1,0,0
19373,19373,1,0,0,1
19374,19374,0,1,0,1
19375,19375,0,0,0,1
19376,19376,0,1,1,0
19377,19377,0,0,1,0
19378,19378,1,1,1,1
19379,19379,1,1,1,1
19380,19380,0,0,1,0
19381,19381,0,1,1,0
19382,19382,0,0,0,1
19383,19383,1,0,0,1
19384,19384,0,1,1,0
19385,19385,1,0,0,1
19386,19386,1,0,0,1
19387,19387,0,1,0,1
19388,19388,0,0,0,1
19389,19389,1,0,1,0
19390,19390,0,0,0,1
19391,19391,0,0,1,0
19392,19392,1,1,0,0
19393,19393,0,1,0,1
19394,19394,0,0,1,0
19395,19395,0,1,0,1
19396,19396,0,1,1,0
19397,19397,0,0,1,0
19398,19398,1,1,1,1
19399,19399,1,0,1,0
19400,19400,1,1,0,0
19401,19401,1,0,0,1
19402,19402,0,0,1,0
19403,19403,1,0,1,0
19404,19404,1,1,1,1
19405,19405,1,1,0,0
19406,19406,0,1,0,1
19407,19407,0,0,1,0
19408,19408,1,1,1,1
19409,19409,0,1,0,1
19410,19410,1,1,0,0
19411,19411,0,1,1,0
19412,19412,0,1,0,1
19413,19413,0,0,0,1
19414,19414,0,1,1,0
19415,19415,1,0,0,1
19416,19416,0,1,1,0
19417,19417,1,1,0,0
19418,19418,1,1,0,0
19419,19419,0,0,0,1
19420,19420,0,0,1,0
19421,19421,1,0,0,1
19422,19422,0,1,1,0
19423,19423,1,1,0,0
19424,19424,1,0,1,0
19425,19425,0,0,0,1
19426,19426,1,1,1,1
19427,19427,1,1,1,1
19428,19428,1,1,1,1
19429,19429,1,1,1,1
19430,19430,1,0,1,0
19431,19431,0,1,0,1
19432,19432,0,1,0,1
19433,19433,1,1,0,0
19434,19434,1,1,0,0
19435,19435,0,0,0,1
19436,19436,0,1,1,0
19437,19437,0,1,1,0
19438,19438,0,1,1,0
19439,19439,1,0,0,1
19440,19440,0,1,0,1
19441,19441,0,0,1,0
19442,19442,0,0,0,1
19443,19443,0,0,1,0
19444,19444,1,1,0,0
19445,19445,1,0,0,1
19446,19446,1,1,0,0
19447,19447,0,1,1,0
19448,19448,1,1,0,0
19449,19449,0,0,0,1
19450,19450,1,0,1,0
19451,19451,0,1,1,0
19452,19452,1,1,1,1
19453,19453,0,1,0,1
19454,19454,0,0,0,1
19455,19455,0,1,0,1
19456,19456,0,0,1,0
19457,19457,0,1,1,0
19458,19458,1,1,0,0
19459,19459,1,1,1,1
19460,19460,1,0,0,1
19461,19461,1,0,0,1
19462,19462,0,0,0,1
19463,19463,1,0,0,1
19464,19464,0,0,1,0
19465,19465,1,0,0,1
19466,19466,0,1,0,1
19467,19467,0,1,0,1
19468,19468,0,0,0,1
19469,19469,1,0,1,0
19470,19470,1,1,0,0
19471,19471,1,0,0,1
19472,19472,0,0,1,0
19473,19473,0,1,1,0
19474,19474,0,0,0,1
19475,19475,0,0,1,0
19476,19476,1,1,0,0
19477,19477,1,1,0,0
19478,19478,0,0,1,0
19479,19479,1,0,1,0
19480,19480,0,1,1,0
19481,19481,1,1,1,1
19482,19482,0,0,0,1
19483,19483,1,0,1,0
19484,19484,1,0,0,1
19485,19485,1,0,0,1
19486,19486,1,0,1,0
19487,19487,1,0,1,0
19488,19488,1,0,1,0
19489,19489,1,1,0,0
19490,19490,1,1,1,1
19491,19491,0,0,1,0
19492,19492,0,1,0,1
19493,19493,1,0,0,1
19494,19494,1,1,0,0
19495,19495,1,1,0,0
19496,19496,1,0,1,0
19497,19497,0,1,0,1
19498,19498,0,0,0,1
19499,19499,1,0,1,0
19500,19500,0,0,1,0
19501,19501,0,1,1,0
19502,19502,1,0,0,1
19503,19503,1,0,0,1
19504,19504,0,0,1,0
19505,19505,0,1,1,0
19506,19506,1,1,1,1
19507,19507,0,0,1,0
19508,19508,1,1,0,0
19509,19509,1,0,0,1
19510,19510,1,1,0,0
19511,19511,1,0,1,0
19512,19512,0,0,1,0
19513,19513,0,1,0,1
19514,19514,1,1,0,0
19515,19515,1,1,0,0
19516,19516,1,0,0,1
19517,19517,0,1,0,1
19518,19518,1,1,0,0
19519,19519,1,1,0,0
19520,19520,0,0,1,0
19521,19521,0,0,0,1
19522,19522,0,1,1,0
19523,19523,0,0,1,0
19524,19524,1,0,0,1
19525,19525,1,1,0,0
19526,19526,0,1,0,1
19527,19527,1,1,0,0
19528,19528,1,1,1,1
19529,19529,0,1,0,1
19530,19530,0,1,0,1
19531,19531,1,1,0,0
19532,19532,0,1,0,1
19533,19533,1,0,0,1
19534,19534,0,1,0,1
19535,19535,1,1,1,1
19536,19536,1,1,1,1
19537,19537,1,1,1,1
19538,19538,1,0,1,0
19539,19539,0,0,0,1
19540,19540,1,0,1,0
19541,19541,1,0,0,1
19542,19542,0,0,1,0
19543,19543,0,0,1,0
19544,19544,1,0,0,1
19545,19545,1,1,1,1
19546,19546,1,0,0,1
19547,19547,1,1,1,1
19548,19548,0,0,0,1
19549,19549,0,0,1,0
19550,19550,0,1,1,0
19551,19551,1,1,1,1
19552,19552,1,1,0,0
19553,19553,0,0,1,0
19554,19554,0,1,1,0
19555,19555,1,1,0,0
19556,19556,0,1,0,1
19557,19557,1,0,1,0
19558,19558,1,0,0,1
19559,19559,0,1,0,1
19560,19560,0,1,0,1
19561,19561,1,1,1,1
19562,19562,0,1,1,0
19563,19563,1,0,1,0
19564,19564,1,0,1,0
19565,19565,0,1,0,1
19566,19566,1,1,1,1
19567,19567,0,1,1,0
19568,19568,0,0,1,0
19569,19569,1,0,0,1
19570,19570,0,0,0,1
19571,19571,0,0,0,1
19572,19572,1,1,1,1
19573,19573,1,1,0,0
19574,19574,1,0,1,0
19575,19575,1,1,0,0
19576,19576,0,0,1,0
19577,19577,0,0,0,1
19578,19578,1,0,0,1
19579,19579,0,0,1,0
19580,19580,0,0,0,1
19581,19581,1,1,0,0
19582,19582,1,1,1,1
19583,19583,1,0,0,1
19584,19584,1,1,0,0
19585,19585,1,1,1,1
19586,19586,0,0,1,0
19587,19587,0,0,0,1
19588,19588,1,0,1,0
19589,19589,1,1,0,0
19590,19590,0,0,1,0
19591,19591,1,1,1,1
19592,19592,0,1,0,1
19593,19593,1,0,1,0
19594,19594,0,1,0,1
19595,19595,0,0,0,1
19596,19596,1,0,0,1
19597,19597,0,1,0,1
19598,19598,0,0,1,0
19599,19599,1,0,1,0
19600,19600,0,0,0,1
19601,19601,1,0,1,0
19602,19602,1,0,1,0
19603,19603,1,0,1,0
19604,19604,1,0,1,0
19605,19605,1,0,1,0
19606,19606,0,1,1,0
19607,19607,0,0,0,1
19608,19608,1,0,1,0
19609,19609,0,1,0,1
19610,19610,1,1,1,1
19611,19611,0,0,1,0
19612,19612,0,0,1,0
19613,19613,1,0,0,1
19614,19614,0,0,1,0
19615,19615,1,0,1,0
19616,19616,1,1,1,1
19617,19617,1,1,0,0
19618,19618,0,0,0,1
19619,19619,1,0,1,0
19620,19620,1,1,1,1
19621,19621,0,0,0,1
19622,19622,1,1,1,1
19623,19623,0,1,1,0
19624,19624,1,1,0,0
19625,19625,0,0,1,0
19626,19626,0,1,0,1
19627,19627,1,0,1,0
19628,19628,0,0,0,1
19629,19629,0,1,1,0
19630,19630,1,0,0,1
19631,19631,1,0,0,1
19632,19632,0,0,1,0
19633,19633,0,1,1,0
19634,19634,0,1,0,1
19635,19635,1,1,0,0
19636,19636,1,1,1,1
19637,19637,1,1,1,1
19638,19638,1,1,0,0
19639,19639,0,0,1,0
19640,19640,1,0,0,1
19641,19641,1,0,0,1
19642,19642,1,1,0,0
19643,19643,0,0,0,1
19644,19644,0,0,1,0
19645,19645,0,0,1,0
19646,19646,0,0,0,1
19647,19647,0,1,0,1
19648,19648,0,0,1,0
19649,19649,0,1,0,1
19650,19650,1,1,1,1
19651,19651,1,0,0,1
19652,19652,0,0,0,1
19653,19653,0,0,1,0
19654,19654,1,1,1,1
19655,19655,0,1,0,1
19656,19656,0,1,0,1
19657,19657,1,1,0,0
19658,19658,1,1,0,0
19659,19659,1,1,1,1
19660,19660,1,0,0,1
19661,19661,1,1,0,0
19662,19662,1,1,0,0
19663,19663,0,1,0,1
19664,19664,1,0,1,0
19665,19665,0,1,0,1
19666,19666,0,0,0,1
19667,19667,1,0,0,1
19668,19668,1,1,0,0
19669,19669,1,0,0,1
19670,19670,0,0,0,1
19671,19671,1,0,0,1
19672,19672,1,1,1,1
19673,19673,0,1,1,0
19674,19674,0,1,0,1
19675,19675,0,1,1,0
19676,19676,1,0,0,1
19677,19677,1,1,1,1
19678,19678,1,1,1,1
19679,19679,0,0,1,0
19680,19680,1,0,0,1
19681,19681,1,0,0,1
19682,19682,0,0,0,1
19683,19683,0,1,1,0
19684,19684,0,1,0,1
19685,19685,1,1,0,0
19686,19686,1,0,0,1
19687,19687,0,0,1,0
19688,19688,0,1,1,0
19689,19689,1,0,1,0
19690,19690,1,1,0,0
19691,19691,0,1,0,1
19692,19692,1,1,1,1
19693,19693,1,0,1,0
19694,19694,0,1,1,0
19695,19695,0,0,1,0
19696,19696,1,1,1,1
19697,19697,1,1,0,0
19698,19698,0,0,0,1
19699,19699,1,1,0,0
19700,19700,1,0,1,0
19701,19701,0,0,0,1
19702,19702,1,1,0,0
19703,19703,0,1,0,1
19704,19704,0,0,1,0
19705,19705,1,0,1,0
19706,19706,0,0,0,1
19707,19707,1,1,1,1
19708,19708,1,0,1,0
19709,19709,1,1,0,0
19710,19710,0,1,0,1
19711,19711,1,0,1,0
19712,19712,1,0,0,1
19713,19713,0,0,0,1
19714,19714,0,0,1,0
19715,19715,1,0,0,1
19716,19716,1,1,1,1
19717,19717,1,1,0,0
19718,19718,1,0,1,0
19719,19719,1,1,1,1
19720,19720,1,0,1,0
19721,19721,1,0,1,0
19722,19722,0,0,1,0
19723,19723,1,0,1,0
19724,19724,0,1,0,1
19725,19725,1,0,0,1
19726,19726,0,0,1,0
19727,19727,1,0,1,0
19728,19728,1,1,0,0
19729,19729,0,1,1,0
19730,19730,1,1,1,1
19731,19731,1,1,0,0
19732,19732,0,1,1,0
19733,19733,1,0,1,0
19734,19734,1,1,0,0
19735,19735,1,0,1,0
19736,19736,1,1,0,0
19737,19737,1,0,1,0
19738,19738,0,0,1,0
19739,19739,1,1,1,1
19740,19740,0,0,1,0
19741,19741,0,1,0,1
19742,19742,1,0,0,1
19743,19743,0,1,0,1
19744,19744,0,0,1,0
19745,19745,1,0,0,1
19746,19746,0,1,0,1
19747,19747,1,0,1,0
19748,19748,1,1,0,0
19749,19749,1,1,1,1
19750,19750,1,0,1,0
19751,19751,1,1,0,0
19752,19752,1,1,1,1
19753,19753,0,0,1,0
19754,19754,0,0,0,1
19755,19755,0,0,0,1
19756,19756,0,1,0,1
19757,19757,1,0,1,0
19758,19758,1,1,1,1
19759,19759,1,0,1,0
19760,19760,0,1,0,1
19761,19761,1,0,1,0
19762,19762,1,1,0,0
19763,19763,1,0,0,1
19764,19764,0,0,0,1
19765,19765,0,1,1,0
19766,19766,1,1,1,1
19767,19767,1,0,0,1
19768,19768,0,0,0,1
19769,19769,0,0,1,0
19770,19770,0,0,0,1
19771,19771,1,1,1,1
19772,19772,1,0,1,0
19773,19773,1,1,0,0
19774,19774,0,0,0,1
19775,19775,1,0,1,0
19776,19776,1,1,0,0
19777,19777,0,0,0,1
19778,19778,0,1,1,0
19779,19779,1,1,1,1
19780,19780,0,0,0,1
19781,19781,0,0,0,1
19782,19782,1,0,1,0
19783,19783,0,1,1,0
19784,19784,1,0,1,0
19785,19785,0,1,0,1
19786,19786,1,0,0,1
19787,19787,0,0,0,1
19788,19788,1,0,1,0
19789,19789,0,0,0,1
19790,19790,0,1,1,0
19791,19791,1,1,0,0
19792,19792,0,0,1,0
19793,19793,0,0,1,0
19794,19794,0,1,1,0
19795,19795,1,1,0,0
19796,19796,0,1,1,0
19797,19797,0,0,1,0
19798,19798,0,0,0,1
19799,19799,1,1,0,0
19800,19800,0,0,1,0
19801,19801,1,1,1,1
19802,19802,1,0,1,0
19803,19803,0,0,1,0
19804,19804,0,1,1,0
19805,19805,1,1,1,1
19806,19806,0,1,0,1
19807,19807,0,1,0,1
19808,19808,0,1,1,0
19809,19809,0,0,1,0
19810,19810,1,0,0,1
19811,19811,1,0,1,0
19812,19812,1,0,1,0
19813,19813,0,1,0,1
19814,19814,0,0,0,1
19815,19815,0,1,0,1
19816,19816,0,1,0,1
19817,19817,1,1,0,0
19818,19818,0,0,1,0
19819,19819,0,0,0,1
19820,19820,0,1,1,0
19821,19821,1,0,1,0
19822,19822,0,0,1,0
19823,19823,1,1,0,0
19824,19824,1,0,1,0
19825,19825,1,1,0,0
19826,19826,0,1,0,1
19827,19827,0,0,1,0
19828,19828,0,1,0,1
19829,19829,1,0,0,1
19830,19830,0,0,1,0
19831,19831,0,1,1,0
19832,19832,0,1,1,0
19833,19833,0,0,1,0
19834,19834,0,0,1,0
19835,19835,0,1,1,0
