,time,input,outputchanged,correct
11719,11719,1,4,1
11720,11720,0,4,1
11721,11721,1,5,1
11722,11722,0,5,1
11723,11723,1,15,0
11724,11724,0,6,1
11725,11725,1,7,1
11726,11726,0,29,0
11727,11727,1,8,1
11728,11728,0,8,1
11729,11729,1,0,0
11730,11730,0,9,1
11731,11731,1,7,0
11732,11732,0,4,0
11733,11733,1,11,1
11734,11734,0,11,1
11735,11735,1,10,0
11736,11736,0,1,0
11737,11737,1,13,1
11738,11738,0,13,1
11739,11739,1,28,0
11740,11740,0,14,1
11741,11741,1,15,1
11742,11742,0,27,0
11743,11743,1,16,1
11744,11744,0,16,1
11745,11745,1,17,1
11746,11746,0,27,0
11747,11747,1,19,0
11748,11748,0,17,0
11749,11749,1,19,1
11750,11750,0,1,0
11751,11751,1,20,1
11752,11752,0,20,1
11753,11753,1,10,0
11754,11754,0,21,1
11755,11755,1,22,1
11756,11756,0,31,0
11757,11757,1,23,1
11758,11758,0,24,0
11759,11759,1,24,1
11760,11760,0,17,0
11761,11761,1,25,1
11762,11762,0,4,0
11763,11763,1,26,1
11764,11764,0,26,1
11765,11765,1,27,1
11766,11766,0,27,1
11767,11767,1,28,1
11768,11768,0,28,1
11769,11769,1,29,1
11770,11770,0,0,0
11771,11771,1,30,1
11772,11772,0,30,1
11773,11773,1,31,1
11774,11774,0,31,1
11775,11775,1,0,1
11776,11776,0,1,0
11777,11777,1,1,1
11778,11778,0,1,1
11779,11779,1,2,1
11780,11780,0,2,1
11781,11781,1,3,1
11782,11782,0,31,0
11783,11783,1,27,0
11784,11784,0,4,1
11785,11785,1,12,0
11786,11786,0,5,1
11787,11787,1,6,1
11788,11788,0,6,1
11789,11789,1,0,0
11790,11790,0,7,1
11791,11791,1,8,1
11792,11792,0,19,0
11793,11793,1,26,0
11794,11794,0,22,0
11795,11795,1,13,0
11796,11796,0,10,1
11797,11797,1,11,1
11798,11798,0,3,0
11799,11799,1,12,1
11800,11800,0,12,1
11801,11801,1,27,0
11802,11802,0,28,0
11803,11803,1,14,1
11804,11804,0,3,0
11805,11805,1,30,0
11806,11806,0,15,1
11807,11807,1,16,1
11808,11808,0,16,1
11809,11809,1,17,1
11810,11810,0,23,0
11811,11811,1,18,1
11812,11812,0,23,0
11813,11813,1,10,0
11814,11814,0,6,0
11815,11815,1,20,1
11816,11816,0,14,0
11817,11817,1,31,0
11818,11818,0,21,1
11819,11819,1,22,1
11820,11820,0,22,1
11821,11821,1,23,1
11822,11822,0,23,1
11823,11823,1,9,0
11824,11824,0,24,1
11825,11825,1,12,0
11826,11826,0,25,1
11827,11827,1,25,0
11828,11828,0,26,1
11829,11829,1,27,1
11830,11830,0,27,1
11831,11831,1,28,1
11832,11832,0,28,1
11833,11833,1,8,0
11834,11834,0,7,0
11835,11835,1,22,0
11836,11836,0,30,1
11837,11837,1,31,1
11838,11838,0,31,1
11839,11839,1,18,0
11840,11840,0,24,0
11841,11841,1,1,1
11842,11842,0,16,0
11843,11843,1,2,1
11844,11844,0,2,1
11845,11845,1,8,0
11846,11846,0,3,1
11847,11847,1,4,1
11848,11848,0,4,1
11849,11849,1,4,0
11850,11850,0,5,1
11851,11851,1,6,1
11852,11852,0,12,0
11853,11853,1,7,1
11854,11854,0,2,0
11855,11855,1,5,0
11856,11856,0,15,0
11857,11857,1,5,0
11858,11858,0,11,0
11859,11859,1,28,0
11860,11860,0,7,0
11861,11861,1,21,0
11862,11862,0,25,0
11863,11863,1,12,1
11864,11864,0,29,0
11865,11865,1,5,0
11866,11866,0,21,0
11867,11867,1,14,1
11868,11868,0,14,1
11869,11869,1,15,1
11870,11870,0,15,1
11871,11871,1,16,1
11872,11872,0,16,1
11873,11873,1,17,1
11874,11874,0,25,0
11875,11875,1,18,1
11876,11876,0,18,1
11877,11877,1,14,0
11878,11878,0,14,0
11879,11879,1,21,0
11880,11880,0,20,1
11881,11881,1,21,1
11882,11882,0,21,1
11883,11883,1,13,0
11884,11884,0,22,1
11885,11885,1,23,1
11886,11886,0,23,1
11887,11887,1,24,1
11888,11888,0,24,1
11889,11889,1,25,1
11890,11890,0,25,1
11891,11891,1,26,1
11892,11892,0,22,0
11893,11893,1,27,1
11894,11894,0,27,1
11895,11895,1,28,1
11896,11896,0,4,0
11897,11897,1,29,1
11898,11898,0,7,0
11899,11899,1,12,0
11900,11900,0,30,1
11901,11901,1,6,0
11902,11902,0,31,1
11903,11903,1,28,0
11904,11904,0,15,0
11905,11905,1,25,0
11906,11906,0,22,0
11907,11907,1,12,0
11908,11908,0,21,0
11909,11909,1,3,1
11910,11910,0,3,1
11911,11911,1,4,1
11912,11912,0,10,0
11913,11913,1,5,1
11914,11914,0,8,0
11915,11915,1,6,1
11916,11916,0,6,1
11917,11917,1,30,0
11918,11918,0,23,0
11919,11919,1,9,0
11920,11920,0,27,0
11921,11921,1,2,0
11922,11922,0,6,0
11923,11923,1,11,0
11924,11924,0,29,0
11925,11925,1,19,0
11926,11926,0,11,1
11927,11927,1,10,0
11928,11928,0,12,1
11929,11929,1,13,1
11930,11930,0,13,1
11931,11931,1,28,0
11932,11932,0,14,1
11933,11933,1,15,1
11934,11934,0,15,1
11935,11935,1,16,1
11936,11936,0,16,1
11937,11937,1,17,1
11938,11938,0,17,1
11939,11939,1,18,1
11940,11940,0,18,1
11941,11941,1,12,0
11942,11942,0,19,1
11943,11943,1,6,0
11944,11944,0,20,1
11945,11945,1,21,1
11946,11946,0,21,1
11947,11947,1,22,1
11948,11948,0,22,1
11949,11949,1,23,1
11950,11950,0,23,1
11951,11951,1,24,1
11952,11952,0,29,0
11953,11953,1,30,0
11954,11954,0,25,1
11955,11955,1,26,1
11956,11956,0,26,1
11957,11957,1,27,1
11958,11958,0,1,0
11959,11959,1,18,0
11960,11960,0,28,1
11961,11961,1,29,1
11962,11962,0,29,1
11963,11963,1,30,1
11964,11964,0,30,1
11965,11965,1,31,1
11966,11966,0,31,1
11967,11967,1,0,1
11968,11968,0,0,1
11969,11969,1,21,0
11970,11970,0,22,0
11971,11971,1,31,0
11972,11972,0,2,1
11973,11973,1,3,1
11974,11974,0,9,0
11975,11975,1,4,1
11976,11976,0,4,1
11977,11977,1,5,1
11978,11978,0,3,0
11979,11979,1,26,0
11980,11980,0,20,0
11981,11981,1,7,1
11982,11982,0,11,0
11983,11983,1,8,1
11984,11984,0,8,1
11985,11985,1,9,1
11986,11986,0,5,0
11987,11987,1,10,1
11988,11988,0,4,0
11989,11989,1,11,1
11990,11990,0,6,0
11991,11991,1,12,1
11992,11992,0,12,1
11993,11993,1,3,0
11994,11994,0,13,1
11995,11995,1,14,1
11996,11996,0,14,1
11997,11997,1,15,1
11998,11998,0,15,1
11999,11999,1,16,1
12000,12000,0,3,0
12001,12001,1,17,1
12002,12002,0,22,0
12003,12003,1,4,0
12004,12004,0,18,1
12005,12005,1,19,1
12006,12006,0,24,0
12007,12007,1,19,0
12008,12008,0,20,1
12009,12009,1,11,0
12010,12010,0,19,0
12011,12011,1,22,1
12012,12012,0,17,0
12013,12013,1,23,1
12014,12014,0,1,0
12015,12015,1,17,0
12016,12016,0,24,1
12017,12017,1,0,0
12018,12018,0,25,1
12019,12019,1,30,0
12020,12020,0,14,0
12021,12021,1,27,1
12022,12022,0,4,0
12023,12023,1,28,1
12024,12024,0,28,1
12025,12025,1,29,1
12026,12026,0,31,0
12027,12027,1,30,1
12028,12028,0,30,1
12029,12029,1,31,1
12030,12030,0,10,0
12031,12031,1,13,0
12032,12032,0,27,0
12033,12033,1,27,0
12034,12034,0,1,1
12035,12035,1,14,0
12036,12036,0,10,0
12037,12037,1,3,1
12038,12038,0,21,0
12039,12039,1,4,1
12040,12040,0,4,1
12041,12041,1,5,1
12042,12042,0,5,1
12043,12043,1,30,0
12044,12044,0,6,1
12045,12045,1,16,0
12046,12046,0,7,1
12047,12047,1,8,1
12048,12048,0,29,0
12049,12049,1,14,0
12050,12050,0,9,1
12051,12051,1,10,1
12052,12052,0,15,0
12053,12053,1,11,1
12054,12054,0,11,1
12055,12055,1,12,1
12056,12056,0,0,0
12057,12057,1,4,0
12058,12058,0,13,1
12059,12059,1,14,1
12060,12060,0,26,0
12061,12061,1,21,0
12062,12062,0,15,1
12063,12063,1,16,1
12064,12064,0,28,0
12065,12065,1,17,1
12066,12066,0,17,1
12067,12067,1,18,1
12068,12068,0,2,0
12069,12069,1,7,0
12070,12070,0,19,1
12071,12071,1,20,1
12072,12072,0,20,1
12073,12073,1,21,1
12074,12074,0,21,1
12075,12075,1,22,1
12076,12076,0,22,1
12077,12077,1,17,0
12078,12078,0,23,1
12079,12079,1,24,1
12080,12080,0,23,0
12081,12081,1,25,1
12082,12082,0,25,1
12083,12083,1,28,0
12084,12084,0,26,1
12085,12085,1,4,0
12086,12086,0,27,1
12087,12087,1,16,0
12088,12088,0,28,1
12089,12089,1,29,1
12090,12090,0,29,1
12091,12091,1,30,1
12092,12092,0,23,0
12093,12093,1,31,1
12094,12094,0,23,0
12095,12095,1,22,0
12096,12096,0,0,1
12097,12097,1,1,1
12098,12098,0,1,1
12099,12099,1,4,0
12100,12100,0,29,0
12101,12101,1,3,1
12102,12102,0,3,1
12103,12103,1,4,1
12104,12104,0,23,0
12105,12105,1,5,1
12106,12106,0,5,1
12107,12107,1,11,0
12108,12108,0,6,1
12109,12109,1,18,0
12110,12110,0,7,1
12111,12111,1,8,1
12112,12112,0,8,1
12113,12113,1,9,1
12114,12114,0,9,1
12115,12115,1,10,1
12116,12116,0,10,1
12117,12117,1,10,0
12118,12118,0,11,1
12119,12119,1,12,1
12120,12120,0,12,1
12121,12121,1,13,1
12122,12122,0,13,1
12123,12123,1,18,0
12124,12124,0,14,1
12125,12125,1,15,1
12126,12126,0,15,1
12127,12127,1,16,1
12128,12128,0,29,0
12129,12129,1,16,0
12130,12130,0,17,1
12131,12131,1,7,0
12132,12132,0,18,1
12133,12133,1,24,0
12134,12134,0,19,1
12135,12135,1,20,1
12136,12136,0,0,0
12137,12137,1,21,1
12138,12138,0,21,1
12139,12139,1,22,1
12140,12140,0,22,1
12141,12141,1,23,1
12142,12142,0,7,0
12143,12143,1,22,0
12144,12144,0,24,1
12145,12145,1,31,0
12146,12146,0,2,0
12147,12147,1,26,1
12148,12148,0,12,0
12149,12149,1,9,0
12150,12150,0,27,1
12151,12151,1,28,1
12152,12152,0,28,1
12153,12153,1,29,1
12154,12154,0,29,1
12155,12155,1,17,0
12156,12156,0,30,1
12157,12157,1,0,0
12158,12158,0,2,0
12159,12159,1,0,1
12160,12160,0,0,1
12161,12161,1,25,0
12162,12162,0,26,0
12163,12163,1,2,1
12164,12164,0,2,1
12165,12165,1,3,1
12166,12166,0,3,1
12167,12167,1,15,0
12168,12168,0,4,1
12169,12169,1,5,1
12170,12170,0,2,0
12171,12171,1,17,0
12172,12172,0,6,1
12173,12173,1,7,1
12174,12174,0,18,0
12175,12175,1,8,1
12176,12176,0,8,1
12177,12177,1,9,1
12178,12178,0,9,1
12179,12179,1,20,0
12180,12180,0,10,1
12181,12181,1,22,0
12182,12182,0,11,1
12183,12183,1,12,1
12184,12184,0,19,0
12185,12185,1,13,1
12186,12186,0,14,0
12187,12187,1,15,0
12188,12188,0,14,1
12189,12189,1,28,0
12190,12190,0,0,0
12191,12191,1,16,1
12192,12192,0,3,0
12193,12193,1,3,0
12194,12194,0,17,1
12195,12195,1,18,1
12196,12196,0,18,1
12197,12197,1,19,1
12198,12198,0,11,0
12199,12199,1,20,1
12200,12200,0,20,1
12201,12201,1,21,1
12202,12202,0,21,1
12203,12203,1,19,0
12204,12204,0,15,0
12205,12205,1,23,1
12206,12206,0,23,1
12207,12207,1,24,1
12208,12208,0,24,1
12209,12209,1,25,1
12210,12210,0,25,1
12211,12211,1,26,1
12212,12212,0,26,1
12213,12213,1,27,1
12214,12214,0,5,0
12215,12215,1,25,0
12216,12216,0,28,1
12217,12217,1,29,1
12218,12218,0,25,0
12219,12219,1,30,1
12220,12220,0,12,0
12221,12221,1,31,1
12222,12222,0,31,1
12223,12223,1,12,0
12224,12224,0,0,1
12225,12225,1,3,0
12226,12226,0,1,1
12227,12227,1,2,1
12228,12228,0,2,1
12229,12229,1,3,1
12230,12230,0,3,1
12231,12231,1,17,0
12232,12232,0,8,0
12233,12233,1,5,1
12234,12234,0,14,0
12235,12235,1,7,0
12236,12236,0,26,0
12237,12237,1,27,0
12238,12238,0,27,0
12239,12239,1,8,1
12240,12240,0,30,0
12241,12241,1,9,1
12242,12242,0,9,1
12243,12243,1,21,0
12244,12244,0,10,1
12245,12245,1,11,1
12246,12246,0,11,1
12247,12247,1,12,1
12248,12248,0,28,0
12249,12249,1,16,0
12250,12250,0,6,0
12251,12251,1,14,1
12252,12252,0,4,0
12253,12253,1,7,0
12254,12254,0,8,0
12255,12255,1,16,1
12256,12256,0,16,1
12257,12257,1,17,1
12258,12258,0,17,1
12259,12259,1,21,0
12260,12260,0,18,1
12261,12261,1,19,1
12262,12262,0,23,0
12263,12263,1,20,1
12264,12264,0,28,0
12265,12265,1,21,1
12266,12266,0,21,1
12267,12267,1,22,1
12268,12268,0,22,1
12269,12269,1,9,0
12270,12270,0,23,1
12271,12271,1,4,0
12272,12272,0,12,0
12273,12273,1,31,0
12274,12274,0,25,1
12275,12275,1,31,0
12276,12276,0,25,0
12277,12277,1,3,0
12278,12278,0,10,0
12279,12279,1,28,1
12280,12280,0,28,1
12281,12281,1,29,1
12282,12282,0,29,1
12283,12283,1,30,1
12284,12284,0,2,0
12285,12285,1,13,0
12286,12286,0,19,0
12287,12287,1,25,0
12288,12288,0,0,1
12289,12289,1,8,0
12290,12290,0,1,1
12291,12291,1,0,0
12292,12292,0,2,1
12293,12293,1,2,0
12294,12294,0,3,1
12295,12295,1,4,1
12296,12296,0,31,0
12297,12297,1,5,1
12298,12298,0,5,1
12299,12299,1,24,0
12300,12300,0,6,1
12301,12301,1,16,0
12302,12302,0,6,0
12303,12303,1,8,1
12304,12304,0,23,0
12305,12305,1,14,0
12306,12306,0,19,0
12307,12307,1,10,1
12308,12308,0,10,1
12309,12309,1,11,1
12310,12310,0,2,0
12311,12311,1,13,0
12312,12312,0,2,0
12313,12313,1,13,1
12314,12314,0,13,1
12315,12315,1,1,0
12316,12316,0,18,0
12317,12317,1,15,1
12318,12318,0,26,0
12319,12319,1,16,1
12320,12320,0,10,0
12321,12321,1,6,0
12322,12322,0,1,0
12323,12323,1,18,1
12324,12324,0,18,1
12325,12325,1,19,1
12326,12326,0,19,1
12327,12327,1,20,1
12328,12328,0,30,0
12329,12329,1,26,0
12330,12330,0,23,0
12331,12331,1,22,1
12332,12332,0,10,0
12333,12333,1,24,0
12334,12334,0,23,1
12335,12335,1,3,0
12336,12336,0,24,1
12337,12337,1,25,1
12338,12338,0,25,1
12339,12339,1,26,1
12340,12340,0,26,1
12341,12341,1,4,0
12342,12342,0,27,1
12343,12343,1,28,1
12344,12344,0,28,1
12345,12345,1,23,0
12346,12346,0,29,1
12347,12347,1,30,1
12348,12348,0,15,0
12349,12349,1,25,0
12350,12350,0,31,1
12351,12351,1,0,1
12352,12352,0,28,0
12353,12353,1,18,0
12354,12354,0,1,1
12355,12355,1,2,1
12356,12356,0,2,1
12357,12357,1,17,0
12358,12358,0,3,1
12359,12359,1,4,1
12360,12360,0,29,0
12361,12361,1,5,1
12362,12362,0,26,0
12363,12363,1,25,0
12364,12364,0,6,1
12365,12365,1,4,0
12366,12366,0,14,0
12367,12367,1,8,1
12368,12368,0,5,0
12369,12369,1,9,1
12370,12370,0,9,1
12371,12371,1,19,0
12372,12372,0,14,0
12373,12373,1,11,1
12374,12374,0,13,0
12375,12375,1,4,0
12376,12376,0,16,0
12377,12377,1,13,1
12378,12378,0,13,1
12379,12379,1,14,1
12380,12380,0,8,0
12381,12381,1,15,1
12382,12382,0,15,1
12383,12383,1,15,0
12384,12384,0,16,1
12385,12385,1,4,0
12386,12386,0,26,0
12387,12387,1,11,0
12388,12388,0,18,1
12389,12389,1,16,0
12390,12390,0,19,1
12391,12391,1,16,0
12392,12392,0,11,0
12393,12393,1,21,1
12394,12394,0,21,1
12395,12395,1,22,1
12396,12396,0,22,1
12397,12397,1,23,1
12398,12398,0,23,1
12399,12399,1,24,1
12400,12400,0,24,1
12401,12401,1,25,1
12402,12402,0,15,0
12403,12403,1,30,0
12404,12404,0,26,1
12405,12405,1,13,0
12406,12406,0,30,0
12407,12407,1,28,1
12408,12408,0,28,1
12409,12409,1,9,0
12410,12410,0,29,1
12411,12411,1,26,0
12412,12412,0,6,0
12413,12413,1,31,1
12414,12414,0,31,1
12415,12415,1,2,0
12416,12416,0,26,0
12417,12417,1,1,1
12418,12418,0,1,1
12419,12419,1,22,0
12420,12420,0,30,0
12421,12421,1,3,1
12422,12422,0,24,0
12423,12423,1,4,1
12424,12424,0,4,1
12425,12425,1,6,0
12426,12426,0,8,0
12427,12427,1,3,0
12428,12428,0,6,1
12429,12429,1,7,1
12430,12430,0,7,1
12431,12431,1,8,1
12432,12432,0,8,1
12433,12433,1,20,0
12434,12434,0,9,1
12435,12435,1,6,0
12436,12436,0,10,1
12437,12437,1,30,0
12438,12438,0,11,1
12439,12439,1,12,1
12440,12440,0,31,0
12441,12441,1,16,0
12442,12442,0,13,1
12443,12443,1,27,0
12444,12444,0,14,1
12445,12445,1,20,0
12446,12446,0,15,1
12447,12447,1,2,0
12448,12448,0,23,0
12449,12449,1,17,1
12450,12450,0,17,1
12451,12451,1,15,0
12452,12452,0,18,1
12453,12453,1,10,0
12454,12454,0,19,1
12455,12455,1,26,0
12456,12456,0,20,1
12457,12457,1,19,0
12458,12458,0,21,1
12459,12459,1,11,0
12460,12460,0,22,1
12461,12461,1,27,0
12462,12462,0,3,0
12463,12463,1,24,1
12464,12464,0,24,1
12465,12465,1,25,1
12466,12466,0,22,0
12467,12467,1,26,1
12468,12468,0,26,1
12469,12469,1,27,1
12470,12470,0,27,1
12471,12471,1,28,1
12472,12472,0,28,1
12473,12473,1,9,0
12474,12474,0,11,0
12475,12475,1,1,0
12476,12476,0,30,1
12477,12477,1,31,1
12478,12478,0,31,1
12479,12479,1,0,1
12480,12480,0,0,1
12481,12481,1,9,0
12482,12482,0,1,1
12483,12483,1,2,1
12484,12484,0,2,1
12485,12485,1,4,0
12486,12486,0,3,1
12487,12487,1,0,0
12488,12488,0,0,0
12489,12489,1,5,1
12490,12490,0,23,0
12491,12491,1,14,0
12492,12492,0,6,1
12493,12493,1,31,0
12494,12494,0,7,1
12495,12495,1,31,0
12496,12496,0,8,1
12497,12497,1,19,0
12498,12498,0,24,0
12499,12499,1,24,0
12500,12500,0,10,1
12501,12501,1,11,1
12502,12502,0,11,1
12503,12503,1,12,1
12504,12504,0,12,1
12505,12505,1,13,1
12506,12506,0,12,0
12507,12507,1,3,0
12508,12508,0,14,1
12509,12509,1,1,0
12510,12510,0,7,0
12511,12511,1,16,1
12512,12512,0,27,0
12513,12513,1,17,1
12514,12514,0,17,1
12515,12515,1,18,1
12516,12516,0,18,1
12517,12517,1,8,0
12518,12518,0,19,1
12519,12519,1,24,0
12520,12520,0,20,1
12521,12521,1,21,1
12522,12522,0,29,0
12523,12523,1,1,0
12524,12524,0,22,1
12525,12525,1,0,0
12526,12526,0,24,0
12527,12527,1,24,1
12528,12528,0,30,0
12529,12529,1,25,1
12530,12530,0,25,1
12531,12531,1,19,0
12532,12532,0,26,1
12533,12533,1,25,0
12534,12534,0,10,0
12535,12535,1,28,1
12536,12536,0,28,1
12537,12537,1,13,0
12538,12538,0,29,1
12539,12539,1,30,1
12540,12540,0,30,1
12541,12541,1,23,0
12542,12542,0,27,0
12543,12543,1,29,0
12544,12544,0,0,1
12545,12545,1,1,1
12546,12546,0,6,0
12547,12547,1,2,1
12548,12548,0,1,0
12549,12549,1,3,1
12550,12550,0,12,0
12551,12551,1,30,0
12552,12552,0,5,0
12553,12553,1,5,1
12554,12554,0,5,1
12555,12555,1,6,1
12556,12556,0,6,1
12557,12557,1,7,1
12558,12558,0,7,1
12559,12559,1,8,1
12560,12560,0,8,1
12561,12561,1,0,0
12562,12562,0,9,1
12563,12563,1,10,1
12564,12564,0,10,1
12565,12565,1,6,0
12566,12566,0,22,0
12567,12567,1,12,1
12568,12568,0,22,0
12569,12569,1,13,1
12570,12570,0,13,1
12571,12571,1,14,1
12572,12572,0,14,1
12573,12573,1,15,1
12574,12574,0,22,0
12575,12575,1,16,1
12576,12576,0,13,0
12577,12577,1,7,0
12578,12578,0,17,1
12579,12579,1,18,1
12580,12580,0,23,0
12581,12581,1,19,1
12582,12582,0,6,0
12583,12583,1,19,0
12584,12584,0,20,1
12585,12585,1,21,1
12586,12586,0,21,1
12587,12587,1,1,0
12588,12588,0,22,1
12589,12589,1,23,1
12590,12590,0,23,1
12591,12591,1,24,1
12592,12592,0,24,1
12593,12593,1,25,1
12594,12594,0,25,1
12595,12595,1,24,0
12596,12596,0,26,1
12597,12597,1,3,0
12598,12598,0,12,0
12599,12599,1,19,0
12600,12600,0,22,0
12601,12601,1,29,1
12602,12602,0,29,1
12603,12603,1,30,1
12604,12604,0,9,0
12605,12605,1,21,0
12606,12606,0,31,1
12607,12607,1,17,0
12608,12608,0,0,1
12609,12609,1,1,1
12610,12610,0,16,0
12611,12611,1,28,0
12612,12612,0,2,1
12613,12613,1,3,1
12614,12614,0,25,0
12615,12615,1,15,0
12616,12616,0,4,1
12617,12617,1,13,0
12618,12618,0,5,1
12619,12619,1,26,0
12620,12620,0,6,1
12621,12621,1,22,0
12622,12622,0,7,1
12623,12623,1,6,0
12624,12624,0,18,0
12625,12625,1,9,1
12626,12626,0,9,1
12627,12627,1,10,1
12628,12628,0,10,1
12629,12629,1,18,0
12630,12630,0,11,1
12631,12631,1,12,1
12632,12632,0,2,0
12633,12633,1,13,1
12634,12634,0,13,1
12635,12635,1,14,1
12636,12636,0,22,0
12637,12637,1,6,0
12638,12638,0,15,1
12639,12639,1,16,1
12640,12640,0,16,1
12641,12641,1,17,1
12642,12642,0,17,1
12643,12643,1,18,1
12644,12644,0,18,1
12645,12645,1,7,0
12646,12646,0,22,0
12647,12647,1,20,1
12648,12648,0,20,1
12649,12649,1,21,1
12650,12650,0,21,1
12651,12651,1,16,0
12652,12652,0,22,1
12653,12653,1,7,0
12654,12654,0,23,1
12655,12655,1,24,1
12656,12656,0,12,0
12657,12657,1,16,0
12658,12658,0,25,1
12659,12659,1,26,1
12660,12660,0,24,0
12661,12661,1,27,1
12662,12662,0,4,0
12663,12663,1,28,1
12664,12664,0,18,0
12665,12665,1,11,0
12666,12666,0,29,1
12667,12667,1,30,1
12668,12668,0,30,1
12669,12669,1,31,1
12670,12670,0,24,0
12671,12671,1,24,0
12672,12672,0,30,0
12673,12673,1,1,1
12674,12674,0,1,1
12675,12675,1,6,0
12676,12676,0,8,0
12677,12677,1,16,0
12678,12678,0,3,1
12679,12679,1,13,0
12680,12680,0,4,1
12681,12681,1,5,1
12682,12682,0,5,1
12683,12683,1,24,0
12684,12684,0,29,0
12685,12685,1,7,1
12686,12686,0,7,1
12687,12687,1,30,0
12688,12688,0,3,0
12689,12689,1,9,1
12690,12690,0,3,0
12691,12691,1,10,1
12692,12692,0,10,1
12693,12693,1,11,1
12694,12694,0,17,0
12695,12695,1,17,0
12696,12696,0,12,1
12697,12697,1,26,0
12698,12698,0,6,0
12699,12699,1,24,0
12700,12700,0,1,0
12701,12701,1,1,0
12702,12702,0,15,1
12703,12703,1,16,1
12704,12704,0,26,0
12705,12705,1,20,0
12706,12706,0,17,1
12707,12707,1,18,1
12708,12708,0,12,0
12709,12709,1,19,1
12710,12710,0,11,0
12711,12711,1,19,0
12712,12712,0,20,1
12713,12713,1,21,1
12714,12714,0,21,1
12715,12715,1,5,0
12716,12716,0,22,1
12717,12717,1,15,0
12718,12718,0,23,1
12719,12719,1,2,0
12720,12720,0,24,1
12721,12721,1,31,0
12722,12722,0,25,1
12723,12723,1,26,1
12724,12724,0,1,0
12725,12725,1,22,0
12726,12726,0,27,1
12727,12727,1,13,0
12728,12728,0,28,1
12729,12729,1,29,1
12730,12730,0,29,1
12731,12731,1,30,1
12732,12732,0,14,0
12733,12733,1,31,1
12734,12734,0,27,0
12735,12735,1,0,1
12736,12736,0,0,1
12737,12737,1,1,1
12738,12738,0,1,1
12739,12739,1,9,0
12740,12740,0,2,1
12741,12741,1,30,0
12742,12742,0,30,0
12743,12743,1,0,0
12744,12744,0,30,0
12745,12745,1,18,0
12746,12746,0,5,1
12747,12747,1,6,1
12748,12748,0,6,1
12749,12749,1,7,1
12750,12750,0,7,1
12751,12751,1,8,1
12752,12752,0,23,0
12753,12753,1,16,0
12754,12754,0,29,0
12755,12755,1,25,0
12756,12756,0,10,1
12757,12757,1,11,1
12758,12758,0,11,1
12759,12759,1,12,1
12760,12760,0,12,1
12761,12761,1,13,1
12762,12762,0,13,1
12763,12763,1,14,1
12764,12764,0,14,1
12765,12765,1,15,1
12766,12766,0,15,1
12767,12767,1,16,1
12768,12768,0,16,1
12769,12769,1,17,1
12770,12770,0,6,0
12771,12771,1,9,0
12772,12772,0,13,0
12773,12773,1,14,0
12774,12774,0,23,0
12775,12775,1,13,0
12776,12776,0,20,1
12777,12777,1,21,1
12778,12778,0,16,0
12779,12779,1,22,1
12780,12780,0,22,1
12781,12781,1,23,1
12782,12782,0,23,1
12783,12783,1,16,0
12784,12784,0,24,1
12785,12785,1,25,1
12786,12786,0,0,0
12787,12787,1,26,1
12788,12788,0,26,1
12789,12789,1,14,0
12790,12790,0,27,1
12791,12791,1,28,1
12792,12792,0,28,1
12793,12793,1,18,0
12794,12794,0,15,0
12795,12795,1,24,0
12796,12796,0,30,1
12797,12797,1,31,1
12798,12798,0,31,1
12799,12799,1,0,1
12800,12800,0,24,0
12801,12801,1,28,0
12802,12802,0,29,0
12803,12803,1,10,0
12804,12804,0,27,0
12805,12805,1,11,0
12806,12806,0,3,1
12807,12807,1,4,1
12808,12808,0,4,1
12809,12809,1,5,1
12810,12810,0,5,1
12811,12811,1,1,0
12812,12812,0,6,1
12813,12813,1,30,0
12814,12814,0,12,0
12815,12815,1,8,1
12816,12816,0,0,0
12817,12817,1,9,1
12818,12818,0,9,1
12819,12819,1,10,1
12820,12820,0,20,0
12821,12821,1,11,1
12822,12822,0,29,0
12823,12823,1,10,0
12824,12824,0,12,1
12825,12825,1,21,0
12826,12826,0,10,0
12827,12827,1,14,1
12828,12828,0,26,0
12829,12829,1,15,1
12830,12830,0,15,1
12831,12831,1,16,1
12832,12832,0,16,1
12833,12833,1,17,1
12834,12834,0,17,1
12835,12835,1,18,1
12836,12836,0,18,1
12837,12837,1,5,0
12838,12838,0,19,1
12839,12839,1,20,1
12840,12840,0,20,1
12841,12841,1,21,1
12842,12842,0,21,1
12843,12843,1,4,0
12844,12844,0,22,1
12845,12845,1,23,1
12846,12846,0,23,1
12847,12847,1,24,1
12848,12848,0,25,0
12849,12849,1,25,1
12850,12850,0,25,1
12851,12851,1,26,1
12852,12852,0,16,0
12853,12853,1,27,1
12854,12854,0,27,1
12855,12855,1,31,0
12856,12856,0,28,1
12857,12857,1,23,0
12858,12858,0,29,1
12859,12859,1,30,1
12860,12860,0,25,0
12861,12861,1,31,1
12862,12862,0,11,0
12863,12863,1,0,1
12864,12864,0,0,1
12865,12865,1,1,1
12866,12866,0,17,0
12867,12867,1,9,0
12868,12868,0,17,0
12869,12869,1,3,1
12870,12870,0,9,0
12871,12871,1,4,1
12872,12872,0,4,1
12873,12873,1,5,1
12874,12874,0,19,0
12875,12875,1,6,1
12876,12876,0,4,0
12877,12877,1,25,0
12878,12878,0,7,1
12879,12879,1,11,0
12880,12880,0,10,0
12881,12881,1,13,0
12882,12882,0,3,0
12883,12883,1,23,0
