,clock,D0,S0,S1,S2,out1,out2,out3,out4,out5,out6,out7,out8,CORRECT
56136,56136,1,0,0,0,0,0,1,0,0,0,0,0,0
56137,56137,1,0,0,1,0,0,0,0,1,0,0,0,1
56138,56138,1,0,1,0,0,0,0,0,0,1,0,0,0
56139,56139,1,0,1,1,0,0,0,0,0,0,0,0,0
56140,56140,1,1,0,0,0,1,0,0,0,0,0,0,1
56141,56141,1,1,0,1,0,0,0,1,0,0,0,0,0
56142,56142,1,1,1,0,0,1,0,0,0,0,0,0,0
56143,56143,1,1,1,1,0,0,0,0,0,0,0,1,1
56144,56144,0,0,0,0,0,0,0,0,0,0,0,1,0
56145,56145,0,0,0,1,0,0,0,0,0,0,0,1,0
56146,56146,0,0,1,0,0,0,0,0,0,0,0,1,0
56147,56147,0,0,1,1,0,0,0,0,0,0,0,0,1
56148,56148,0,1,0,0,0,0,0,0,0,0,0,1,0
56149,56149,0,1,0,1,0,0,0,0,0,0,0,0,1
56150,56150,0,1,1,0,0,0,0,0,0,0,0,1,0
56151,56151,0,1,1,1,0,0,0,0,0,0,0,1,0
56152,56152,1,0,0,0,0,0,0,0,0,0,0,1,0
56153,56153,1,0,0,1,0,0,0,0,0,0,0,1,0
56154,56154,1,0,1,0,0,0,1,0,0,0,0,0,1
56155,56155,1,0,1,1,0,0,0,0,0,0,1,0,1
56156,56156,1,1,0,0,0,1,0,0,0,0,0,0,1
56157,56157,1,1,0,1,0,0,0,0,0,1,0,0,1
56158,56158,1,1,1,0,0,0,0,0,0,0,0,1,0
56159,56159,1,1,1,1,0,0,0,0,0,0,1,0,0
56160,56160,0,0,0,0,0,0,0,0,0,0,0,1,0
56161,56161,0,0,0,1,0,0,0,0,0,0,0,0,1
56162,56162,0,0,1,0,0,0,0,0,0,0,0,1,0
56163,56163,0,0,1,1,0,0,0,0,0,0,0,0,1
56164,56164,0,1,0,0,0,0,0,0,0,0,0,1,0
56165,56165,0,1,0,1,0,0,0,0,0,0,0,0,1
56166,56166,0,1,1,0,0,0,0,0,0,0,0,0,1
56167,56167,0,1,1,1,0,0,0,0,0,0,0,0,1
56168,56168,1,0,0,0,1,1,1,0,1,1,1,1,0
56169,56169,1,0,0,1,0,0,0,0,1,0,0,0,1
56170,56170,1,0,1,0,1,1,0,0,0,1,1,1,0
56171,56171,1,0,1,1,0,0,0,0,0,0,1,0,1
56172,56172,1,1,0,0,0,1,0,0,0,0,0,0,1
56173,56173,1,1,0,1,0,0,0,0,0,1,0,0,1
56174,56174,1,1,1,0,0,0,0,1,0,0,0,0,1
56175,56175,1,1,1,1,0,0,0,0,0,0,0,1,1
56176,56176,0,0,0,0,0,0,0,0,0,0,0,0,1
56177,56177,0,0,0,1,0,0,0,0,0,0,0,1,0
56178,56178,0,0,1,0,0,0,0,0,0,0,0,0,1
56179,56179,0,0,1,1,0,0,0,0,0,0,0,0,1
56180,56180,0,1,0,0,0,0,0,0,0,0,0,0,1
56181,56181,0,1,0,1,0,0,0,0,0,0,0,0,1
56182,56182,0,1,1,0,0,0,0,0,0,0,0,1,0
56183,56183,0,1,1,1,0,0,0,0,0,0,0,0,1
56184,56184,1,0,0,0,1,0,0,0,0,0,0,0,1
56185,56185,1,0,0,1,0,0,0,0,1,0,0,0,1
56186,56186,1,0,1,0,0,0,1,0,0,0,0,0,1
56187,56187,1,0,1,1,0,0,0,0,0,0,1,0,1
56188,56188,1,1,0,0,0,0,0,0,1,0,0,0,0
56189,56189,1,1,0,1,0,0,0,0,1,0,0,0,0
56190,56190,1,1,1,0,0,0,0,1,0,0,0,0,1
56191,56191,1,1,1,1,0,0,0,0,0,0,0,1,1
56192,56192,0,0,0,0,0,0,0,0,0,0,0,1,0
56193,56193,0,0,0,1,0,0,0,0,0,0,0,1,0
56194,56194,0,0,1,0,0,0,0,0,0,0,0,0,1
56195,56195,0,0,1,1,0,0,0,0,0,0,0,0,1
56196,56196,0,1,0,0,0,0,0,0,0,0,0,1,0
56197,56197,0,1,0,1,0,0,0,0,0,0,0,0,1
56198,56198,0,1,1,0,0,0,0,0,0,0,0,1,0
56199,56199,0,1,1,1,0,0,0,0,0,0,0,0,1
56200,56200,1,0,0,0,1,0,0,0,0,0,0,0,1
56201,56201,1,0,0,1,0,0,1,0,0,0,0,0,0
56202,56202,1,0,1,0,0,0,1,0,0,0,0,0,1
56203,56203,1,0,1,1,0,0,0,0,0,0,1,0,1
56204,56204,1,1,0,0,0,0,0,0,0,1,0,0,0
56205,56205,1,1,0,1,0,0,0,0,0,1,0,0,1
56206,56206,1,1,1,0,0,0,0,1,0,0,0,0,1
56207,56207,1,1,1,1,1,0,1,1,0,0,1,1,0
56208,56208,0,0,0,0,0,0,0,0,0,0,0,0,1
56209,56209,0,0,0,1,0,0,0,0,0,0,0,1,0
56210,56210,0,0,1,0,0,0,0,0,0,0,0,1,0
56211,56211,0,0,1,1,0,0,0,0,0,0,0,1,0
56212,56212,0,1,0,0,0,0,0,0,0,0,0,1,0
56213,56213,0,1,0,1,0,0,0,0,0,0,0,1,0
56214,56214,0,1,1,0,0,0,0,0,0,0,0,0,1
56215,56215,0,1,1,1,0,0,0,0,0,0,0,1,0
56216,56216,1,0,0,0,0,0,0,0,0,1,0,0,0
56217,56217,1,0,0,1,0,1,0,0,0,0,0,0,0
56218,56218,1,0,1,0,0,0,1,0,0,0,0,0,1
56219,56219,1,0,1,1,0,0,0,0,1,0,0,0,0
56220,56220,1,1,0,0,0,0,0,0,0,0,1,0,0
56221,56221,1,1,0,1,0,0,0,0,0,1,0,0,1
56222,56222,1,1,1,0,0,0,0,1,0,0,0,0,1
56223,56223,1,1,1,1,0,0,0,0,0,0,1,0,0
56224,56224,0,0,0,0,0,0,0,0,0,0,0,0,1
56225,56225,0,0,0,1,0,0,0,0,0,0,0,0,1
56226,56226,0,0,1,0,0,0,0,0,0,0,0,1,0
56227,56227,0,0,1,1,0,0,0,0,0,0,0,0,1
56228,56228,0,1,0,0,0,0,0,0,0,0,0,0,1
56229,56229,0,1,0,1,0,0,0,0,0,0,0,1,0
56230,56230,0,1,1,0,0,0,0,0,0,0,0,0,1
56231,56231,0,1,1,1,0,0,0,0,0,0,0,1,0
56232,56232,1,0,0,0,0,0,0,0,0,0,1,0,0
56233,56233,1,0,0,1,1,0,0,0,0,0,0,0,0
56234,56234,1,0,1,0,0,0,1,0,0,0,0,0,1
56235,56235,1,0,1,1,0,0,0,0,0,0,1,0,1
56236,56236,1,1,0,0,0,1,0,0,0,0,0,0,1
56237,56237,1,1,0,1,0,0,0,0,0,1,0,0,1
56238,56238,1,1,1,0,0,0,0,1,0,0,0,0,1
56239,56239,1,1,1,1,0,0,0,0,0,0,0,1,1
56240,56240,0,0,0,0,0,0,0,0,0,0,0,1,0
56241,56241,0,0,0,1,0,0,0,0,0,0,0,1,0
56242,56242,0,0,1,0,0,0,0,0,0,0,0,0,1
56243,56243,0,0,1,1,0,0,0,0,0,0,0,0,1
56244,56244,0,1,0,0,0,0,0,0,0,0,0,1,0
56245,56245,0,1,0,1,0,0,0,0,0,0,0,0,1
56246,56246,0,1,1,0,0,0,0,0,0,0,0,0,1
56247,56247,0,1,1,1,0,0,0,0,0,0,0,1,0
56248,56248,1,0,0,0,1,0,0,0,0,0,0,0,1
56249,56249,1,0,0,1,0,1,0,0,0,0,0,0,0
56250,56250,1,0,1,0,0,0,1,0,0,0,0,0,1
56251,56251,1,0,1,1,1,0,0,0,0,0,0,0,0
56252,56252,1,1,0,0,0,0,1,0,0,0,0,0,0
56253,56253,1,1,0,1,0,0,0,0,0,1,0,0,1
56254,56254,1,1,1,0,0,0,0,1,0,0,0,0,1
56255,56255,1,1,1,1,0,0,0,0,0,0,0,1,1
56256,56256,0,0,0,0,0,0,0,0,0,0,0,1,0
56257,56257,0,0,0,1,0,0,0,0,0,0,0,1,0
56258,56258,0,0,1,0,0,0,0,0,0,0,0,1,0
56259,56259,0,0,1,1,0,0,0,0,0,0,0,1,0
56260,56260,0,1,0,0,0,0,0,0,0,0,0,1,0
56261,56261,0,1,0,1,0,0,0,0,0,0,0,1,0
56262,56262,0,1,1,0,0,0,0,0,0,0,0,0,1
56263,56263,0,1,1,1,0,0,0,0,0,0,0,1,0
56264,56264,1,0,0,0,1,0,1,0,1,1,1,0,0
56265,56265,1,0,0,1,0,0,0,0,1,0,0,0,1
56266,56266,1,0,1,0,0,0,0,1,0,0,0,0,0
56267,56267,1,0,1,1,0,0,0,0,0,0,1,0,1
56268,56268,1,1,0,0,0,0,0,0,0,0,0,1,0
56269,56269,1,1,0,1,0,0,0,0,0,1,0,0,1
56270,56270,1,1,1,0,0,0,0,1,0,0,0,0,1
56271,56271,1,1,1,1,0,0,0,0,0,0,0,1,1
56272,56272,0,0,0,0,0,0,0,0,0,0,0,0,1
56273,56273,0,0,0,1,0,0,0,0,0,0,0,1,0
56274,56274,0,0,1,0,0,0,0,0,0,0,0,1,0
56275,56275,0,0,1,1,0,0,0,0,0,0,0,1,0
56276,56276,0,1,0,0,0,0,0,0,0,0,0,1,0
56277,56277,0,1,0,1,0,0,0,0,0,0,0,0,1
56278,56278,0,1,1,0,0,0,0,0,0,0,0,1,0
56279,56279,0,1,1,1,0,0,0,0,0,0,0,0,1
56280,56280,1,0,0,0,1,0,0,0,0,0,0,0,1
56281,56281,1,0,0,1,0,0,1,0,0,0,0,0,0
56282,56282,1,0,1,0,0,0,0,1,0,0,0,0,0
56283,56283,1,0,1,1,0,0,0,0,0,0,1,0,1
56284,56284,1,1,0,0,0,1,0,0,0,0,0,0,1
56285,56285,1,1,0,1,0,0,0,0,0,0,0,1,0
56286,56286,1,1,1,0,0,0,0,1,0,0,0,0,1
56287,56287,1,1,1,1,0,0,0,0,0,0,0,1,1
56288,56288,0,0,0,0,0,0,0,0,0,0,0,0,1
56289,56289,0,0,0,1,0,0,0,0,0,0,0,1,0
56290,56290,0,0,1,0,0,0,0,0,0,0,0,0,1
56291,56291,0,0,1,1,0,0,0,0,0,0,0,0,1
56292,56292,0,1,0,0,0,0,0,0,0,0,0,0,1
56293,56293,0,1,0,1,0,0,0,0,0,0,0,1,0
56294,56294,0,1,1,0,0,0,0,0,0,0,0,1,0
56295,56295,0,1,1,1,0,0,0,0,0,0,0,0,1
56296,56296,1,0,0,0,1,0,0,1,0,1,1,1,0
56297,56297,1,0,0,1,0,0,0,0,1,0,0,0,1
56298,56298,1,0,1,0,1,0,0,0,0,0,0,0,0
56299,56299,1,0,1,1,0,1,0,0,0,0,0,0,0
56300,56300,1,1,0,0,1,0,0,0,0,0,1,1,0
56301,56301,1,1,0,1,1,0,0,0,0,0,0,0,0
56302,56302,1,1,1,0,0,0,0,0,0,0,0,1,0
56303,56303,1,1,1,1,1,0,0,0,0,0,0,0,0
56304,56304,0,0,0,0,0,0,0,0,0,0,0,1,0
56305,56305,0,0,0,1,0,0,0,0,0,0,0,1,0
56306,56306,0,0,1,0,0,0,0,0,0,0,0,0,1
56307,56307,0,0,1,1,0,0,0,0,0,0,0,0,1
56308,56308,0,1,0,0,0,0,0,0,0,0,0,1,0
56309,56309,0,1,0,1,0,0,0,0,0,0,0,0,1
56310,56310,0,1,1,0,0,0,0,0,0,0,0,1,0
56311,56311,0,1,1,1,0,0,0,0,0,0,0,1,0
56312,56312,1,0,0,0,1,0,0,0,0,0,0,0,1
56313,56313,1,0,0,1,0,0,0,0,1,0,0,0,1
56314,56314,1,0,1,0,0,0,1,0,0,0,0,0,1
56315,56315,1,0,1,1,0,0,1,0,0,0,0,0,0
56316,56316,1,1,0,0,0,1,0,0,0,0,0,0,1
56317,56317,1,1,0,1,0,0,0,0,0,0,1,0,0
56318,56318,1,1,1,0,0,0,0,1,0,0,0,0,1
56319,56319,1,1,1,1,0,0,0,0,0,0,0,1,1
56320,56320,0,0,0,0,0,0,0,0,0,0,0,1,0
56321,56321,0,0,0,1,0,0,0,0,0,0,0,1,0
56322,56322,0,0,1,0,0,0,0,0,0,0,0,0,1
56323,56323,0,0,1,1,0,0,0,0,0,0,0,0,1
56324,56324,0,1,0,0,0,0,0,0,0,0,0,1,0
56325,56325,0,1,0,1,0,0,0,0,0,0,0,0,1
56326,56326,0,1,1,0,0,0,0,0,0,0,0,0,1
56327,56327,0,1,1,1,0,0,0,0,0,0,0,0,1
56328,56328,1,0,0,0,0,0,0,1,0,0,0,0,0
56329,56329,1,0,0,1,0,0,0,0,0,1,0,0,0
56330,56330,1,0,1,0,0,1,0,0,0,0,0,0,0
56331,56331,1,0,1,1,0,0,0,0,0,0,1,0,1
56332,56332,1,1,0,0,0,1,0,0,0,0,0,0,1
56333,56333,1,1,0,1,0,0,0,0,0,1,0,0,1
56334,56334,1,1,1,0,0,0,0,1,0,0,0,0,1
56335,56335,1,1,1,1,0,0,0,0,0,0,0,1,1
56336,56336,0,0,0,0,0,0,0,0,0,0,0,0,1
56337,56337,0,0,0,1,0,0,0,0,0,0,0,0,1
56338,56338,0,0,1,0,0,0,0,0,0,0,0,1,0
56339,56339,0,0,1,1,0,0,0,0,0,0,0,0,1
56340,56340,0,1,0,0,0,0,0,0,0,0,0,1,0
56341,56341,0,1,0,1,0,0,0,0,0,0,0,0,1
56342,56342,0,1,1,0,0,0,0,0,0,0,0,1,0
56343,56343,0,1,1,1,0,0,0,0,0,0,0,0,1
56344,56344,1,0,0,0,1,0,0,0,0,0,0,0,1
56345,56345,1,0,0,1,0,0,0,0,1,0,0,0,1
56346,56346,1,0,1,0,0,0,1,0,0,0,0,0,1
56347,56347,1,0,1,1,0,0,0,0,1,0,0,0,0
56348,56348,1,1,0,0,0,1,0,0,0,0,0,0,1
56349,56349,1,1,0,1,0,0,0,0,0,1,0,0,1
56350,56350,1,1,1,0,0,0,0,1,0,0,0,0,1
56351,56351,1,1,1,1,0,0,0,0,0,0,0,1,1
56352,56352,0,0,0,0,0,0,0,0,0,0,0,1,0
56353,56353,0,0,0,1,0,0,0,0,0,0,0,1,0
56354,56354,0,0,1,0,0,0,0,0,0,0,0,1,0
56355,56355,0,0,1,1,0,0,0,0,0,0,0,0,1
56356,56356,0,1,0,0,0,0,0,0,0,0,0,0,1
56357,56357,0,1,0,1,0,0,0,0,0,0,0,1,0
56358,56358,0,1,1,0,0,0,0,0,0,0,0,1,0
56359,56359,0,1,1,1,0,0,0,0,0,0,0,0,1
56360,56360,1,0,0,0,0,0,0,0,0,0,0,0,0
56361,56361,1,0,0,1,0,0,1,0,0,0,0,0,0
56362,56362,1,0,1,0,0,0,1,0,0,0,0,0,1
56363,56363,1,0,1,1,0,1,0,0,0,0,0,0,0
56364,56364,1,1,0,0,1,0,0,0,0,0,0,0,0
56365,56365,1,1,0,1,0,0,0,0,0,1,0,0,1
56366,56366,1,1,1,0,0,0,0,1,0,0,0,0,1
56367,56367,1,1,1,1,1,0,0,0,0,0,0,0,0
56368,56368,0,0,0,0,0,0,0,0,0,0,0,0,1
56369,56369,0,0,0,1,0,0,0,0,0,0,0,1,0
56370,56370,0,0,1,0,0,0,0,0,0,0,0,0,1
56371,56371,0,0,1,1,0,0,0,0,0,0,0,1,0
56372,56372,0,1,0,0,0,0,0,0,0,0,0,1,0
56373,56373,0,1,0,1,0,0,0,0,0,0,0,1,0
56374,56374,0,1,1,0,0,0,0,0,0,0,0,0,1
56375,56375,0,1,1,1,0,0,0,0,0,0,0,1,0
56376,56376,1,0,0,0,0,0,1,0,0,0,0,0,0
56377,56377,1,0,0,1,0,0,0,0,0,0,0,0,0
56378,56378,1,0,1,0,0,1,0,0,0,0,0,0,0
56379,56379,1,0,1,1,0,0,0,0,0,0,1,0,1
56380,56380,1,1,0,0,0,0,0,0,0,0,0,1,0
56381,56381,1,1,0,1,1,0,0,0,1,1,1,1,0
56382,56382,1,1,1,0,0,0,0,1,0,0,0,0,1
56383,56383,1,1,1,1,0,0,0,0,1,0,0,0,0
56384,56384,0,0,0,0,0,0,0,0,0,0,0,0,1
56385,56385,0,0,0,1,0,0,0,0,0,0,0,0,1
56386,56386,0,0,1,0,0,0,0,0,0,0,0,1,0
56387,56387,0,0,1,1,0,0,0,0,0,0,0,1,0
56388,56388,0,1,0,0,0,0,0,0,0,0,0,1,0
56389,56389,0,1,0,1,0,0,0,0,0,0,0,0,1
56390,56390,0,1,1,0,0,0,0,0,0,0,0,0,1
56391,56391,0,1,1,1,0,0,0,0,0,0,0,1,0
56392,56392,1,0,0,0,0,0,0,1,0,0,0,0,0
56393,56393,1,0,0,1,0,0,0,0,0,1,0,0,0
56394,56394,1,0,1,0,0,0,0,0,1,0,0,0,0
56395,56395,1,0,1,1,0,0,0,0,0,0,1,0,1
56396,56396,1,1,0,0,0,1,0,0,0,0,0,0,1
56397,56397,1,1,0,1,0,0,0,0,0,0,1,0,0
56398,56398,1,1,1,0,0,0,0,1,0,0,0,0,1
56399,56399,1,1,1,1,0,0,0,0,0,0,1,0,0
56400,56400,0,0,0,0,0,0,0,0,0,0,0,1,0
56401,56401,0,0,0,1,0,0,0,0,0,0,0,0,1
56402,56402,0,0,1,0,0,0,0,0,0,0,0,0,1
56403,56403,0,0,1,1,0,0,0,0,0,0,0,1,0
56404,56404,0,1,0,0,0,0,0,0,0,0,0,1,0
56405,56405,0,1,0,1,0,0,0,0,0,0,0,0,1
56406,56406,0,1,1,0,0,0,0,0,0,0,0,1,0
56407,56407,0,1,1,1,0,0,0,0,0,0,0,0,1
56408,56408,1,0,0,0,0,0,0,0,0,0,0,0,0
56409,56409,1,0,0,1,1,0,0,0,0,0,0,0,0
56410,56410,1,0,1,0,0,0,0,0,1,0,0,0,0
56411,56411,1,0,1,1,1,1,1,1,1,1,1,0,0
56412,56412,1,1,0,0,0,1,0,0,0,0,0,0,1
56413,56413,1,1,0,1,0,0,0,0,0,1,0,0,1
56414,56414,1,1,1,0,0,0,0,1,0,0,0,0,1
56415,56415,1,1,1,1,1,0,0,0,0,0,0,0,0
56416,56416,0,0,0,0,0,0,0,0,0,0,0,0,1
56417,56417,0,0,0,1,0,0,0,0,0,0,0,0,1
56418,56418,0,0,1,0,0,0,0,0,0,0,0,0,1
56419,56419,0,0,1,1,0,0,0,0,0,0,0,0,1
56420,56420,0,1,0,0,0,0,0,0,0,0,0,1,0
56421,56421,0,1,0,1,0,0,0,0,0,0,0,0,1
56422,56422,0,1,1,0,0,0,0,0,0,0,0,1,0
56423,56423,0,1,1,1,0,0,0,0,0,0,0,1,0
56424,56424,1,0,0,0,1,0,0,0,0,0,0,0,1
56425,56425,1,0,0,1,0,0,0,0,1,0,0,0,1
56426,56426,1,0,1,0,0,0,1,0,0,0,0,0,1
56427,56427,1,0,1,1,0,0,0,0,0,0,1,0,1
56428,56428,1,1,0,0,0,1,0,0,0,0,0,0,1
56429,56429,1,1,0,1,0,0,0,0,0,1,0,0,1
56430,56430,1,1,1,0,0,0,0,1,0,0,0,0,1
56431,56431,1,1,1,1,0,1,0,0,0,0,0,0,0
56432,56432,0,0,0,0,0,0,0,0,0,0,0,1,0
56433,56433,0,0,0,1,0,0,0,0,0,0,0,1,0
56434,56434,0,0,1,0,0,0,0,0,0,0,0,1,0
56435,56435,0,0,1,1,0,0,0,0,0,0,0,0,1
56436,56436,0,1,0,0,0,0,0,0,0,0,0,1,0
56437,56437,0,1,0,1,0,0,0,0,0,0,0,1,0
56438,56438,0,1,1,0,0,0,0,0,0,0,0,0,1
56439,56439,0,1,1,1,0,0,0,0,0,0,0,0,1
56440,56440,1,0,0,0,1,0,0,0,0,0,0,0,1
56441,56441,1,0,0,1,0,0,0,0,0,1,0,0,0
56442,56442,1,0,1,0,0,0,1,0,0,0,0,0,1
56443,56443,1,0,1,1,0,0,1,0,0,0,0,0,0
56444,56444,1,1,0,0,0,1,0,0,0,0,0,0,1
56445,56445,1,1,0,1,0,0,0,0,0,1,0,0,1
56446,56446,1,1,1,0,0,0,0,1,0,0,0,0,1
56447,56447,1,1,1,1,0,0,0,0,0,0,0,1,1
56448,56448,0,0,0,0,0,0,0,0,0,0,0,1,0
56449,56449,0,0,0,1,0,0,0,0,0,0,0,0,1
56450,56450,0,0,1,0,0,0,0,0,0,0,0,1,0
56451,56451,0,0,1,1,0,0,0,0,0,0,0,0,1
56452,56452,0,1,0,0,0,0,0,0,0,0,0,0,1
56453,56453,0,1,0,1,0,0,0,0,0,0,0,0,1
56454,56454,0,1,1,0,0,0,0,0,0,0,0,1,0
56455,56455,0,1,1,1,0,0,0,0,0,0,0,1,0
56456,56456,1,0,0,0,1,0,0,0,0,0,0,0,1
56457,56457,1,0,0,1,1,0,0,0,0,0,0,0,0
56458,56458,1,0,1,0,0,0,0,1,0,0,0,0,0
56459,56459,1,0,1,1,0,0,0,0,0,0,0,0,0
56460,56460,1,1,0,0,0,0,0,0,0,0,1,0,0
56461,56461,1,1,0,1,0,0,0,0,0,0,1,0,0
56462,56462,1,1,1,0,0,1,0,0,0,0,0,0,0
56463,56463,1,1,1,1,0,0,0,1,0,0,0,0,0
56464,56464,0,0,0,0,0,0,0,0,0,0,0,0,1
56465,56465,0,0,0,1,0,0,0,0,0,0,0,0,1
56466,56466,0,0,1,0,0,0,0,0,0,0,0,1,0
56467,56467,0,0,1,1,0,0,0,0,0,0,0,0,1
56468,56468,0,1,0,0,0,0,0,0,0,0,0,0,1
56469,56469,0,1,0,1,0,0,0,0,0,0,0,1,0
56470,56470,0,1,1,0,0,0,0,0,0,0,0,0,1
56471,56471,0,1,1,1,0,0,0,0,0,0,0,0,1
56472,56472,1,0,0,0,1,0,0,0,0,0,0,0,1
56473,56473,1,0,0,1,0,0,0,0,0,1,0,0,0
56474,56474,1,0,1,0,0,0,1,0,0,0,0,0,1
56475,56475,1,0,1,1,0,0,0,0,0,0,1,0,1
56476,56476,1,1,0,0,1,0,0,0,0,0,0,0,0
56477,56477,1,1,0,1,1,0,0,0,0,0,0,0,0
56478,56478,1,1,1,0,0,0,1,0,0,0,0,0,0
56479,56479,1,1,1,1,0,0,0,0,0,0,0,1,1
56480,56480,0,0,0,0,0,0,0,0,0,0,0,1,0
56481,56481,0,0,0,1,0,0,0,0,0,0,0,0,1
56482,56482,0,0,1,0,0,0,0,0,0,0,0,1,0
56483,56483,0,0,1,1,0,0,0,0,0,0,0,1,0
56484,56484,0,1,0,0,0,0,0,0,0,0,0,0,1
56485,56485,0,1,0,1,0,0,0,0,0,0,0,1,0
56486,56486,0,1,1,0,0,0,0,0,0,0,0,0,1
56487,56487,0,1,1,1,0,0,0,0,0,0,0,1,0
56488,56488,1,0,0,0,0,0,0,1,0,0,0,0,0
56489,56489,1,0,0,1,0,0,0,0,1,0,0,0,1
56490,56490,1,0,1,0,0,0,1,0,0,0,0,0,1
56491,56491,1,0,1,1,0,0,0,0,0,0,1,0,1
56492,56492,1,1,0,0,0,1,0,0,0,0,0,0,1
56493,56493,1,1,0,1,0,0,0,0,0,1,0,0,1
56494,56494,1,1,1,0,0,0,0,1,0,0,0,0,1
56495,56495,1,1,1,1,0,0,0,0,0,0,0,0,0
56496,56496,0,0,0,0,0,0,0,0,0,0,0,1,0
56497,56497,0,0,0,1,0,0,0,0,0,0,0,1,0
56498,56498,0,0,1,0,0,0,0,0,0,0,0,1,0
56499,56499,0,0,1,1,0,0,0,0,0,0,0,1,0
56500,56500,0,1,0,0,0,0,0,0,0,0,0,1,0
56501,56501,0,1,0,1,0,0,0,0,0,0,0,0,1
56502,56502,0,1,1,0,0,0,0,0,0,0,0,0,1
56503,56503,0,1,1,1,0,0,0,0,0,0,0,0,1
56504,56504,1,0,0,0,1,0,0,0,0,0,0,0,1
56505,56505,1,0,0,1,0,0,0,1,0,0,0,0,0
56506,56506,1,0,1,0,0,0,0,0,0,0,0,0,0
56507,56507,1,0,1,1,0,0,0,0,0,1,0,0,0
56508,56508,1,1,0,0,0,1,0,0,0,0,0,0,1
56509,56509,1,1,0,1,0,0,0,0,0,1,0,0,1
56510,56510,1,1,1,0,0,0,0,1,0,0,0,0,1
56511,56511,1,1,1,1,0,0,0,0,0,0,0,1,1
56512,56512,0,0,0,0,0,0,0,0,0,0,0,1,0
56513,56513,0,0,0,1,0,0,0,0,0,0,0,1,0
56514,56514,0,0,1,0,0,0,0,0,0,0,0,0,1
56515,56515,0,0,1,1,0,0,0,0,0,0,0,0,1
56516,56516,0,1,0,0,0,0,0,0,0,0,0,1,0
56517,56517,0,1,0,1,0,0,0,0,0,0,0,0,1
56518,56518,0,1,1,0,0,0,0,0,0,0,0,1,0
56519,56519,0,1,1,1,0,0,0,0,0,0,0,0,1
56520,56520,1,0,0,0,0,1,0,0,0,0,0,0,0
56521,56521,1,0,0,1,0,0,0,1,0,0,0,0,0
56522,56522,1,0,1,0,0,0,1,0,0,0,0,0,1
56523,56523,1,0,1,1,0,0,0,0,0,0,1,0,1
56524,56524,1,1,0,0,0,1,0,0,0,0,0,0,1
56525,56525,1,1,0,1,0,0,0,0,1,0,0,0,0
56526,56526,1,1,1,0,0,1,0,0,0,0,0,0,0
56527,56527,1,1,1,1,0,0,0,1,0,0,0,0,0
56528,56528,0,0,0,0,0,0,0,0,0,0,0,1,0
56529,56529,0,0,0,1,0,0,0,0,0,0,0,0,1
56530,56530,0,0,1,0,0,0,0,0,0,0,0,0,1
56531,56531,0,0,1,1,0,0,0,0,0,0,0,1,0
56532,56532,0,1,0,0,0,0,0,0,0,0,0,1,0
56533,56533,0,1,0,1,0,0,0,0,0,0,0,1,0
56534,56534,0,1,1,0,0,0,0,0,0,0,0,0,1
56535,56535,0,1,1,1,0,0,0,0,0,0,0,0,1
56536,56536,1,0,0,0,0,1,0,0,0,0,0,0,0
56537,56537,1,0,0,1,0,1,0,0,0,0,0,0,0
56538,56538,1,0,1,0,0,0,1,0,0,0,0,0,1
56539,56539,1,0,1,1,0,0,0,0,0,0,1,0,1
56540,56540,1,1,0,0,0,0,1,0,0,0,0,0,0
56541,56541,1,1,0,1,0,0,0,0,0,1,0,0,1
56542,56542,1,1,1,0,0,0,0,0,0,0,0,1,0
56543,56543,1,1,1,1,0,0,0,0,0,0,0,1,1
56544,56544,0,0,0,0,0,0,0,0,0,0,0,1,0
56545,56545,0,0,0,1,0,0,0,0,0,0,0,0,1
56546,56546,0,0,1,0,0,0,0,0,0,0,0,0,1
56547,56547,0,0,1,1,0,0,0,0,0,0,0,1,0
56548,56548,0,1,0,0,0,0,0,0,0,0,0,1,0
56549,56549,0,1,0,1,0,0,0,0,0,0,0,0,1
56550,56550,0,1,1,0,0,0,0,0,0,0,0,1,0
56551,56551,0,1,1,1,0,0,0,0,0,0,0,0,1
56552,56552,1,0,0,0,1,0,0,0,0,0,0,0,1
56553,56553,1,0,0,1,0,0,0,0,0,0,0,1,0
56554,56554,1,0,1,0,1,0,0,0,1,0,1,1,0
56555,56555,1,0,1,1,0,0,0,0,0,0,0,1,0
56556,56556,1,1,0,0,0,1,0,0,0,0,0,0,1
56557,56557,1,1,0,1,0,0,1,0,0,0,0,0,0
56558,56558,1,1,1,0,0,0,0,1,0,0,0,0,1
56559,56559,1,1,1,1,0,0,0,0,0,1,0,0,0
56560,56560,0,0,0,0,0,0,0,0,0,0,0,1,0
56561,56561,0,0,0,1,0,0,0,0,0,0,0,1,0
56562,56562,0,0,1,0,0,0,0,0,0,0,0,0,1
56563,56563,0,0,1,1,0,0,0,0,0,0,0,1,0
56564,56564,0,1,0,0,0,0,0,0,0,0,0,0,1
56565,56565,0,1,0,1,0,0,0,0,0,0,0,0,1
56566,56566,0,1,1,0,0,0,0,0,0,0,0,1,0
56567,56567,0,1,1,1,0,0,0,0,0,0,0,1,0
56568,56568,1,0,0,0,0,0,0,0,0,0,0,1,0
56569,56569,1,0,0,1,0,1,0,0,0,0,0,0,0
56570,56570,1,0,1,0,0,0,1,0,0,0,0,0,1
56571,56571,1,0,1,1,0,0,0,0,0,1,0,0,0
