,time,input,output
15636,15636,0,10
15637,15637,1,11
15638,15638,0,11
15639,15639,1,12
15640,15640,0,12
15641,15641,1,13
15642,15642,0,13
15643,15643,1,14
15644,15644,0,14
15645,15645,1,15
15646,15646,0,15
15647,15647,1,16
15648,15648,0,16
15649,15649,1,17
15650,15650,0,17
15651,15651,1,18
15652,15652,0,18
15653,15653,1,19
15654,15654,0,19
15655,15655,1,20
15656,15656,0,20
15657,15657,1,21
15658,15658,0,21
15659,15659,1,22
15660,15660,0,22
15661,15661,1,23
15662,15662,0,23
15663,15663,1,24
15664,15664,0,24
15665,15665,1,25
15666,15666,0,25
15667,15667,1,26
15668,15668,0,26
15669,15669,1,27
15670,15670,0,27
15671,15671,1,28
15672,15672,0,28
15673,15673,1,29
15674,15674,0,29
15675,15675,1,30
15676,15676,0,30
15677,15677,1,31
15678,15678,0,31
15679,15679,1,0
15680,15680,0,0
15681,15681,1,1
15682,15682,0,1
15683,15683,1,2
15684,15684,0,2
15685,15685,1,3
15686,15686,0,3
15687,15687,1,4
15688,15688,0,4
15689,15689,1,5
15690,15690,0,5
15691,15691,1,6
15692,15692,0,6
15693,15693,1,7
15694,15694,0,7
15695,15695,1,8
15696,15696,0,8
15697,15697,1,9
15698,15698,0,9
15699,15699,1,10
15700,15700,0,10
15701,15701,1,11
15702,15702,0,11
15703,15703,1,12
15704,15704,0,12
15705,15705,1,13
15706,15706,0,13
15707,15707,1,14
15708,15708,0,14
15709,15709,1,15
15710,15710,0,15
15711,15711,1,16
15712,15712,0,16
15713,15713,1,17
15714,15714,0,17
15715,15715,1,18
15716,15716,0,18
15717,15717,1,19
15718,15718,0,19
15719,15719,1,20
15720,15720,0,20
15721,15721,1,21
15722,15722,0,21
15723,15723,1,22
15724,15724,0,22
15725,15725,1,23
15726,15726,0,23
15727,15727,1,24
15728,15728,0,24
15729,15729,1,25
15730,15730,0,25
15731,15731,1,26
15732,15732,0,26
15733,15733,1,27
15734,15734,0,27
15735,15735,1,28
15736,15736,0,28
15737,15737,1,29
15738,15738,0,29
15739,15739,1,30
15740,15740,0,30
15741,15741,1,31
15742,15742,0,31
15743,15743,1,0
15744,15744,0,0
15745,15745,1,1
15746,15746,0,1
15747,15747,1,2
15748,15748,0,2
15749,15749,1,3
15750,15750,0,3
15751,15751,1,4
15752,15752,0,4
15753,15753,1,5
15754,15754,0,5
15755,15755,1,6
15756,15756,0,6
15757,15757,1,7
15758,15758,0,7
15759,15759,1,8
15760,15760,0,8
15761,15761,1,9
15762,15762,0,9
15763,15763,1,10
15764,15764,0,10
15765,15765,1,11
15766,15766,0,11
15767,15767,1,12
15768,15768,0,12
15769,15769,1,13
15770,15770,0,13
15771,15771,1,14
15772,15772,0,14
15773,15773,1,15
15774,15774,0,15
15775,15775,1,16
15776,15776,0,16
15777,15777,1,17
15778,15778,0,17
15779,15779,1,18
15780,15780,0,18
15781,15781,1,19
15782,15782,0,19
15783,15783,1,20
15784,15784,0,20
15785,15785,1,21
15786,15786,0,21
15787,15787,1,22
15788,15788,0,22
15789,15789,1,23
15790,15790,0,23
15791,15791,1,24
15792,15792,0,24
15793,15793,1,25
15794,15794,0,25
15795,15795,1,26
15796,15796,0,26
15797,15797,1,27
15798,15798,0,27
15799,15799,1,28
15800,15800,0,28
15801,15801,1,29
15802,15802,0,29
15803,15803,1,30
15804,15804,0,30
15805,15805,1,31
15806,15806,0,31
15807,15807,1,0
15808,15808,0,0
15809,15809,1,1
15810,15810,0,1
15811,15811,1,2
15812,15812,0,2
15813,15813,1,3
15814,15814,0,3
15815,15815,1,4
15816,15816,0,4
15817,15817,1,5
15818,15818,0,5
15819,15819,1,6
15820,15820,0,6
15821,15821,1,7
15822,15822,0,7
15823,15823,1,8
15824,15824,0,8
15825,15825,1,9
15826,15826,0,9
15827,15827,1,10
15828,15828,0,10
15829,15829,1,11
15830,15830,0,11
15831,15831,1,12
15832,15832,0,12
15833,15833,1,13
15834,15834,0,13
15835,15835,1,14
15836,15836,0,14
15837,15837,1,15
15838,15838,0,15
15839,15839,1,16
15840,15840,0,16
15841,15841,1,17
15842,15842,0,17
15843,15843,1,18
15844,15844,0,18
15845,15845,1,19
15846,15846,0,19
15847,15847,1,20
15848,15848,0,20
15849,15849,1,21
15850,15850,0,21
15851,15851,1,22
15852,15852,0,22
15853,15853,1,23
15854,15854,0,23
15855,15855,1,24
15856,15856,0,24
15857,15857,1,25
15858,15858,0,25
15859,15859,1,26
15860,15860,0,26
15861,15861,1,27
15862,15862,0,27
15863,15863,1,28
15864,15864,0,28
15865,15865,1,29
15866,15866,0,29
15867,15867,1,30
15868,15868,0,30
15869,15869,1,31
15870,15870,0,31
15871,15871,1,0
15872,15872,0,0
15873,15873,1,1
15874,15874,0,1
15875,15875,1,2
15876,15876,0,2
15877,15877,1,3
15878,15878,0,3
15879,15879,1,4
15880,15880,0,4
15881,15881,1,5
15882,15882,0,5
15883,15883,1,6
15884,15884,0,6
15885,15885,1,7
15886,15886,0,7
15887,15887,1,8
15888,15888,0,8
15889,15889,1,9
15890,15890,0,9
15891,15891,1,10
15892,15892,0,10
15893,15893,1,11
15894,15894,0,11
15895,15895,1,12
15896,15896,0,12
15897,15897,1,13
15898,15898,0,13
15899,15899,1,14
15900,15900,0,14
15901,15901,1,15
15902,15902,0,15
15903,15903,1,16
15904,15904,0,16
15905,15905,1,17
15906,15906,0,17
15907,15907,1,18
15908,15908,0,18
15909,15909,1,19
15910,15910,0,19
15911,15911,1,20
15912,15912,0,20
15913,15913,1,21
15914,15914,0,21
15915,15915,1,22
15916,15916,0,22
15917,15917,1,23
15918,15918,0,23
15919,15919,1,24
15920,15920,0,24
15921,15921,1,25
15922,15922,0,25
15923,15923,1,26
15924,15924,0,26
15925,15925,1,27
15926,15926,0,27
15927,15927,1,28
15928,15928,0,28
15929,15929,1,29
15930,15930,0,29
15931,15931,1,30
15932,15932,0,30
15933,15933,1,31
15934,15934,0,31
15935,15935,1,0
15936,15936,0,0
15937,15937,1,1
15938,15938,0,1
15939,15939,1,2
15940,15940,0,2
15941,15941,1,3
15942,15942,0,3
15943,15943,1,4
15944,15944,0,4
15945,15945,1,5
15946,15946,0,5
15947,15947,1,6
15948,15948,0,6
15949,15949,1,7
15950,15950,0,7
15951,15951,1,8
15952,15952,0,8
15953,15953,1,9
15954,15954,0,9
15955,15955,1,10
15956,15956,0,10
15957,15957,1,11
15958,15958,0,11
15959,15959,1,12
15960,15960,0,12
15961,15961,1,13
15962,15962,0,13
15963,15963,1,14
15964,15964,0,14
15965,15965,1,15
15966,15966,0,15
15967,15967,1,16
15968,15968,0,16
15969,15969,1,17
15970,15970,0,17
15971,15971,1,18
15972,15972,0,18
15973,15973,1,19
15974,15974,0,19
15975,15975,1,20
15976,15976,0,20
15977,15977,1,21
15978,15978,0,21
15979,15979,1,22
15980,15980,0,22
15981,15981,1,23
15982,15982,0,23
15983,15983,1,24
15984,15984,0,24
15985,15985,1,25
15986,15986,0,25
15987,15987,1,26
15988,15988,0,26
15989,15989,1,27
15990,15990,0,27
15991,15991,1,28
15992,15992,0,28
15993,15993,1,29
15994,15994,0,29
15995,15995,1,30
15996,15996,0,30
15997,15997,1,31
15998,15998,0,31
15999,15999,1,0
16000,16000,0,0
16001,16001,1,1
16002,16002,0,1
16003,16003,1,2
16004,16004,0,2
16005,16005,1,3
16006,16006,0,3
16007,16007,1,4
16008,16008,0,4
16009,16009,1,5
16010,16010,0,5
16011,16011,1,6
16012,16012,0,6
16013,16013,1,7
16014,16014,0,7
16015,16015,1,8
16016,16016,0,8
16017,16017,1,9
16018,16018,0,9
16019,16019,1,10
16020,16020,0,10
16021,16021,1,11
16022,16022,0,11
16023,16023,1,12
16024,16024,0,12
16025,16025,1,13
16026,16026,0,13
16027,16027,1,14
16028,16028,0,14
16029,16029,1,15
16030,16030,0,15
16031,16031,1,16
16032,16032,0,16
16033,16033,1,17
16034,16034,0,17
16035,16035,1,18
16036,16036,0,18
16037,16037,1,19
16038,16038,0,19
16039,16039,1,20
16040,16040,0,20
16041,16041,1,21
16042,16042,0,21
16043,16043,1,22
16044,16044,0,22
16045,16045,1,23
16046,16046,0,23
16047,16047,1,24
16048,16048,0,24
16049,16049,1,25
16050,16050,0,25
16051,16051,1,26
16052,16052,0,26
16053,16053,1,27
16054,16054,0,27
16055,16055,1,28
16056,16056,0,28
16057,16057,1,29
16058,16058,0,29
16059,16059,1,30
16060,16060,0,30
16061,16061,1,31
16062,16062,0,31
16063,16063,1,0
16064,16064,0,0
16065,16065,1,1
16066,16066,0,1
16067,16067,1,2
16068,16068,0,2
16069,16069,1,3
16070,16070,0,3
16071,16071,1,4
16072,16072,0,4
16073,16073,1,5
16074,16074,0,5
16075,16075,1,6
16076,16076,0,6
16077,16077,1,7
16078,16078,0,7
16079,16079,1,8
16080,16080,0,8
16081,16081,1,9
16082,16082,0,9
16083,16083,1,10
16084,16084,0,10
16085,16085,1,11
16086,16086,0,11
16087,16087,1,12
16088,16088,0,12
16089,16089,1,13
16090,16090,0,13
16091,16091,1,14
16092,16092,0,14
16093,16093,1,15
16094,16094,0,15
16095,16095,1,16
16096,16096,0,16
16097,16097,1,17
16098,16098,0,17
16099,16099,1,18
16100,16100,0,18
16101,16101,1,19
16102,16102,0,19
16103,16103,1,20
16104,16104,0,20
16105,16105,1,21
16106,16106,0,21
16107,16107,1,22
16108,16108,0,22
16109,16109,1,23
16110,16110,0,23
16111,16111,1,24
16112,16112,0,24
16113,16113,1,25
16114,16114,0,25
16115,16115,1,26
16116,16116,0,26
16117,16117,1,27
16118,16118,0,27
16119,16119,1,28
16120,16120,0,28
16121,16121,1,29
16122,16122,0,29
16123,16123,1,30
16124,16124,0,30
16125,16125,1,31
16126,16126,0,31
16127,16127,1,0
16128,16128,0,0
16129,16129,1,1
16130,16130,0,1
16131,16131,1,2
16132,16132,0,2
16133,16133,1,3
16134,16134,0,3
16135,16135,1,4
16136,16136,0,4
16137,16137,1,5
16138,16138,0,5
16139,16139,1,6
16140,16140,0,6
16141,16141,1,7
16142,16142,0,7
16143,16143,1,8
16144,16144,0,8
16145,16145,1,9
16146,16146,0,9
16147,16147,1,10
16148,16148,0,10
16149,16149,1,11
16150,16150,0,11
16151,16151,1,12
16152,16152,0,12
16153,16153,1,13
16154,16154,0,13
16155,16155,1,14
16156,16156,0,14
16157,16157,1,15
16158,16158,0,15
16159,16159,1,16
16160,16160,0,16
16161,16161,1,17
16162,16162,0,17
16163,16163,1,18
16164,16164,0,18
16165,16165,1,19
16166,16166,0,19
16167,16167,1,20
16168,16168,0,20
16169,16169,1,21
16170,16170,0,21
16171,16171,1,22
16172,16172,0,22
16173,16173,1,23
16174,16174,0,23
16175,16175,1,24
16176,16176,0,24
16177,16177,1,25
16178,16178,0,25
16179,16179,1,26
16180,16180,0,26
16181,16181,1,27
16182,16182,0,27
16183,16183,1,28
16184,16184,0,28
16185,16185,1,29
16186,16186,0,29
16187,16187,1,30
16188,16188,0,30
16189,16189,1,31
16190,16190,0,31
16191,16191,1,0
16192,16192,0,0
16193,16193,1,1
16194,16194,0,1
16195,16195,1,2
16196,16196,0,2
16197,16197,1,3
16198,16198,0,3
16199,16199,1,4
16200,16200,0,4
16201,16201,1,5
16202,16202,0,5
16203,16203,1,6
16204,16204,0,6
16205,16205,1,7
16206,16206,0,7
16207,16207,1,8
16208,16208,0,8
16209,16209,1,9
16210,16210,0,9
16211,16211,1,10
16212,16212,0,10
16213,16213,1,11
16214,16214,0,11
16215,16215,1,12
16216,16216,0,12
16217,16217,1,13
16218,16218,0,13
16219,16219,1,14
16220,16220,0,14
16221,16221,1,15
16222,16222,0,15
16223,16223,1,16
16224,16224,0,16
16225,16225,1,17
16226,16226,0,17
16227,16227,1,18
16228,16228,0,18
16229,16229,1,19
16230,16230,0,19
16231,16231,1,20
16232,16232,0,20
16233,16233,1,21
16234,16234,0,21
16235,16235,1,22
16236,16236,0,22
16237,16237,1,23
16238,16238,0,23
16239,16239,1,24
16240,16240,0,24
16241,16241,1,25
16242,16242,0,25
16243,16243,1,26
16244,16244,0,26
16245,16245,1,27
16246,16246,0,27
16247,16247,1,28
16248,16248,0,28
16249,16249,1,29
16250,16250,0,29
16251,16251,1,30
16252,16252,0,30
16253,16253,1,31
16254,16254,0,31
16255,16255,1,0
16256,16256,0,0
16257,16257,1,1
16258,16258,0,1
16259,16259,1,2
16260,16260,0,2
16261,16261,1,3
16262,16262,0,3
16263,16263,1,4
16264,16264,0,4
16265,16265,1,5
16266,16266,0,5
16267,16267,1,6
16268,16268,0,6
16269,16269,1,7
16270,16270,0,7
16271,16271,1,8
16272,16272,0,8
16273,16273,1,9
16274,16274,0,9
16275,16275,1,10
16276,16276,0,10
16277,16277,1,11
16278,16278,0,11
16279,16279,1,12
16280,16280,0,12
16281,16281,1,13
16282,16282,0,13
16283,16283,1,14
16284,16284,0,14
16285,16285,1,15
16286,16286,0,15
16287,16287,1,16
16288,16288,0,16
16289,16289,1,17
16290,16290,0,17
16291,16291,1,18
16292,16292,0,18
16293,16293,1,19
16294,16294,0,19
16295,16295,1,20
16296,16296,0,20
16297,16297,1,21
16298,16298,0,21
16299,16299,1,22
16300,16300,0,22
16301,16301,1,23
16302,16302,0,23
16303,16303,1,24
16304,16304,0,24
16305,16305,1,25
16306,16306,0,25
16307,16307,1,26
16308,16308,0,26
16309,16309,1,27
16310,16310,0,27
16311,16311,1,28
16312,16312,0,28
16313,16313,1,29
16314,16314,0,29
16315,16315,1,30
16316,16316,0,30
16317,16317,1,31
16318,16318,0,31
16319,16319,1,0
16320,16320,0,0
16321,16321,1,1
16322,16322,0,1
16323,16323,1,2
16324,16324,0,2
16325,16325,1,3
16326,16326,0,3
16327,16327,1,4
16328,16328,0,4
16329,16329,1,5
16330,16330,0,5
16331,16331,1,6
16332,16332,0,6
16333,16333,1,7
16334,16334,0,7
16335,16335,1,8
16336,16336,0,8
16337,16337,1,9
16338,16338,0,9
16339,16339,1,10
16340,16340,0,10
16341,16341,1,11
16342,16342,0,11
16343,16343,1,12
16344,16344,0,12
16345,16345,1,13
16346,16346,0,13
16347,16347,1,14
16348,16348,0,14
16349,16349,1,15
16350,16350,0,15
16351,16351,1,16
16352,16352,0,16
16353,16353,1,17
16354,16354,0,17
16355,16355,1,18
16356,16356,0,18
16357,16357,1,19
16358,16358,0,19
16359,16359,1,20
16360,16360,0,20
16361,16361,1,21
16362,16362,0,21
16363,16363,1,22
16364,16364,0,22
16365,16365,1,23
16366,16366,0,23
16367,16367,1,24
16368,16368,0,24
16369,16369,1,25
16370,16370,0,25
16371,16371,1,26
16372,16372,0,26
16373,16373,1,27
16374,16374,0,27
16375,16375,1,28
16376,16376,0,28
16377,16377,1,29
16378,16378,0,29
16379,16379,1,30
16380,16380,0,30
16381,16381,1,31
16382,16382,0,31
16383,16383,1,0
16384,16384,0,0
16385,16385,1,1
16386,16386,0,1
16387,16387,1,2
16388,16388,0,2
16389,16389,1,3
16390,16390,0,3
16391,16391,1,4
16392,16392,0,4
16393,16393,1,5
16394,16394,0,5
16395,16395,1,6
16396,16396,0,6
16397,16397,1,7
16398,16398,0,7
16399,16399,1,8
16400,16400,0,8
16401,16401,1,9
16402,16402,0,9
16403,16403,1,10
16404,16404,0,10
16405,16405,1,11
16406,16406,0,11
16407,16407,1,12
16408,16408,0,12
16409,16409,1,13
16410,16410,0,13
16411,16411,1,14
16412,16412,0,14
16413,16413,1,15
16414,16414,0,15
16415,16415,1,16
16416,16416,0,16
16417,16417,1,17
16418,16418,0,17
16419,16419,1,18
16420,16420,0,18
16421,16421,1,19
16422,16422,0,19
16423,16423,1,20
16424,16424,0,20
16425,16425,1,21
16426,16426,0,21
16427,16427,1,22
16428,16428,0,22
16429,16429,1,23
16430,16430,0,23
16431,16431,1,24
16432,16432,0,24
16433,16433,1,25
16434,16434,0,25
16435,16435,1,26
16436,16436,0,26
16437,16437,1,27
16438,16438,0,27
16439,16439,1,28
16440,16440,0,28
16441,16441,1,29
16442,16442,0,29
16443,16443,1,30
16444,16444,0,30
16445,16445,1,31
16446,16446,0,31
16447,16447,1,0
16448,16448,0,0
16449,16449,1,1
16450,16450,0,1
16451,16451,1,2
16452,16452,0,2
16453,16453,1,3
16454,16454,0,3
16455,16455,1,4
16456,16456,0,4
16457,16457,1,5
16458,16458,0,5
16459,16459,1,6
16460,16460,0,6
16461,16461,1,7
16462,16462,0,7
16463,16463,1,8
16464,16464,0,8
16465,16465,1,9
16466,16466,0,9
16467,16467,1,10
16468,16468,0,10
16469,16469,1,11
16470,16470,0,11
16471,16471,1,12
16472,16472,0,12
16473,16473,1,13
16474,16474,0,13
16475,16475,1,14
16476,16476,0,14
16477,16477,1,15
16478,16478,0,15
16479,16479,1,16
16480,16480,0,16
16481,16481,1,17
16482,16482,0,17
16483,16483,1,18
16484,16484,0,18
16485,16485,1,19
16486,16486,0,19
16487,16487,1,20
16488,16488,0,20
16489,16489,1,21
16490,16490,0,21
16491,16491,1,22
16492,16492,0,22
16493,16493,1,23
16494,16494,0,23
16495,16495,1,24
16496,16496,0,24
16497,16497,1,25
16498,16498,0,25
16499,16499,1,26
16500,16500,0,26
16501,16501,1,27
16502,16502,0,27
16503,16503,1,28
16504,16504,0,28
16505,16505,1,29
16506,16506,0,29
16507,16507,1,30
16508,16508,0,30
16509,16509,1,31
16510,16510,0,31
16511,16511,1,0
16512,16512,0,0
16513,16513,1,1
16514,16514,0,1
16515,16515,1,2
16516,16516,0,2
16517,16517,1,3
16518,16518,0,3
16519,16519,1,4
16520,16520,0,4
16521,16521,1,5
16522,16522,0,5
16523,16523,1,6
16524,16524,0,6
16525,16525,1,7
16526,16526,0,7
16527,16527,1,8
16528,16528,0,8
16529,16529,1,9
16530,16530,0,9
16531,16531,1,10
16532,16532,0,10
16533,16533,1,11
16534,16534,0,11
16535,16535,1,12
16536,16536,0,12
16537,16537,1,13
16538,16538,0,13
16539,16539,1,14
16540,16540,0,14
16541,16541,1,15
16542,16542,0,15
16543,16543,1,16
16544,16544,0,16
16545,16545,1,17
16546,16546,0,17
16547,16547,1,18
16548,16548,0,18
16549,16549,1,19
16550,16550,0,19
16551,16551,1,20
16552,16552,0,20
16553,16553,1,21
16554,16554,0,21
16555,16555,1,22
16556,16556,0,22
16557,16557,1,23
16558,16558,0,23
16559,16559,1,24
16560,16560,0,24
16561,16561,1,25
16562,16562,0,25
16563,16563,1,26
16564,16564,0,26
16565,16565,1,27
16566,16566,0,27
16567,16567,1,28
16568,16568,0,28
16569,16569,1,29
16570,16570,0,29
16571,16571,1,30
16572,16572,0,30
16573,16573,1,31
16574,16574,0,31
16575,16575,1,0
16576,16576,0,0
16577,16577,1,1
16578,16578,0,1
16579,16579,1,2
16580,16580,0,2
16581,16581,1,3
16582,16582,0,3
16583,16583,1,4
16584,16584,0,4
16585,16585,1,5
16586,16586,0,5
16587,16587,1,6
16588,16588,0,6
16589,16589,1,7
16590,16590,0,7
16591,16591,1,8
16592,16592,0,8
16593,16593,1,9
16594,16594,0,9
16595,16595,1,10
16596,16596,0,10
16597,16597,1,11
16598,16598,0,11
16599,16599,1,12
16600,16600,0,12
16601,16601,1,13
16602,16602,0,13
16603,16603,1,14
16604,16604,0,14
16605,16605,1,15
16606,16606,0,15
16607,16607,1,16
16608,16608,0,16
16609,16609,1,17
16610,16610,0,17
16611,16611,1,18
16612,16612,0,18
16613,16613,1,19
16614,16614,0,19
16615,16615,1,20
16616,16616,0,20
16617,16617,1,21
16618,16618,0,21
16619,16619,1,22
16620,16620,0,22
16621,16621,1,23
16622,16622,0,23
16623,16623,1,24
16624,16624,0,24
16625,16625,1,25
16626,16626,0,25
16627,16627,1,26
16628,16628,0,26
16629,16629,1,27
16630,16630,0,27
16631,16631,1,28
16632,16632,0,28
16633,16633,1,29
16634,16634,0,29
16635,16635,1,30
16636,16636,0,30
16637,16637,1,31
16638,16638,0,31
16639,16639,1,0
16640,16640,0,0
16641,16641,1,1
16642,16642,0,1
16643,16643,1,2
16644,16644,0,2
16645,16645,1,3
16646,16646,0,3
16647,16647,1,4
16648,16648,0,4
16649,16649,1,5
16650,16650,0,5
16651,16651,1,6
16652,16652,0,6
16653,16653,1,7
16654,16654,0,7
16655,16655,1,8
16656,16656,0,8
16657,16657,1,9
16658,16658,0,9
16659,16659,1,10
16660,16660,0,10
16661,16661,1,11
16662,16662,0,11
16663,16663,1,12
16664,16664,0,12
16665,16665,1,13
16666,16666,0,13
16667,16667,1,14
16668,16668,0,14
16669,16669,1,15
16670,16670,0,15
16671,16671,1,16
16672,16672,0,16
16673,16673,1,17
16674,16674,0,17
16675,16675,1,18
16676,16676,0,18
16677,16677,1,19
16678,16678,0,19
16679,16679,1,20
16680,16680,0,20
16681,16681,1,21
16682,16682,0,21
16683,16683,1,22
16684,16684,0,22
16685,16685,1,23
16686,16686,0,23
16687,16687,1,24
16688,16688,0,24
16689,16689,1,25
16690,16690,0,25
16691,16691,1,26
16692,16692,0,26
16693,16693,1,27
16694,16694,0,27
16695,16695,1,28
16696,16696,0,28
16697,16697,1,29
16698,16698,0,29
16699,16699,1,30
16700,16700,0,30
16701,16701,1,31
16702,16702,0,31
16703,16703,1,0
16704,16704,0,0
16705,16705,1,1
16706,16706,0,1
16707,16707,1,2
16708,16708,0,2
16709,16709,1,3
16710,16710,0,3
16711,16711,1,4
16712,16712,0,4
16713,16713,1,5
16714,16714,0,5
16715,16715,1,6
16716,16716,0,6
16717,16717,1,7
16718,16718,0,7
16719,16719,1,8
16720,16720,0,8
16721,16721,1,9
16722,16722,0,9
16723,16723,1,10
16724,16724,0,10
16725,16725,1,11
16726,16726,0,11
16727,16727,1,12
16728,16728,0,12
16729,16729,1,13
16730,16730,0,13
16731,16731,1,14
16732,16732,0,14
16733,16733,1,15
16734,16734,0,15
16735,16735,1,16
16736,16736,0,16
16737,16737,1,17
16738,16738,0,17
16739,16739,1,18
16740,16740,0,18
16741,16741,1,19
16742,16742,0,19
16743,16743,1,20
16744,16744,0,20
16745,16745,1,21
16746,16746,0,21
16747,16747,1,22
16748,16748,0,22
16749,16749,1,23
16750,16750,0,23
16751,16751,1,24
16752,16752,0,24
16753,16753,1,25
16754,16754,0,25
16755,16755,1,26
16756,16756,0,26
16757,16757,1,27
16758,16758,0,27
16759,16759,1,28
16760,16760,0,28
16761,16761,1,29
16762,16762,0,29
16763,16763,1,30
16764,16764,0,30
16765,16765,1,31
16766,16766,0,31
16767,16767,1,0
16768,16768,0,0
16769,16769,1,1
16770,16770,0,1
16771,16771,1,2
16772,16772,0,2
16773,16773,1,3
16774,16774,0,3
16775,16775,1,4
16776,16776,0,4
16777,16777,1,5
16778,16778,0,5
16779,16779,1,6
16780,16780,0,6
16781,16781,1,7
16782,16782,0,7
16783,16783,1,8
16784,16784,0,8
16785,16785,1,9
16786,16786,0,9
16787,16787,1,10
16788,16788,0,10
16789,16789,1,11
16790,16790,0,11
16791,16791,1,12
16792,16792,0,12
16793,16793,1,13
16794,16794,0,13
16795,16795,1,14
16796,16796,0,14
16797,16797,1,15
16798,16798,0,15
16799,16799,1,16
16800,16800,0,16
16801,16801,1,17
16802,16802,0,17
16803,16803,1,18
16804,16804,0,18
16805,16805,1,19
16806,16806,0,19
16807,16807,1,20
16808,16808,0,20
16809,16809,1,21
16810,16810,0,21
16811,16811,1,22
16812,16812,0,22
16813,16813,1,23
16814,16814,0,23
16815,16815,1,24
16816,16816,0,24
16817,16817,1,25
16818,16818,0,25
16819,16819,1,26
16820,16820,0,26
16821,16821,1,27
16822,16822,0,27
16823,16823,1,28
16824,16824,0,28
16825,16825,1,29
16826,16826,0,29
16827,16827,1,30
16828,16828,0,30
16829,16829,1,31
16830,16830,0,31
16831,16831,1,0
16832,16832,0,0
16833,16833,1,1
16834,16834,0,1
16835,16835,1,2
16836,16836,0,2
16837,16837,1,3
16838,16838,0,3
16839,16839,1,4
16840,16840,0,4
16841,16841,1,5
16842,16842,0,5
16843,16843,1,6
16844,16844,0,6
16845,16845,1,7
16846,16846,0,7
16847,16847,1,8
16848,16848,0,8
16849,16849,1,9
16850,16850,0,9
16851,16851,1,10
16852,16852,0,10
16853,16853,1,11
16854,16854,0,11
16855,16855,1,12
16856,16856,0,12
16857,16857,1,13
16858,16858,0,13
16859,16859,1,14
16860,16860,0,14
16861,16861,1,15
16862,16862,0,15
16863,16863,1,16
16864,16864,0,16
16865,16865,1,17
16866,16866,0,17
16867,16867,1,18
16868,16868,0,18
16869,16869,1,19
16870,16870,0,19
16871,16871,1,20
16872,16872,0,20
16873,16873,1,21
16874,16874,0,21
16875,16875,1,22
16876,16876,0,22
16877,16877,1,23
16878,16878,0,23
16879,16879,1,24
16880,16880,0,24
16881,16881,1,25
16882,16882,0,25
16883,16883,1,26
16884,16884,0,26
16885,16885,1,27
16886,16886,0,27
16887,16887,1,28
16888,16888,0,28
16889,16889,1,29
16890,16890,0,29
16891,16891,1,30
16892,16892,0,30
16893,16893,1,31
16894,16894,0,31
16895,16895,1,0
16896,16896,0,0
16897,16897,1,1
16898,16898,0,1
16899,16899,1,2
16900,16900,0,2
16901,16901,1,3
16902,16902,0,3
16903,16903,1,4
16904,16904,0,4
16905,16905,1,5
16906,16906,0,5
16907,16907,1,6
16908,16908,0,6
16909,16909,1,7
16910,16910,0,7
16911,16911,1,8
16912,16912,0,8
16913,16913,1,9
16914,16914,0,9
16915,16915,1,10
16916,16916,0,10
16917,16917,1,11
16918,16918,0,11
16919,16919,1,12
16920,16920,0,12
16921,16921,1,13
16922,16922,0,13
16923,16923,1,14
16924,16924,0,14
16925,16925,1,15
16926,16926,0,15
16927,16927,1,16
16928,16928,0,16
16929,16929,1,17
16930,16930,0,17
16931,16931,1,18
16932,16932,0,18
16933,16933,1,19
16934,16934,0,19
16935,16935,1,20
16936,16936,0,20
16937,16937,1,21
16938,16938,0,21
16939,16939,1,22
16940,16940,0,22
16941,16941,1,23
16942,16942,0,23
16943,16943,1,24
16944,16944,0,24
16945,16945,1,25
16946,16946,0,25
16947,16947,1,26
16948,16948,0,26
16949,16949,1,27
16950,16950,0,27
16951,16951,1,28
16952,16952,0,28
16953,16953,1,29
16954,16954,0,29
16955,16955,1,30
16956,16956,0,30
16957,16957,1,31
16958,16958,0,31
16959,16959,1,0
16960,16960,0,0
16961,16961,1,1
16962,16962,0,1
16963,16963,1,2
16964,16964,0,2
16965,16965,1,3
16966,16966,0,3
16967,16967,1,4
16968,16968,0,4
16969,16969,1,5
16970,16970,0,5
16971,16971,1,6
16972,16972,0,6
16973,16973,1,7
16974,16974,0,7
16975,16975,1,8
16976,16976,0,8
16977,16977,1,9
16978,16978,0,9
16979,16979,1,10
16980,16980,0,10
16981,16981,1,11
16982,16982,0,11
16983,16983,1,12
16984,16984,0,12
16985,16985,1,13
16986,16986,0,13
16987,16987,1,14
16988,16988,0,14
16989,16989,1,15
16990,16990,0,15
16991,16991,1,16
16992,16992,0,16
16993,16993,1,17
16994,16994,0,17
16995,16995,1,18
16996,16996,0,18
16997,16997,1,19
16998,16998,0,19
16999,16999,1,20
17000,17000,0,20
17001,17001,1,21
17002,17002,0,21
17003,17003,1,22
17004,17004,0,22
17005,17005,1,23
17006,17006,0,23
17007,17007,1,24
17008,17008,0,24
17009,17009,1,25
17010,17010,0,25
17011,17011,1,26
17012,17012,0,26
17013,17013,1,27
17014,17014,0,27
17015,17015,1,28
17016,17016,0,28
17017,17017,1,29
17018,17018,0,29
17019,17019,1,30
17020,17020,0,30
17021,17021,1,31
17022,17022,0,31
17023,17023,1,0
17024,17024,0,0
17025,17025,1,1
17026,17026,0,1
17027,17027,1,2
17028,17028,0,2
17029,17029,1,3
17030,17030,0,3
17031,17031,1,4
17032,17032,0,4
17033,17033,1,5
17034,17034,0,5
