,time,clock,rising,D,Q,Q+,correct
45756,45756,0,0,0,1,0,0
45757,45757,0,0,1,1,0,0
45758,45758,1,0,0,1,1,1
45759,45759,1,0,1,1,1,1
45760,45760,1,1,0,1,0,1
45761,45761,1,1,1,0,0,0
45762,45762,0,0,0,1,0,0
45763,45763,0,0,1,1,1,1
45764,45764,1,0,0,1,1,1
45765,45765,1,0,1,1,1,1
45766,45766,1,1,0,1,1,0
45767,45767,1,1,1,0,1,1
45768,45768,0,0,0,1,1,1
45769,45769,0,0,1,1,1,1
45770,45770,1,0,0,1,1,1
45771,45771,1,0,1,1,1,1
45772,45772,1,1,0,1,0,1
45773,45773,1,1,1,0,0,0
45774,45774,0,0,0,1,1,1
45775,45775,0,0,1,1,1,1
45776,45776,1,0,0,1,0,0
45777,45777,1,0,1,1,1,1
45778,45778,1,1,0,1,0,1
45779,45779,1,1,1,0,0,0
45780,45780,0,0,0,1,0,0
45781,45781,0,0,1,1,0,0
45782,45782,1,0,0,1,1,1
45783,45783,1,0,1,1,0,0
45784,45784,1,1,0,1,0,1
45785,45785,1,1,1,0,1,1
45786,45786,0,0,0,1,0,0
45787,45787,0,0,1,1,1,1
45788,45788,1,0,0,1,1,1
45789,45789,1,0,1,1,0,0
45790,45790,1,1,0,1,1,0
45791,45791,1,1,1,0,1,1
45792,45792,0,0,0,1,0,0
45793,45793,0,0,1,1,0,0
45794,45794,1,0,0,1,1,1
45795,45795,1,0,1,1,0,0
45796,45796,1,1,0,1,0,1
45797,45797,1,1,1,0,1,1
45798,45798,0,0,0,1,1,1
45799,45799,0,0,1,1,1,1
45800,45800,1,0,0,1,1,1
45801,45801,1,0,1,1,0,0
45802,45802,1,1,0,1,1,0
45803,45803,1,1,1,0,1,1
45804,45804,0,0,0,1,1,1
45805,45805,0,0,1,1,1,1
45806,45806,1,0,0,1,0,0
45807,45807,1,0,1,1,0,0
45808,45808,1,1,0,1,0,1
45809,45809,1,1,1,0,0,0
45810,45810,0,0,0,1,1,1
45811,45811,0,0,1,1,0,0
45812,45812,1,0,0,1,0,0
45813,45813,1,0,1,1,0,0
45814,45814,1,1,0,1,1,0
45815,45815,1,1,1,0,1,1
45816,45816,0,0,0,1,1,1
45817,45817,0,0,1,1,0,0
45818,45818,1,0,0,1,0,0
45819,45819,1,0,1,1,1,1
45820,45820,1,1,0,1,0,1
45821,45821,1,1,1,0,1,1
45822,45822,0,0,0,1,0,0
45823,45823,0,0,1,1,0,0
45824,45824,1,0,0,1,1,1
45825,45825,1,0,1,1,0,0
45826,45826,1,1,0,1,0,1
45827,45827,1,1,1,0,1,1
45828,45828,0,0,0,1,1,1
45829,45829,0,0,1,1,0,0
45830,45830,1,0,0,1,1,1
45831,45831,1,0,1,1,0,0
45832,45832,1,1,0,1,0,1
45833,45833,1,1,1,0,0,0
45834,45834,0,0,0,1,1,1
45835,45835,0,0,1,1,1,1
45836,45836,1,0,0,1,0,0
45837,45837,1,0,1,1,0,0
45838,45838,1,1,0,1,0,1
45839,45839,1,1,1,0,1,1
45840,45840,0,0,0,1,0,0
45841,45841,0,0,1,1,0,0
45842,45842,1,0,0,1,0,0
45843,45843,1,0,1,1,1,1
45844,45844,1,1,0,1,1,0
45845,45845,1,1,1,0,1,1
45846,45846,0,0,0,1,0,0
45847,45847,0,0,1,1,0,0
45848,45848,1,0,0,1,1,1
45849,45849,1,0,1,1,1,1
45850,45850,1,1,0,1,0,1
45851,45851,1,1,1,0,0,0
45852,45852,0,0,0,1,1,1
45853,45853,0,0,1,1,1,1
45854,45854,1,0,0,1,0,0
45855,45855,1,0,1,1,1,1
45856,45856,1,1,0,1,0,1
45857,45857,1,1,1,0,1,1
45858,45858,0,0,0,1,0,0
45859,45859,0,0,1,1,1,1
45860,45860,1,0,0,1,0,0
45861,45861,1,0,1,1,1,1
45862,45862,1,1,0,1,1,0
45863,45863,1,1,1,0,0,0
45864,45864,0,0,0,1,0,0
45865,45865,0,0,1,1,0,0
45866,45866,1,0,0,1,0,0
45867,45867,1,0,1,1,1,1
45868,45868,1,1,0,1,0,1
45869,45869,1,1,1,0,0,0
45870,45870,0,0,0,1,0,0
45871,45871,0,0,1,1,0,0
45872,45872,1,0,0,1,1,1
45873,45873,1,0,1,1,0,0
45874,45874,1,1,0,1,1,0
45875,45875,1,1,1,0,1,1
45876,45876,0,0,0,1,0,0
45877,45877,0,0,1,1,0,0
45878,45878,1,0,0,1,0,0
45879,45879,1,0,1,1,0,0
45880,45880,1,1,0,1,1,0
45881,45881,1,1,1,0,1,1
45882,45882,0,0,0,1,1,1
45883,45883,0,0,1,1,0,0
45884,45884,1,0,0,1,1,1
45885,45885,1,0,1,1,1,1
45886,45886,1,1,0,1,1,0
45887,45887,1,1,1,0,1,1
45888,45888,0,0,0,1,1,1
45889,45889,0,0,1,1,1,1
45890,45890,1,0,0,1,1,1
45891,45891,1,0,1,1,1,1
45892,45892,1,1,0,1,1,0
45893,45893,1,1,1,0,1,1
45894,45894,0,0,0,1,0,0
45895,45895,0,0,1,1,0,0
45896,45896,1,0,0,1,1,1
45897,45897,1,0,1,1,0,0
45898,45898,1,1,0,1,0,1
45899,45899,1,1,1,0,1,1
45900,45900,0,0,0,1,1,1
45901,45901,0,0,1,1,1,1
45902,45902,1,0,0,1,1,1
45903,45903,1,0,1,1,0,0
45904,45904,1,1,0,1,1,0
45905,45905,1,1,1,0,1,1
45906,45906,0,0,0,1,0,0
45907,45907,0,0,1,1,1,1
45908,45908,1,0,0,1,0,0
45909,45909,1,0,1,1,1,1
45910,45910,1,1,0,1,0,1
45911,45911,1,1,1,0,1,1
45912,45912,0,0,0,1,1,1
45913,45913,0,0,1,1,1,1
45914,45914,1,0,0,1,1,1
45915,45915,1,0,1,1,0,0
45916,45916,1,1,0,1,0,1
45917,45917,1,1,1,0,1,1
45918,45918,0,0,0,1,1,1
45919,45919,0,0,1,1,1,1
45920,45920,1,0,0,1,0,0
45921,45921,1,0,1,1,0,0
45922,45922,1,1,0,1,1,0
45923,45923,1,1,1,0,0,0
45924,45924,0,0,0,1,1,1
45925,45925,0,0,1,1,0,0
45926,45926,1,0,0,1,1,1
45927,45927,1,0,1,1,1,1
45928,45928,1,1,0,1,1,0
45929,45929,1,1,1,0,0,0
45930,45930,0,0,0,1,1,1
45931,45931,0,0,1,1,1,1
45932,45932,1,0,0,1,0,0
45933,45933,1,0,1,1,1,1
45934,45934,1,1,0,1,0,1
45935,45935,1,1,1,0,0,0
45936,45936,0,0,0,1,1,1
45937,45937,0,0,1,1,0,0
45938,45938,1,0,0,1,0,0
45939,45939,1,0,1,1,1,1
45940,45940,1,1,0,1,1,0
45941,45941,1,1,1,0,0,0
45942,45942,0,0,0,1,0,0
45943,45943,0,0,1,1,0,0
45944,45944,1,0,0,1,1,1
45945,45945,1,0,1,1,1,1
45946,45946,1,1,0,1,0,1
45947,45947,1,1,1,0,1,1
45948,45948,0,0,0,1,0,0
45949,45949,0,0,1,1,1,1
45950,45950,1,0,0,1,1,1
45951,45951,1,0,1,1,1,1
45952,45952,1,1,0,1,0,1
45953,45953,1,1,1,0,0,0
45954,45954,0,0,0,1,1,1
45955,45955,0,0,1,1,0,0
45956,45956,1,0,0,1,1,1
45957,45957,1,0,1,1,1,1
45958,45958,1,1,0,1,1,0
45959,45959,1,1,1,0,0,0
45960,45960,0,0,0,1,1,1
45961,45961,0,0,1,1,1,1
45962,45962,1,0,0,1,0,0
45963,45963,1,0,1,1,0,0
45964,45964,1,1,0,1,1,0
45965,45965,1,1,1,0,1,1
45966,45966,0,0,0,1,0,0
45967,45967,0,0,1,1,0,0
45968,45968,1,0,0,1,0,0
45969,45969,1,0,1,1,1,1
45970,45970,1,1,0,1,1,0
45971,45971,1,1,1,0,0,0
45972,45972,0,0,0,1,1,1
45973,45973,0,0,1,1,1,1
45974,45974,1,0,0,1,0,0
45975,45975,1,0,1,1,0,0
45976,45976,1,1,0,1,0,1
45977,45977,1,1,1,0,0,0
45978,45978,0,0,0,1,0,0
45979,45979,0,0,1,1,0,0
45980,45980,1,0,0,1,0,0
45981,45981,1,0,1,1,1,1
45982,45982,1,1,0,1,1,0
45983,45983,1,1,1,0,0,0
45984,45984,0,0,0,1,0,0
45985,45985,0,0,1,1,0,0
45986,45986,1,0,0,1,0,0
45987,45987,1,0,1,1,0,0
45988,45988,1,1,0,1,0,1
45989,45989,1,1,1,0,0,0
45990,45990,0,0,0,1,0,0
45991,45991,0,0,1,1,0,0
45992,45992,1,0,0,1,1,1
45993,45993,1,0,1,1,0,0
45994,45994,1,1,0,1,0,1
45995,45995,1,1,1,0,0,0
45996,45996,0,0,0,1,1,1
45997,45997,0,0,1,1,1,1
45998,45998,1,0,0,1,1,1
45999,45999,1,0,1,1,1,1
46000,46000,1,1,0,1,1,0
46001,46001,1,1,1,0,0,0
46002,46002,0,0,0,1,0,0
46003,46003,0,0,1,1,0,0
46004,46004,1,0,0,1,0,0
46005,46005,1,0,1,1,1,1
46006,46006,1,1,0,1,1,0
46007,46007,1,1,1,0,1,1
46008,46008,0,0,0,1,1,1
46009,46009,0,0,1,1,0,0
46010,46010,1,0,0,1,0,0
46011,46011,1,0,1,1,0,0
46012,46012,1,1,0,1,0,1
46013,46013,1,1,1,0,1,1
46014,46014,0,0,0,1,0,0
46015,46015,0,0,1,1,1,1
46016,46016,1,0,0,1,0,0
46017,46017,1,0,1,1,1,1
46018,46018,1,1,0,1,0,1
46019,46019,1,1,1,0,0,0
46020,46020,0,0,0,1,1,1
46021,46021,0,0,1,1,0,0
46022,46022,1,0,0,1,1,1
46023,46023,1,0,1,1,1,1
46024,46024,1,1,0,1,1,0
46025,46025,1,1,1,0,1,1
46026,46026,0,0,0,1,1,1
46027,46027,0,0,1,1,0,0
46028,46028,1,0,0,1,1,1
46029,46029,1,0,1,1,1,1
46030,46030,1,1,0,1,0,1
46031,46031,1,1,1,0,0,0
46032,46032,0,0,0,1,0,0
46033,46033,0,0,1,1,1,1
46034,46034,1,0,0,1,0,0
46035,46035,1,0,1,1,0,0
46036,46036,1,1,0,1,0,1
46037,46037,1,1,1,0,1,1
46038,46038,0,0,0,1,0,0
46039,46039,0,0,1,1,1,1
46040,46040,1,0,0,1,0,0
46041,46041,1,0,1,1,1,1
46042,46042,1,1,0,1,1,0
46043,46043,1,1,1,0,1,1
46044,46044,0,0,0,1,0,0
46045,46045,0,0,1,1,1,1
46046,46046,1,0,0,1,0,0
46047,46047,1,0,1,1,1,1
46048,46048,1,1,0,1,1,0
46049,46049,1,1,1,0,1,1
46050,46050,0,0,0,1,1,1
46051,46051,0,0,1,1,1,1
46052,46052,1,0,0,1,1,1
46053,46053,1,0,1,1,1,1
46054,46054,1,1,0,1,0,1
46055,46055,1,1,1,0,1,1
46056,46056,0,0,0,1,1,1
46057,46057,0,0,1,1,0,0
46058,46058,1,0,0,1,0,0
46059,46059,1,0,1,1,1,1
46060,46060,1,1,0,1,0,1
46061,46061,1,1,1,0,1,1
46062,46062,0,0,0,1,1,1
46063,46063,0,0,1,1,0,0
46064,46064,1,0,0,1,1,1
46065,46065,1,0,1,1,1,1
46066,46066,1,1,0,1,0,1
46067,46067,1,1,1,0,0,0
46068,46068,0,0,0,1,1,1
46069,46069,0,0,1,1,1,1
46070,46070,1,0,0,1,1,1
46071,46071,1,0,1,1,1,1
46072,46072,1,1,0,1,0,1
46073,46073,1,1,1,0,1,1
46074,46074,0,0,0,1,0,0
46075,46075,0,0,1,1,1,1
46076,46076,1,0,0,1,1,1
46077,46077,1,0,1,1,0,0
46078,46078,1,1,0,1,1,0
46079,46079,1,1,1,0,1,1
46080,46080,0,0,0,1,1,1
46081,46081,0,0,1,1,0,0
46082,46082,1,0,0,1,0,0
46083,46083,1,0,1,1,0,0
46084,46084,1,1,0,1,1,0
46085,46085,1,1,1,0,1,1
46086,46086,0,0,0,1,0,0
46087,46087,0,0,1,1,1,1
46088,46088,1,0,0,1,1,1
46089,46089,1,0,1,1,0,0
46090,46090,1,1,0,1,1,0
46091,46091,1,1,1,0,1,1
46092,46092,0,0,0,1,0,0
46093,46093,0,0,1,1,0,0
46094,46094,1,0,0,1,1,1
46095,46095,1,0,1,1,0,0
46096,46096,1,1,0,1,0,1
46097,46097,1,1,1,0,1,1
46098,46098,0,0,0,1,0,0
46099,46099,0,0,1,1,0,0
46100,46100,1,0,0,1,0,0
46101,46101,1,0,1,1,0,0
46102,46102,1,1,0,1,1,0
46103,46103,1,1,1,0,1,1
46104,46104,0,0,0,1,1,1
46105,46105,0,0,1,1,1,1
46106,46106,1,0,0,1,1,1
46107,46107,1,0,1,1,0,0
46108,46108,1,1,0,1,1,0
46109,46109,1,1,1,0,1,1
46110,46110,0,0,0,1,0,0
46111,46111,0,0,1,1,1,1
46112,46112,1,0,0,1,0,0
46113,46113,1,0,1,1,0,0
46114,46114,1,1,0,1,0,1
46115,46115,1,1,1,0,0,0
46116,46116,0,0,0,1,1,1
46117,46117,0,0,1,1,1,1
46118,46118,1,0,0,1,1,1
46119,46119,1,0,1,1,1,1
46120,46120,1,1,0,1,1,0
46121,46121,1,1,1,0,1,1
46122,46122,0,0,0,1,1,1
46123,46123,0,0,1,1,1,1
46124,46124,1,0,0,1,0,0
46125,46125,1,0,1,1,0,0
46126,46126,1,1,0,1,1,0
46127,46127,1,1,1,0,1,1
46128,46128,0,0,0,1,0,0
46129,46129,0,0,1,1,0,0
46130,46130,1,0,0,1,0,0
46131,46131,1,0,1,1,0,0
46132,46132,1,1,0,1,1,0
46133,46133,1,1,1,0,0,0
46134,46134,0,0,0,1,1,1
46135,46135,0,0,1,1,1,1
46136,46136,1,0,0,1,1,1
46137,46137,1,0,1,1,1,1
46138,46138,1,1,0,1,1,0
46139,46139,1,1,1,0,1,1
46140,46140,0,0,0,1,1,1
46141,46141,0,0,1,1,0,0
46142,46142,1,0,0,1,1,1
46143,46143,1,0,1,1,0,0
46144,46144,1,1,0,1,0,1
46145,46145,1,1,1,0,1,1
46146,46146,0,0,0,1,1,1
46147,46147,0,0,1,1,1,1
46148,46148,1,0,0,1,1,1
46149,46149,1,0,1,1,1,1
46150,46150,1,1,0,1,0,1
46151,46151,1,1,1,0,1,1
46152,46152,0,0,0,1,1,1
46153,46153,0,0,1,1,0,0
46154,46154,1,0,0,1,0,0
46155,46155,1,0,1,1,0,0
46156,46156,1,1,0,1,0,1
46157,46157,1,1,1,0,1,1
46158,46158,0,0,0,1,1,1
46159,46159,0,0,1,1,1,1
46160,46160,1,0,0,1,1,1
46161,46161,1,0,1,1,0,0
46162,46162,1,1,0,1,1,0
46163,46163,1,1,1,0,0,0
46164,46164,0,0,0,1,1,1
46165,46165,0,0,1,1,0,0
46166,46166,1,0,0,1,1,1
46167,46167,1,0,1,1,0,0
46168,46168,1,1,0,1,0,1
46169,46169,1,1,1,0,1,1
46170,46170,0,0,0,1,0,0
46171,46171,0,0,1,1,1,1
46172,46172,1,0,0,1,0,0
46173,46173,1,0,1,1,1,1
46174,46174,1,1,0,1,1,0
46175,46175,1,1,1,0,1,1
46176,46176,0,0,0,1,0,0
46177,46177,0,0,1,1,0,0
46178,46178,1,0,0,1,1,1
46179,46179,1,0,1,1,1,1
46180,46180,1,1,0,1,0,1
46181,46181,1,1,1,0,0,0
46182,46182,0,0,0,1,1,1
46183,46183,0,0,1,1,0,0
46184,46184,1,0,0,1,0,0
46185,46185,1,0,1,1,1,1
46186,46186,1,1,0,1,0,1
46187,46187,1,1,1,0,0,0
46188,46188,0,0,0,1,0,0
46189,46189,0,0,1,1,1,1
46190,46190,1,0,0,1,0,0
46191,46191,1,0,1,1,0,0
46192,46192,1,1,0,1,1,0
46193,46193,1,1,1,0,1,1
46194,46194,0,0,0,1,1,1
46195,46195,0,0,1,1,1,1
46196,46196,1,0,0,1,1,1
46197,46197,1,0,1,1,1,1
46198,46198,1,1,0,1,0,1
46199,46199,1,1,1,0,0,0
46200,46200,0,0,0,1,0,0
46201,46201,0,0,1,1,0,0
46202,46202,1,0,0,1,0,0
46203,46203,1,0,1,1,0,0
46204,46204,1,1,0,1,1,0
46205,46205,1,1,1,0,0,0
46206,46206,0,0,0,1,0,0
46207,46207,0,0,1,1,0,0
46208,46208,1,0,0,1,0,0
46209,46209,1,0,1,1,0,0
46210,46210,1,1,0,1,1,0
46211,46211,1,1,1,0,0,0
46212,46212,0,0,0,1,0,0
46213,46213,0,0,1,1,1,1
46214,46214,1,0,0,1,0,0
46215,46215,1,0,1,1,0,0
46216,46216,1,1,0,1,0,1
46217,46217,1,1,1,0,1,1
46218,46218,0,0,0,1,0,0
46219,46219,0,0,1,1,1,1
46220,46220,1,0,0,1,1,1
46221,46221,1,0,1,1,0,0
46222,46222,1,1,0,1,1,0
46223,46223,1,1,1,0,0,0
46224,46224,0,0,0,1,0,0
46225,46225,0,0,1,1,1,1
46226,46226,1,0,0,1,0,0
46227,46227,1,0,1,1,1,1
46228,46228,1,1,0,1,0,1
46229,46229,1,1,1,0,1,1
46230,46230,0,0,0,1,1,1
46231,46231,0,0,1,1,0,0
46232,46232,1,0,0,1,0,0
46233,46233,1,0,1,1,0,0
46234,46234,1,1,0,1,0,1
46235,46235,1,1,1,0,1,1
46236,46236,0,0,0,1,0,0
46237,46237,0,0,1,1,0,0
46238,46238,1,0,0,1,0,0
46239,46239,1,0,1,1,0,0
46240,46240,1,1,0,1,0,1
46241,46241,1,1,1,0,0,0
46242,46242,0,0,0,1,1,1
46243,46243,0,0,1,1,0,0
46244,46244,1,0,0,1,0,0
46245,46245,1,0,1,1,1,1
46246,46246,1,1,0,1,0,1
46247,46247,1,1,1,0,0,0
46248,46248,0,0,0,1,1,1
46249,46249,0,0,1,1,1,1
46250,46250,1,0,0,1,1,1
46251,46251,1,0,1,1,0,0
46252,46252,1,1,0,1,0,1
46253,46253,1,1,1,0,0,0
46254,46254,0,0,0,1,0,0
46255,46255,0,0,1,1,1,1
46256,46256,1,0,0,1,1,1
46257,46257,1,0,1,1,0,0
46258,46258,1,1,0,1,0,1
46259,46259,1,1,1,0,1,1
46260,46260,0,0,0,1,1,1
46261,46261,0,0,1,1,0,0
46262,46262,1,0,0,1,0,0
46263,46263,1,0,1,1,0,0
46264,46264,1,1,0,1,0,1
46265,46265,1,1,1,0,0,0
46266,46266,0,0,0,1,1,1
46267,46267,0,0,1,1,1,1
46268,46268,1,0,0,1,1,1
46269,46269,1,0,1,1,1,1
46270,46270,1,1,0,1,0,1
46271,46271,1,1,1,0,1,1
46272,46272,0,0,0,1,0,0
46273,46273,0,0,1,1,0,0
46274,46274,1,0,0,1,0,0
46275,46275,1,0,1,1,0,0
46276,46276,1,1,0,1,0,1
46277,46277,1,1,1,0,1,1
46278,46278,0,0,0,1,1,1
46279,46279,0,0,1,1,0,0
46280,46280,1,0,0,1,0,0
46281,46281,1,0,1,1,0,0
46282,46282,1,1,0,1,0,1
46283,46283,1,1,1,0,0,0
46284,46284,0,0,0,1,1,1
46285,46285,0,0,1,1,1,1
46286,46286,1,0,0,1,0,0
46287,46287,1,0,1,1,1,1
46288,46288,1,1,0,1,1,0
46289,46289,1,1,1,0,1,1
46290,46290,0,0,0,1,1,1
46291,46291,0,0,1,1,0,0
46292,46292,1,0,0,1,1,1
46293,46293,1,0,1,1,1,1
46294,46294,1,1,0,1,1,0
46295,46295,1,1,1,0,0,0
46296,46296,0,0,0,1,0,0
46297,46297,0,0,1,1,0,0
46298,46298,1,0,0,1,1,1
46299,46299,1,0,1,1,1,1
46300,46300,1,1,0,1,0,1
46301,46301,1,1,1,0,0,0
46302,46302,0,0,0,1,1,1
46303,46303,0,0,1,1,0,0
46304,46304,1,0,0,1,0,0
46305,46305,1,0,1,1,1,1
46306,46306,1,1,0,1,0,1
46307,46307,1,1,1,0,1,1
46308,46308,0,0,0,1,0,0
46309,46309,0,0,1,1,0,0
46310,46310,1,0,0,1,0,0
46311,46311,1,0,1,1,1,1
46312,46312,1,1,0,1,1,0
46313,46313,1,1,1,0,0,0
46314,46314,0,0,0,1,1,1
46315,46315,0,0,1,1,0,0
46316,46316,1,0,0,1,0,0
46317,46317,1,0,1,1,1,1
46318,46318,1,1,0,1,1,0
46319,46319,1,1,1,0,0,0
46320,46320,0,0,0,1,0,0
46321,46321,0,0,1,1,1,1
46322,46322,1,0,0,1,0,0
46323,46323,1,0,1,1,1,1
46324,46324,1,1,0,1,0,1
46325,46325,1,1,1,0,1,1
46326,46326,0,0,0,1,1,1
46327,46327,0,0,1,1,1,1
46328,46328,1,0,0,1,0,0
46329,46329,1,0,1,1,1,1
46330,46330,1,1,0,1,1,0
46331,46331,1,1,1,0,0,0
46332,46332,0,0,0,1,1,1
46333,46333,0,0,1,1,1,1
46334,46334,1,0,0,1,0,0
46335,46335,1,0,1,1,0,0
46336,46336,1,1,0,1,1,0
46337,46337,1,1,1,0,1,1
46338,46338,0,0,0,1,0,0
46339,46339,0,0,1,1,0,0
46340,46340,1,0,0,1,0,0
46341,46341,1,0,1,1,0,0
46342,46342,1,1,0,1,0,1
46343,46343,1,1,1,0,1,1
46344,46344,0,0,0,1,1,1
46345,46345,0,0,1,1,0,0
46346,46346,1,0,0,1,0,0
46347,46347,1,0,1,1,0,0
46348,46348,1,1,0,1,1,0
46349,46349,1,1,1,0,0,0
46350,46350,0,0,0,1,1,1
46351,46351,0,0,1,1,1,1
46352,46352,1,0,0,1,1,1
46353,46353,1,0,1,1,1,1
46354,46354,1,1,0,1,0,1
46355,46355,1,1,1,0,0,0
46356,46356,0,0,0,1,0,0
46357,46357,0,0,1,1,0,0
46358,46358,1,0,0,1,1,1
46359,46359,1,0,1,1,1,1
46360,46360,1,1,0,1,1,0
46361,46361,1,1,1,0,1,1
46362,46362,0,0,0,1,0,0
46363,46363,0,0,1,1,0,0
46364,46364,1,0,0,1,0,0
46365,46365,1,0,1,1,0,0
46366,46366,1,1,0,1,1,0
46367,46367,1,1,1,0,0,0
46368,46368,0,0,0,1,0,0
46369,46369,0,0,1,1,0,0
46370,46370,1,0,0,1,0,0
46371,46371,1,0,1,1,0,0
46372,46372,1,1,0,1,0,1
46373,46373,1,1,1,0,0,0
46374,46374,0,0,0,1,0,0
46375,46375,0,0,1,1,0,0
46376,46376,1,0,0,1,0,0
46377,46377,1,0,1,1,0,0
46378,46378,1,1,0,1,1,0
46379,46379,1,1,1,0,1,1
46380,46380,0,0,0,1,1,1
46381,46381,0,0,1,1,1,1
46382,46382,1,0,0,1,1,1
46383,46383,1,0,1,1,1,1
46384,46384,1,1,0,1,0,1
46385,46385,1,1,1,0,1,1
46386,46386,0,0,0,1,0,0
46387,46387,0,0,1,1,0,0
46388,46388,1,0,0,1,0,0
46389,46389,1,0,1,1,1,1
46390,46390,1,1,0,1,1,0
46391,46391,1,1,1,0,1,1
46392,46392,0,0,0,1,1,1
46393,46393,0,0,1,1,0,0
46394,46394,1,0,0,1,0,0
46395,46395,1,0,1,1,0,0
46396,46396,1,1,0,1,1,0
46397,46397,1,1,1,0,1,1
46398,46398,0,0,0,1,1,1
46399,46399,0,0,1,1,0,0
46400,46400,1,0,0,1,1,1
46401,46401,1,0,1,1,1,1
46402,46402,1,1,0,1,0,1
46403,46403,1,1,1,0,1,1
46404,46404,0,0,0,1,0,0
46405,46405,0,0,1,1,1,1
46406,46406,1,0,0,1,0,0
46407,46407,1,0,1,1,0,0
46408,46408,1,1,0,1,0,1
46409,46409,1,1,1,0,0,0
46410,46410,0,0,0,1,1,1
46411,46411,0,0,1,1,0,0
46412,46412,1,0,0,1,1,1
46413,46413,1,0,1,1,0,0
46414,46414,1,1,0,1,0,1
46415,46415,1,1,1,0,0,0
46416,46416,0,0,0,1,1,1
46417,46417,0,0,1,1,0,0
46418,46418,1,0,0,1,1,1
46419,46419,1,0,1,1,1,1
46420,46420,1,1,0,1,0,1
46421,46421,1,1,1,0,1,1
46422,46422,0,0,0,1,0,0
46423,46423,0,0,1,1,1,1
46424,46424,1,0,0,1,0,0
46425,46425,1,0,1,1,1,1
46426,46426,1,1,0,1,0,1
46427,46427,1,1,1,0,1,1
46428,46428,0,0,0,1,1,1
46429,46429,0,0,1,1,1,1
46430,46430,1,0,0,1,1,1
46431,46431,1,0,1,1,0,0
46432,46432,1,1,0,1,0,1
46433,46433,1,1,1,0,0,0
46434,46434,0,0,0,1,0,0
46435,46435,0,0,1,1,1,1
46436,46436,1,0,0,1,1,1
46437,46437,1,0,1,1,1,1
46438,46438,1,1,0,1,0,1
46439,46439,1,1,1,0,1,1
46440,46440,0,0,0,1,1,1
46441,46441,0,0,1,1,1,1
46442,46442,1,0,0,1,0,0
46443,46443,1,0,1,1,1,1
46444,46444,1,1,0,1,1,0
46445,46445,1,1,1,0,0,0
46446,46446,0,0,0,1,1,1
46447,46447,0,0,1,1,1,1
46448,46448,1,0,0,1,1,1
46449,46449,1,0,1,1,0,0
46450,46450,1,1,0,1,0,1
46451,46451,1,1,1,0,1,1
46452,46452,0,0,0,1,1,1
46453,46453,0,0,1,1,1,1
46454,46454,1,0,0,1,1,1
46455,46455,1,0,1,1,1,1
46456,46456,1,1,0,1,0,1
46457,46457,1,1,1,0,0,0
46458,46458,0,0,0,1,0,0
46459,46459,0,0,1,1,1,1
46460,46460,1,0,0,1,0,0
46461,46461,1,0,1,1,0,0
46462,46462,1,1,0,1,1,0
46463,46463,1,1,1,0,0,0
46464,46464,0,0,0,1,0,0
46465,46465,0,0,1,1,0,0
46466,46466,1,0,0,1,0,0
46467,46467,1,0,1,1,0,0
46468,46468,1,1,0,1,0,1
46469,46469,1,1,1,0,0,0
46470,46470,0,0,0,1,0,0
46471,46471,0,0,1,1,0,0
46472,46472,1,0,0,1,0,0
46473,46473,1,0,1,1,1,1
46474,46474,1,1,0,1,1,0
46475,46475,1,1,1,0,1,1
46476,46476,0,0,0,1,0,0
46477,46477,0,0,1,1,1,1
46478,46478,1,0,0,1,1,1
46479,46479,1,0,1,1,1,1
46480,46480,1,1,0,1,1,0
46481,46481,1,1,1,0,1,1
46482,46482,0,0,0,1,0,0
46483,46483,0,0,1,1,1,1
46484,46484,1,0,0,1,1,1
46485,46485,1,0,1,1,1,1
46486,46486,1,1,0,1,1,0
46487,46487,1,1,1,0,0,0
46488,46488,0,0,0,1,0,0
46489,46489,0,0,1,1,0,0
46490,46490,1,0,0,1,0,0
46491,46491,1,0,1,1,1,1
46492,46492,1,1,0,1,1,0
46493,46493,1,1,1,0,0,0
46494,46494,0,0,0,1,1,1
46495,46495,0,0,1,1,0,0
46496,46496,1,0,0,1,1,1
46497,46497,1,0,1,1,1,1
46498,46498,1,1,0,1,0,1
46499,46499,1,1,1,0,1,1
46500,46500,0,0,0,1,0,0
46501,46501,0,0,1,1,0,0
46502,46502,1,0,0,1,0,0
46503,46503,1,0,1,1,0,0
46504,46504,1,1,0,1,0,1
46505,46505,1,1,1,0,0,0
46506,46506,0,0,0,1,0,0
46507,46507,0,0,1,1,0,0
46508,46508,1,0,0,1,0,0
46509,46509,1,0,1,1,0,0
46510,46510,1,1,0,1,0,1
46511,46511,1,1,1,0,1,1
46512,46512,0,0,0,1,0,0
46513,46513,0,0,1,1,0,0
46514,46514,1,0,0,1,1,1
46515,46515,1,0,1,1,0,0
46516,46516,1,1,0,1,1,0
46517,46517,1,1,1,0,0,0
46518,46518,0,0,0,1,0,0
46519,46519,0,0,1,1,1,1
46520,46520,1,0,0,1,0,0
46521,46521,1,0,1,1,0,0
46522,46522,1,1,0,1,0,1
46523,46523,1,1,1,0,1,1
46524,46524,0,0,0,1,0,0
46525,46525,0,0,1,1,1,1
46526,46526,1,0,0,1,0,0
46527,46527,1,0,1,1,1,1
46528,46528,1,1,0,1,0,1
46529,46529,1,1,1,0,1,1
46530,46530,0,0,0,1,1,1
46531,46531,0,0,1,1,1,1
