,Time,IN1,IN2,OUT
15134,15134,1,1,1
15135,15135,0,1,1
15136,15136,1,1,1
15137,15137,0,1,1
15138,15138,0,1,1
15139,15139,1,1,1
15140,15140,0,0,0
15141,15141,1,1,1
15142,15142,0,0,0
15143,15143,1,1,1
15144,15144,1,1,1
15145,15145,0,1,1
15146,15146,0,0,0
15147,15147,0,0,0
15148,15148,0,0,0
15149,15149,0,1,1
15150,15150,1,1,1
15151,15151,0,0,0
15152,15152,0,0,0
15153,15153,1,1,1
15154,15154,0,1,1
15155,15155,1,1,1
15156,15156,1,0,1
15157,15157,1,0,1
15158,15158,1,0,1
15159,15159,1,1,1
15160,15160,1,0,1
15161,15161,0,1,1
15162,15162,0,1,1
15163,15163,0,0,0
15164,15164,0,0,0
15165,15165,1,1,1
15166,15166,1,0,1
15167,15167,1,1,1
15168,15168,1,0,1
15169,15169,1,1,1
15170,15170,1,1,1
15171,15171,0,0,0
15172,15172,1,1,1
15173,15173,0,0,0
15174,15174,0,1,1
15175,15175,0,1,1
15176,15176,1,0,1
15177,15177,0,0,0
15178,15178,1,0,1
15179,15179,1,0,1
15180,15180,0,0,0
15181,15181,0,0,0
15182,15182,1,0,1
15183,15183,0,0,0
15184,15184,0,0,0
15185,15185,1,1,1
15186,15186,0,0,0
15187,15187,1,1,1
15188,15188,1,0,1
15189,15189,1,0,1
15190,15190,0,1,1
15191,15191,0,1,1
15192,15192,0,0,0
15193,15193,0,0,0
15194,15194,1,1,1
15195,15195,1,0,1
15196,15196,1,0,1
15197,15197,0,1,1
15198,15198,0,1,1
15199,15199,1,0,1
15200,15200,0,0,0
15201,15201,1,1,1
15202,15202,1,0,1
15203,15203,1,0,1
15204,15204,1,0,1
15205,15205,1,0,1
15206,15206,1,0,1
15207,15207,0,0,0
15208,15208,1,0,1
15209,15209,0,0,0
15210,15210,0,0,0
15211,15211,0,0,0
15212,15212,0,0,0
15213,15213,0,0,0
15214,15214,0,0,0
15215,15215,0,0,0
15216,15216,1,1,1
15217,15217,0,0,0
15218,15218,0,0,0
15219,15219,1,0,1
15220,15220,0,1,1
15221,15221,0,0,0
15222,15222,1,1,1
15223,15223,0,0,0
15224,15224,0,0,0
15225,15225,1,1,1
15226,15226,1,0,1
15227,15227,1,1,1
15228,15228,1,0,1
15229,15229,1,0,1
15230,15230,1,1,1
15231,15231,1,0,1
15232,15232,1,0,1
15233,15233,1,1,1
15234,15234,0,0,0
15235,15235,1,0,1
15236,15236,0,0,0
15237,15237,0,0,0
15238,15238,1,0,1
15239,15239,0,1,1
15240,15240,1,0,1
15241,15241,0,1,1
15242,15242,1,0,1
15243,15243,1,0,1
15244,15244,1,1,1
15245,15245,0,1,1
15246,15246,1,0,1
15247,15247,0,0,0
15248,15248,0,0,0
15249,15249,0,0,0
15250,15250,1,1,1
15251,15251,0,0,0
15252,15252,0,1,1
15253,15253,0,1,1
15254,15254,1,1,1
15255,15255,1,0,1
15256,15256,0,1,1
15257,15257,0,1,1
15258,15258,0,0,0
15259,15259,1,0,1
15260,15260,0,1,1
15261,15261,0,0,0
15262,15262,0,0,0
15263,15263,0,1,1
15264,15264,0,1,1
15265,15265,0,1,1
15266,15266,0,1,1
15267,15267,0,0,0
15268,15268,1,1,1
15269,15269,0,0,0
15270,15270,0,0,0
15271,15271,0,1,1
15272,15272,0,0,0
15273,15273,1,0,1
15274,15274,1,1,1
15275,15275,1,1,1
15276,15276,1,0,1
15277,15277,0,1,1
15278,15278,0,0,0
15279,15279,0,1,1
15280,15280,0,0,0
15281,15281,0,0,0
15282,15282,0,0,0
15283,15283,1,1,1
15284,15284,1,0,1
15285,15285,0,1,1
15286,15286,1,1,1
15287,15287,0,0,0
15288,15288,1,1,1
15289,15289,1,1,1
15290,15290,1,1,1
15291,15291,0,1,1
15292,15292,1,0,1
15293,15293,0,0,0
15294,15294,1,0,1
15295,15295,0,1,1
15296,15296,1,1,1
15297,15297,1,0,1
15298,15298,1,0,1
15299,15299,1,0,1
15300,15300,1,1,1
15301,15301,0,0,0
15302,15302,1,1,1
15303,15303,1,1,1
15304,15304,0,0,0
15305,15305,0,1,1
15306,15306,1,0,1
15307,15307,0,0,0
15308,15308,0,0,0
15309,15309,1,0,1
15310,15310,1,0,1
15311,15311,0,0,0
15312,15312,0,0,0
15313,15313,0,0,0
15314,15314,1,0,1
15315,15315,1,0,1
15316,15316,1,1,1
15317,15317,1,1,1
15318,15318,0,1,1
15319,15319,1,1,1
15320,15320,1,1,1
15321,15321,1,1,1
15322,15322,1,0,1
15323,15323,0,1,1
15324,15324,0,0,0
15325,15325,0,1,1
15326,15326,1,0,1
15327,15327,1,1,1
15328,15328,0,0,0
15329,15329,1,1,1
15330,15330,0,1,1
15331,15331,0,1,1
15332,15332,1,1,1
15333,15333,0,0,0
15334,15334,1,1,1
15335,15335,0,0,0
15336,15336,1,1,1
15337,15337,0,1,1
15338,15338,1,0,1
15339,15339,1,1,1
15340,15340,1,1,1
15341,15341,1,1,1
15342,15342,0,0,0
15343,15343,1,0,1
15344,15344,0,0,0
15345,15345,0,1,1
15346,15346,0,0,0
15347,15347,0,1,1
15348,15348,0,1,1
15349,15349,1,0,1
15350,15350,1,0,1
15351,15351,0,0,0
15352,15352,0,0,0
15353,15353,0,0,0
15354,15354,1,1,1
15355,15355,0,0,0
15356,15356,1,0,1
15357,15357,0,1,1
15358,15358,1,0,1
15359,15359,1,1,1
15360,15360,1,1,1
15361,15361,0,1,1
15362,15362,0,0,0
15363,15363,0,0,0
15364,15364,0,1,1
15365,15365,1,0,1
15366,15366,1,1,1
15367,15367,1,1,1
15368,15368,0,1,1
15369,15369,0,1,1
15370,15370,0,0,0
15371,15371,1,0,1
15372,15372,1,0,1
15373,15373,1,1,1
15374,15374,1,0,1
15375,15375,1,0,1
15376,15376,0,1,1
15377,15377,1,0,1
15378,15378,1,1,1
15379,15379,0,0,0
15380,15380,1,1,1
15381,15381,1,1,1
15382,15382,1,1,1
15383,15383,1,1,1
15384,15384,1,1,1
15385,15385,0,0,0
15386,15386,0,1,1
15387,15387,0,1,1
15388,15388,0,1,1
15389,15389,1,0,1
15390,15390,1,1,1
15391,15391,0,1,1
15392,15392,1,0,1
15393,15393,0,1,1
15394,15394,1,1,1
15395,15395,0,0,0
15396,15396,1,1,1
15397,15397,1,1,1
15398,15398,1,1,1
15399,15399,1,1,1
15400,15400,0,1,1
15401,15401,1,1,1
15402,15402,1,0,1
15403,15403,1,0,1
15404,15404,1,0,1
15405,15405,1,1,1
15406,15406,1,1,1
15407,15407,1,1,1
15408,15408,0,1,1
15409,15409,1,0,1
15410,15410,0,1,1
15411,15411,0,0,0
15412,15412,1,0,1
15413,15413,0,1,1
15414,15414,1,1,1
15415,15415,1,1,1
15416,15416,1,0,1
15417,15417,0,1,1
15418,15418,0,0,0
15419,15419,1,0,1
15420,15420,1,1,1
15421,15421,0,1,1
15422,15422,0,1,1
15423,15423,1,1,1
15424,15424,1,0,1
15425,15425,0,1,1
15426,15426,1,1,1
15427,15427,0,0,0
15428,15428,1,0,1
15429,15429,1,1,1
15430,15430,0,0,0
15431,15431,0,0,0
15432,15432,0,0,0
15433,15433,0,1,1
15434,15434,1,0,1
15435,15435,0,1,1
15436,15436,1,0,1
15437,15437,1,0,1
15438,15438,0,1,1
15439,15439,1,0,1
15440,15440,1,1,1
15441,15441,0,1,1
15442,15442,0,1,1
15443,15443,1,1,1
15444,15444,0,0,0
15445,15445,1,0,1
15446,15446,1,0,1
15447,15447,1,1,1
15448,15448,0,1,1
15449,15449,1,1,1
15450,15450,0,0,0
15451,15451,0,1,1
15452,15452,1,0,1
15453,15453,1,1,1
15454,15454,1,0,1
15455,15455,0,0,0
15456,15456,1,1,1
15457,15457,1,1,1
15458,15458,1,1,1
15459,15459,0,0,0
15460,15460,1,0,1
15461,15461,1,1,1
15462,15462,0,1,1
15463,15463,1,1,1
15464,15464,0,1,1
15465,15465,1,1,1
15466,15466,0,0,0
15467,15467,0,1,1
15468,15468,1,1,1
15469,15469,1,1,1
15470,15470,1,0,1
15471,15471,1,0,1
15472,15472,1,1,1
15473,15473,1,1,1
15474,15474,0,0,0
15475,15475,0,0,0
15476,15476,0,0,0
15477,15477,0,0,0
15478,15478,0,1,1
15479,15479,0,0,0
15480,15480,1,1,1
15481,15481,0,0,0
15482,15482,0,0,0
15483,15483,1,1,1
15484,15484,1,0,1
15485,15485,1,1,1
15486,15486,0,1,1
15487,15487,1,0,1
15488,15488,0,0,0
15489,15489,0,0,0
15490,15490,1,0,1
15491,15491,1,0,1
15492,15492,0,0,0
15493,15493,1,0,1
15494,15494,0,1,1
15495,15495,0,1,1
15496,15496,1,0,1
15497,15497,0,1,1
15498,15498,1,1,1
15499,15499,1,1,1
15500,15500,1,1,1
15501,15501,1,0,1
15502,15502,0,1,1
15503,15503,1,0,1
15504,15504,1,0,1
15505,15505,1,1,1
15506,15506,1,0,1
15507,15507,0,1,1
15508,15508,1,0,1
15509,15509,1,0,1
15510,15510,0,0,0
15511,15511,1,0,1
15512,15512,1,1,1
15513,15513,1,1,1
15514,15514,0,1,1
15515,15515,1,0,1
15516,15516,0,0,0
15517,15517,0,0,0
15518,15518,0,0,0
15519,15519,0,0,0
15520,15520,1,1,1
15521,15521,1,1,1
15522,15522,0,0,0
15523,15523,0,1,1
15524,15524,0,0,0
15525,15525,1,1,1
15526,15526,0,1,1
15527,15527,1,0,1
15528,15528,1,0,1
15529,15529,1,1,1
15530,15530,1,0,1
15531,15531,0,0,0
15532,15532,0,1,1
15533,15533,1,0,1
15534,15534,0,1,1
15535,15535,1,0,1
15536,15536,0,1,1
15537,15537,1,0,1
15538,15538,1,0,1
15539,15539,0,0,0
15540,15540,0,1,1
15541,15541,1,0,1
15542,15542,1,0,1
15543,15543,0,1,1
15544,15544,1,1,1
15545,15545,0,1,1
15546,15546,1,0,1
15547,15547,0,0,0
15548,15548,1,0,1
15549,15549,1,1,1
15550,15550,1,0,1
15551,15551,1,1,1
15552,15552,0,1,1
15553,15553,1,1,1
15554,15554,1,1,1
15555,15555,0,0,0
15556,15556,0,0,0
15557,15557,0,1,1
15558,15558,1,1,1
15559,15559,0,1,1
15560,15560,1,0,1
15561,15561,0,0,0
15562,15562,0,0,0
15563,15563,0,1,1
15564,15564,0,1,1
15565,15565,1,1,1
15566,15566,0,1,1
15567,15567,1,1,1
15568,15568,1,1,1
15569,15569,1,0,1
15570,15570,0,0,0
15571,15571,0,1,1
15572,15572,1,1,1
15573,15573,0,1,1
15574,15574,0,0,0
15575,15575,1,1,1
15576,15576,1,0,1
15577,15577,0,1,1
15578,15578,1,1,1
15579,15579,0,0,0
15580,15580,0,1,1
15581,15581,0,1,1
15582,15582,0,0,0
15583,15583,0,1,1
15584,15584,0,1,1
15585,15585,0,0,0
15586,15586,0,0,0
15587,15587,1,0,1
15588,15588,1,1,1
15589,15589,1,0,1
15590,15590,1,1,1
15591,15591,0,1,1
15592,15592,0,0,0
15593,15593,0,0,0
15594,15594,1,1,1
15595,15595,0,0,0
15596,15596,0,0,0
15597,15597,1,0,1
15598,15598,0,0,0
15599,15599,0,0,0
15600,15600,1,1,1
15601,15601,1,0,1
15602,15602,1,1,1
15603,15603,1,1,1
15604,15604,1,1,1
15605,15605,0,1,1
15606,15606,0,1,1
15607,15607,0,0,0
15608,15608,0,1,1
15609,15609,1,1,1
15610,15610,0,1,1
15611,15611,1,0,1
15612,15612,1,1,1
15613,15613,0,1,1
15614,15614,1,1,1
15615,15615,0,1,1
15616,15616,1,1,1
15617,15617,0,1,1
15618,15618,1,1,1
15619,15619,1,0,1
15620,15620,0,0,0
15621,15621,0,0,0
15622,15622,0,1,1
15623,15623,0,1,1
15624,15624,1,0,1
15625,15625,1,0,1
15626,15626,0,0,0
15627,15627,1,0,1
15628,15628,0,1,1
15629,15629,0,1,1
15630,15630,1,0,1
15631,15631,1,1,1
15632,15632,0,0,0
15633,15633,0,0,0
15634,15634,0,1,1
15635,15635,1,1,1
15636,15636,0,1,1
15637,15637,0,1,1
15638,15638,0,0,0
15639,15639,0,1,1
15640,15640,0,1,1
15641,15641,1,0,1
15642,15642,1,1,1
15643,15643,0,0,0
15644,15644,1,0,1
15645,15645,1,1,1
15646,15646,0,1,1
15647,15647,1,0,1
15648,15648,0,0,0
15649,15649,1,1,1
15650,15650,1,0,1
15651,15651,1,1,1
15652,15652,1,1,1
15653,15653,0,0,0
15654,15654,0,1,1
15655,15655,0,0,0
15656,15656,0,1,1
15657,15657,1,1,1
15658,15658,0,1,1
15659,15659,0,1,1
15660,15660,1,0,1
15661,15661,0,0,0
15662,15662,0,0,0
15663,15663,1,0,1
15664,15664,1,1,1
15665,15665,1,1,1
15666,15666,0,0,0
15667,15667,0,1,1
15668,15668,1,1,1
15669,15669,1,1,1
15670,15670,1,0,1
15671,15671,0,0,0
15672,15672,1,0,1
15673,15673,1,0,1
15674,15674,1,1,1
15675,15675,0,1,1
15676,15676,1,1,1
15677,15677,1,0,1
15678,15678,1,1,1
15679,15679,1,0,1
15680,15680,0,0,0
15681,15681,1,0,1
15682,15682,1,1,1
15683,15683,1,1,1
15684,15684,1,1,1
15685,15685,0,1,1
15686,15686,1,0,1
15687,15687,0,1,1
15688,15688,0,0,0
15689,15689,0,1,1
15690,15690,1,0,1
15691,15691,1,1,1
15692,15692,0,1,1
15693,15693,0,0,0
15694,15694,1,1,1
15695,15695,0,1,1
15696,15696,1,1,1
15697,15697,0,1,1
15698,15698,1,1,1
15699,15699,0,0,0
15700,15700,1,1,1
15701,15701,0,1,1
15702,15702,0,1,1
15703,15703,0,0,0
15704,15704,0,0,0
15705,15705,1,0,1
15706,15706,0,1,1
15707,15707,0,0,0
15708,15708,0,1,1
15709,15709,1,0,1
15710,15710,1,0,1
15711,15711,0,0,0
15712,15712,1,0,1
15713,15713,0,1,1
15714,15714,0,1,1
15715,15715,0,0,0
15716,15716,0,0,0
15717,15717,1,0,1
15718,15718,0,0,0
15719,15719,0,0,0
15720,15720,1,1,1
15721,15721,1,1,1
15722,15722,0,0,0
15723,15723,1,1,1
15724,15724,1,1,1
15725,15725,0,1,1
15726,15726,1,1,1
15727,15727,0,0,0
15728,15728,0,1,1
15729,15729,0,0,0
15730,15730,0,1,1
15731,15731,0,1,1
15732,15732,1,1,1
15733,15733,0,1,1
15734,15734,1,1,1
15735,15735,1,0,1
15736,15736,0,1,1
15737,15737,1,1,1
15738,15738,1,1,1
15739,15739,0,0,0
15740,15740,0,0,0
15741,15741,0,1,1
15742,15742,0,0,0
15743,15743,0,0,0
15744,15744,0,0,0
15745,15745,1,0,1
15746,15746,1,1,1
15747,15747,1,0,1
15748,15748,0,0,0
15749,15749,0,1,1
15750,15750,0,0,0
15751,15751,1,0,1
15752,15752,0,1,1
15753,15753,0,1,1
15754,15754,1,1,1
15755,15755,1,0,1
15756,15756,0,0,0
15757,15757,1,0,1
15758,15758,0,1,1
15759,15759,0,0,0
15760,15760,1,1,1
15761,15761,0,0,0
15762,15762,1,1,1
15763,15763,0,0,0
15764,15764,0,0,0
15765,15765,0,0,0
15766,15766,0,0,0
15767,15767,0,1,1
15768,15768,0,1,1
15769,15769,0,1,1
15770,15770,1,0,1
15771,15771,0,0,0
15772,15772,1,0,1
15773,15773,0,0,0
15774,15774,1,0,1
15775,15775,1,0,1
15776,15776,0,0,0
15777,15777,1,0,1
15778,15778,1,0,1
15779,15779,0,1,1
15780,15780,0,0,0
15781,15781,0,0,0
15782,15782,0,0,0
15783,15783,1,0,1
15784,15784,1,0,1
15785,15785,1,0,1
15786,15786,0,1,1
15787,15787,0,1,1
15788,15788,1,1,1
15789,15789,1,0,1
15790,15790,0,1,1
15791,15791,0,1,1
15792,15792,1,1,1
15793,15793,0,1,1
15794,15794,1,0,1
15795,15795,1,1,1
15796,15796,1,1,1
15797,15797,1,1,1
15798,15798,1,1,1
15799,15799,0,1,1
15800,15800,0,1,1
15801,15801,1,1,1
15802,15802,1,1,1
15803,15803,0,1,1
15804,15804,1,1,1
15805,15805,0,1,1
15806,15806,1,1,1
15807,15807,0,1,1
15808,15808,0,1,1
15809,15809,0,1,1
15810,15810,1,0,1
15811,15811,1,1,1
15812,15812,1,0,1
15813,15813,1,1,1
15814,15814,0,0,0
15815,15815,0,0,0
15816,15816,1,0,1
15817,15817,0,1,1
15818,15818,0,0,0
15819,15819,1,0,1
15820,15820,0,0,0
15821,15821,1,0,1
15822,15822,1,0,1
15823,15823,1,1,1
15824,15824,0,1,1
15825,15825,1,0,1
15826,15826,0,0,0
15827,15827,1,0,1
15828,15828,0,0,0
15829,15829,0,1,1
15830,15830,1,1,1
15831,15831,0,1,1
15832,15832,1,0,1
15833,15833,0,0,0
15834,15834,1,0,1
15835,15835,1,1,1
15836,15836,0,1,1
15837,15837,0,1,1
15838,15838,0,0,0
15839,15839,1,1,1
15840,15840,1,1,1
15841,15841,0,0,0
15842,15842,1,0,1
15843,15843,1,0,1
15844,15844,1,0,1
15845,15845,1,0,1
15846,15846,1,0,1
15847,15847,1,1,1
15848,15848,0,0,0
15849,15849,0,0,0
15850,15850,0,1,1
15851,15851,1,0,1
15852,15852,1,0,1
15853,15853,1,0,1
15854,15854,0,0,0
15855,15855,1,1,1
15856,15856,0,0,0
15857,15857,0,0,0
15858,15858,0,0,0
15859,15859,1,0,1
15860,15860,1,0,1
15861,15861,0,1,1
15862,15862,1,0,1
15863,15863,1,1,1
15864,15864,0,0,0
15865,15865,1,1,1
15866,15866,1,0,1
15867,15867,1,0,1
15868,15868,0,1,1
15869,15869,0,1,1
15870,15870,1,0,1
15871,15871,0,0,0
15872,15872,1,0,1
15873,15873,1,0,1
15874,15874,1,0,1
15875,15875,0,0,0
15876,15876,0,1,1
15877,15877,0,0,0
15878,15878,1,1,1
15879,15879,0,1,1
15880,15880,0,1,1
15881,15881,0,0,0
15882,15882,1,0,1
15883,15883,1,0,1
15884,15884,0,0,0
15885,15885,1,0,1
15886,15886,0,0,0
15887,15887,0,0,0
15888,15888,0,1,1
15889,15889,1,0,1
15890,15890,0,0,0
15891,15891,1,0,1
15892,15892,1,0,1
15893,15893,0,1,1
15894,15894,0,1,1
15895,15895,0,0,0
15896,15896,0,1,1
15897,15897,0,0,0
15898,15898,1,1,1
15899,15899,0,1,1
15900,15900,0,0,0
15901,15901,0,1,1
15902,15902,1,1,1
15903,15903,0,1,1
15904,15904,1,1,1
15905,15905,1,1,1
15906,15906,1,0,1
15907,15907,0,1,1
15908,15908,1,0,1
15909,15909,0,1,1
15910,15910,0,1,1
15911,15911,1,1,1
15912,15912,0,0,0
15913,15913,1,1,1
15914,15914,1,1,1
15915,15915,1,1,1
15916,15916,1,1,1
15917,15917,0,1,1
15918,15918,1,0,1
15919,15919,1,0,1
15920,15920,0,1,1
15921,15921,0,0,0
15922,15922,1,1,1
15923,15923,1,1,1
15924,15924,0,1,1
15925,15925,0,1,1
15926,15926,0,1,1
15927,15927,1,0,1
15928,15928,0,0,0
15929,15929,1,0,1
15930,15930,0,1,1
15931,15931,0,0,0
15932,15932,1,0,1
15933,15933,1,0,1
15934,15934,1,1,1
15935,15935,0,1,1
15936,15936,0,1,1
15937,15937,1,1,1
15938,15938,1,0,1
15939,15939,1,1,1
15940,15940,0,1,1
15941,15941,1,1,1
15942,15942,1,1,1
15943,15943,1,0,1
15944,15944,0,0,0
15945,15945,0,1,1
15946,15946,1,0,1
15947,15947,1,0,1
15948,15948,1,0,1
15949,15949,0,0,0
15950,15950,1,1,1
15951,15951,0,0,0
15952,15952,1,1,1
15953,15953,1,0,1
15954,15954,0,1,1
15955,15955,0,1,1
15956,15956,1,0,1
15957,15957,1,0,1
15958,15958,0,0,0
15959,15959,0,0,0
15960,15960,1,1,1
15961,15961,0,0,0
15962,15962,1,0,1
15963,15963,1,0,1
15964,15964,0,0,0
15965,15965,0,1,1
15966,15966,0,0,0
15967,15967,0,0,0
15968,15968,1,1,1
15969,15969,0,0,0
15970,15970,0,1,1
15971,15971,1,0,1
15972,15972,1,1,1
15973,15973,1,0,1
15974,15974,1,0,1
15975,15975,0,0,0
15976,15976,0,0,0
15977,15977,0,1,1
15978,15978,0,1,1
15979,15979,0,0,0
15980,15980,1,0,1
15981,15981,0,1,1
15982,15982,0,1,1
15983,15983,1,1,1
15984,15984,0,0,0
15985,15985,0,0,0
15986,15986,1,0,1
15987,15987,1,1,1
15988,15988,0,1,1
15989,15989,0,1,1
15990,15990,0,0,0
15991,15991,1,0,1
15992,15992,0,1,1
15993,15993,1,1,1
15994,15994,1,1,1
15995,15995,0,1,1
15996,15996,0,1,1
15997,15997,0,1,1
15998,15998,1,0,1
15999,15999,1,1,1
16000,16000,0,1,1
16001,16001,0,1,1
16002,16002,1,1,1
16003,16003,0,0,0
16004,16004,1,0,1
16005,16005,1,0,1
16006,16006,0,0,0
16007,16007,1,1,1
16008,16008,0,1,1
16009,16009,0,1,1
16010,16010,0,0,0
16011,16011,0,1,1
16012,16012,1,1,1
16013,16013,0,1,1
16014,16014,0,0,0
16015,16015,1,0,1
16016,16016,0,0,0
16017,16017,1,0,1
16018,16018,1,1,1
16019,16019,1,0,1
16020,16020,1,0,1
16021,16021,1,0,1
16022,16022,0,0,0
16023,16023,0,0,0
16024,16024,1,0,1
16025,16025,0,0,0
16026,16026,0,0,0
16027,16027,1,0,1
16028,16028,0,0,0
16029,16029,0,1,1
16030,16030,1,1,1
16031,16031,0,1,1
16032,16032,1,0,1
16033,16033,1,1,1
16034,16034,0,1,1
16035,16035,1,1,1
16036,16036,1,1,1
16037,16037,0,1,1
16038,16038,0,1,1
16039,16039,1,0,1
16040,16040,0,0,0
16041,16041,0,0,0
16042,16042,0,0,0
16043,16043,0,0,0
16044,16044,1,0,1
16045,16045,1,0,1
16046,16046,0,0,0
16047,16047,1,1,1
16048,16048,1,0,1
16049,16049,1,1,1
16050,16050,0,1,1
16051,16051,1,0,1
16052,16052,0,0,0
16053,16053,1,1,1
16054,16054,1,1,1
16055,16055,1,0,1
16056,16056,1,1,1
16057,16057,0,0,0
16058,16058,0,0,0
16059,16059,1,1,1
16060,16060,0,0,0
16061,16061,1,0,1
16062,16062,0,0,0
16063,16063,1,0,1
16064,16064,0,1,1
16065,16065,0,0,0
16066,16066,0,1,1
16067,16067,0,1,1
16068,16068,0,0,0
16069,16069,1,0,1
16070,16070,0,0,0
16071,16071,0,0,0
16072,16072,1,0,1
16073,16073,0,0,0
16074,16074,0,0,0
16075,16075,0,0,0
16076,16076,1,1,1
16077,16077,0,0,0
16078,16078,1,1,1
16079,16079,1,0,1
16080,16080,0,0,0
16081,16081,1,1,1
16082,16082,1,1,1
16083,16083,1,0,1
16084,16084,1,0,1
16085,16085,1,0,1
16086,16086,0,0,0
16087,16087,1,1,1
16088,16088,1,1,1
16089,16089,0,1,1
16090,16090,1,0,1
16091,16091,0,0,0
16092,16092,1,1,1
16093,16093,1,0,1
16094,16094,1,1,1
16095,16095,0,1,1
16096,16096,1,0,1
16097,16097,1,0,1
16098,16098,0,1,1
16099,16099,1,1,1
16100,16100,0,0,0
16101,16101,0,0,0
16102,16102,1,0,1
16103,16103,0,0,0
16104,16104,0,1,1
16105,16105,0,0,0
16106,16106,0,1,1
16107,16107,0,0,0
16108,16108,1,1,1
16109,16109,0,1,1
16110,16110,0,1,1
16111,16111,1,1,1
16112,16112,0,0,0
16113,16113,1,1,1
16114,16114,1,0,1
16115,16115,1,1,1
16116,16116,1,0,1
16117,16117,1,1,1
16118,16118,0,0,0
16119,16119,1,1,1
16120,16120,1,0,1
16121,16121,0,1,1
16122,16122,1,1,1
16123,16123,1,0,1
16124,16124,1,0,1
16125,16125,1,0,1
16126,16126,1,1,1
16127,16127,0,0,0
16128,16128,0,0,0
16129,16129,0,1,1
16130,16130,1,1,1
16131,16131,0,1,1
16132,16132,1,0,1
16133,16133,1,0,1
16134,16134,1,0,1
16135,16135,1,1,1
16136,16136,0,0,0
16137,16137,0,0,0
16138,16138,1,0,1
16139,16139,0,1,1
16140,16140,1,1,1
16141,16141,1,0,1
16142,16142,1,0,1
16143,16143,1,0,1
16144,16144,0,1,1
16145,16145,1,1,1
16146,16146,1,1,1
16147,16147,0,0,0
16148,16148,1,1,1
16149,16149,1,0,1
16150,16150,1,0,1
16151,16151,0,0,0
16152,16152,0,0,0
16153,16153,1,0,1
16154,16154,1,1,1
16155,16155,1,1,1
16156,16156,0,0,0
16157,16157,0,0,0
16158,16158,0,1,1
16159,16159,1,1,1
16160,16160,0,1,1
16161,16161,0,0,0
16162,16162,0,0,0
16163,16163,0,1,1
16164,16164,0,0,0
16165,16165,0,0,0
16166,16166,1,1,1
16167,16167,0,1,1
16168,16168,0,0,0
16169,16169,0,1,1
16170,16170,1,0,1
16171,16171,1,1,1
16172,16172,0,1,1
16173,16173,0,1,1
16174,16174,0,0,0
16175,16175,0,0,0
16176,16176,0,1,1
16177,16177,1,1,1
16178,16178,1,0,1
16179,16179,0,1,1
16180,16180,0,0,0
16181,16181,1,1,1
16182,16182,1,0,1
16183,16183,0,0,0
16184,16184,1,1,1
16185,16185,1,0,1
16186,16186,1,1,1
16187,16187,1,1,1
16188,16188,1,0,1
16189,16189,0,1,1
16190,16190,0,1,1
16191,16191,0,1,1
16192,16192,1,1,1
16193,16193,0,1,1
16194,16194,0,1,1
16195,16195,0,1,1
16196,16196,1,0,1
16197,16197,0,1,1
16198,16198,0,0,0
16199,16199,0,1,1
16200,16200,1,1,1
16201,16201,0,1,1
16202,16202,0,0,0
16203,16203,1,0,1
16204,16204,1,0,1
16205,16205,0,1,1
16206,16206,1,1,1
16207,16207,0,0,0
16208,16208,1,0,1
16209,16209,0,0,0
16210,16210,0,0,0
16211,16211,0,1,1
16212,16212,0,1,1
16213,16213,0,1,1
16214,16214,1,0,1
16215,16215,0,0,0
16216,16216,0,1,1
16217,16217,1,0,1
16218,16218,1,1,1
16219,16219,0,0,0
16220,16220,1,0,1
16221,16221,0,1,1
16222,16222,1,1,1
16223,16223,0,1,1
16224,16224,1,1,1
16225,16225,1,1,1
16226,16226,0,0,0
16227,16227,0,0,0
16228,16228,1,1,1
16229,16229,1,1,1
16230,16230,0,0,0
16231,16231,0,0,0
16232,16232,1,0,1
16233,16233,1,0,1
16234,16234,1,1,1
16235,16235,1,0,1
16236,16236,0,1,1
16237,16237,0,0,0
16238,16238,1,0,1
16239,16239,0,0,0
16240,16240,1,1,1
16241,16241,1,0,1
16242,16242,0,0,0
16243,16243,1,0,1
16244,16244,0,0,0
16245,16245,0,1,1
16246,16246,1,1,1
16247,16247,0,1,1
16248,16248,1,0,1
16249,16249,0,0,0
16250,16250,1,1,1
16251,16251,0,1,1
16252,16252,0,1,1
16253,16253,1,1,1
16254,16254,1,1,1
16255,16255,0,1,1
16256,16256,1,0,1
16257,16257,0,0,0
16258,16258,0,1,1
16259,16259,0,1,1
16260,16260,1,0,1
16261,16261,1,1,1
16262,16262,1,1,1
16263,16263,1,1,1
16264,16264,0,0,0
16265,16265,1,0,1
16266,16266,1,1,1
16267,16267,0,0,0
16268,16268,0,0,0
16269,16269,1,1,1
16270,16270,1,0,1
16271,16271,0,1,1
16272,16272,1,0,1
16273,16273,1,1,1
16274,16274,0,1,1
16275,16275,0,1,1
16276,16276,1,1,1
16277,16277,1,0,1
16278,16278,0,1,1
16279,16279,0,1,1
16280,16280,1,1,1
16281,16281,0,0,0
16282,16282,1,1,1
16283,16283,1,1,1
16284,16284,0,0,0
16285,16285,0,1,1
16286,16286,0,0,0
16287,16287,1,0,1
16288,16288,0,0,0
16289,16289,1,1,1
16290,16290,1,0,1
16291,16291,1,1,1
16292,16292,0,1,1
16293,16293,0,0,0
16294,16294,0,1,1
16295,16295,0,0,0
16296,16296,1,0,1
16297,16297,0,0,0
16298,16298,0,1,1
