,clock,D0,D1,D2,D3,D4,D5,D6,D7,S0,S1,S2,OUTCHANGED,CORRECT
38206,38206,1,0,1,0,0,1,1,1,1,1,0,0,1
38207,38207,1,0,1,0,0,1,1,1,1,1,1,1,1
38208,38208,1,0,1,0,1,0,0,0,0,0,0,1,1
38209,38209,1,0,1,0,1,0,0,0,0,0,1,1,1
38210,38210,1,0,1,0,1,0,0,0,0,1,0,1,1
38211,38211,1,0,1,0,1,0,0,0,0,1,1,0,1
38212,38212,1,0,1,0,1,0,0,0,1,0,0,1,0
38213,38213,1,0,1,0,1,0,0,0,1,0,1,1,0
38214,38214,1,0,1,0,1,0,0,0,1,1,0,1,0
38215,38215,1,0,1,0,1,0,0,0,1,1,1,0,1
38216,38216,1,0,1,0,1,0,0,1,0,0,0,0,0
38217,38217,1,0,1,0,1,0,0,1,0,0,1,0,0
38218,38218,1,0,1,0,1,0,0,1,0,1,0,1,1
38219,38219,1,0,1,0,1,0,0,1,0,1,1,0,1
38220,38220,1,0,1,0,1,0,0,1,1,0,0,1,0
38221,38221,1,0,1,0,1,0,0,1,1,0,1,0,1
38222,38222,1,0,1,0,1,0,0,1,1,1,0,1,0
38223,38223,1,0,1,0,1,0,0,1,1,1,1,0,0
38224,38224,1,0,1,0,1,0,1,0,0,0,0,0,0
38225,38225,1,0,1,0,1,0,1,0,0,0,1,1,1
38226,38226,1,0,1,0,1,0,1,0,0,1,0,0,0
38227,38227,1,0,1,0,1,0,1,0,0,1,1,1,1
38228,38228,1,0,1,0,1,0,1,0,1,0,0,1,0
38229,38229,1,0,1,0,1,0,1,0,1,0,1,0,1
38230,38230,1,0,1,0,1,0,1,0,1,1,0,0,1
38231,38231,1,0,1,0,1,0,1,0,1,1,1,1,0
38232,38232,1,0,1,0,1,0,1,1,0,0,0,0,0
38233,38233,1,0,1,0,1,0,1,1,0,0,1,1,1
38234,38234,1,0,1,0,1,0,1,1,0,1,0,0,0
38235,38235,1,0,1,0,1,0,1,1,0,1,1,0,0
38236,38236,1,0,1,0,1,0,1,1,1,0,0,0,1
38237,38237,1,0,1,0,1,0,1,1,1,0,1,0,1
38238,38238,1,0,1,0,1,0,1,1,1,1,0,0,1
38239,38239,1,0,1,0,1,0,1,1,1,1,1,0,0
38240,38240,1,0,1,0,1,1,0,0,0,0,0,1,1
38241,38241,1,0,1,0,1,1,0,0,0,0,1,1,1
38242,38242,1,0,1,0,1,1,0,0,0,1,0,1,1
38243,38243,1,0,1,0,1,1,0,0,0,1,1,0,1
38244,38244,1,0,1,0,1,1,0,0,1,0,0,1,0
38245,38245,1,0,1,0,1,1,0,0,1,0,1,0,0
38246,38246,1,0,1,0,1,1,0,0,1,1,0,0,1
38247,38247,1,0,1,0,1,1,0,0,1,1,1,0,1
38248,38248,1,0,1,0,1,1,0,1,0,0,0,0,0
38249,38249,1,0,1,0,1,1,0,1,0,0,1,1,1
38250,38250,1,0,1,0,1,1,0,1,0,1,0,1,1
38251,38251,1,0,1,0,1,1,0,1,0,1,1,1,0
38252,38252,1,0,1,0,1,1,0,1,1,0,0,1,0
38253,38253,1,0,1,0,1,1,0,1,1,0,1,1,1
38254,38254,1,0,1,0,1,1,0,1,1,1,0,0,1
38255,38255,1,0,1,0,1,1,0,1,1,1,1,1,1
38256,38256,1,0,1,0,1,1,1,0,0,0,0,0,0
38257,38257,1,0,1,0,1,1,1,0,0,0,1,0,0
38258,38258,1,0,1,0,1,1,1,0,0,1,0,0,0
38259,38259,1,0,1,0,1,1,1,0,0,1,1,0,0
38260,38260,1,0,1,0,1,1,1,0,1,0,0,0,1
38261,38261,1,0,1,0,1,1,1,0,1,0,1,1,1
38262,38262,1,0,1,0,1,1,1,0,1,1,0,1,0
38263,38263,1,0,1,0,1,1,1,0,1,1,1,0,1
38264,38264,1,0,1,0,1,1,1,1,0,0,0,1,1
38265,38265,1,0,1,0,1,1,1,1,0,0,1,0,0
38266,38266,1,0,1,0,1,1,1,1,0,1,0,0,0
38267,38267,1,0,1,0,1,1,1,1,0,1,1,0,0
38268,38268,1,0,1,0,1,1,1,1,1,0,0,1,0
38269,38269,1,0,1,0,1,1,1,1,1,0,1,1,1
38270,38270,1,0,1,0,1,1,1,1,1,1,0,1,0
38271,38271,1,0,1,0,1,1,1,1,1,1,1,0,0
38272,38272,1,0,1,1,0,0,0,0,0,0,0,0,0
38273,38273,1,0,1,1,0,0,0,0,0,0,1,1,0
38274,38274,1,0,1,1,0,0,0,0,0,1,0,0,0
38275,38275,1,0,1,1,0,0,0,0,0,1,1,1,0
38276,38276,1,0,1,1,0,0,0,0,1,0,0,1,0
38277,38277,1,0,1,1,0,0,0,0,1,0,1,1,0
38278,38278,1,0,1,1,0,0,0,0,1,1,0,0,0
38279,38279,1,0,1,1,0,0,0,0,1,1,1,0,1
38280,38280,1,0,1,1,0,0,0,1,0,0,0,1,1
38281,38281,1,0,1,1,0,0,0,1,0,0,1,0,1
38282,38282,1,0,1,1,0,0,0,1,0,1,0,0,0
38283,38283,1,0,1,1,0,0,0,1,0,1,1,0,1
38284,38284,1,0,1,1,0,0,0,1,1,0,0,0,1
38285,38285,1,0,1,1,0,0,0,1,1,0,1,0,1
38286,38286,1,0,1,1,0,0,0,1,1,1,0,0,0
38287,38287,1,0,1,1,0,0,0,1,1,1,1,0,0
38288,38288,1,0,1,1,0,0,1,0,0,0,0,1,1
38289,38289,1,0,1,1,0,0,1,0,0,0,1,0,1
38290,38290,1,0,1,1,0,0,1,0,0,1,0,1,1
38291,38291,1,0,1,1,0,0,1,0,0,1,1,1,1
38292,38292,1,0,1,1,0,0,1,0,1,0,0,0,1
38293,38293,1,0,1,1,0,0,1,0,1,0,1,1,0
38294,38294,1,0,1,1,0,0,1,0,1,1,0,1,1
38295,38295,1,0,1,1,0,0,1,0,1,1,1,0,1
38296,38296,1,0,1,1,0,0,1,1,0,0,0,0,0
38297,38297,1,0,1,1,0,0,1,1,0,0,1,0,1
38298,38298,1,0,1,1,0,0,1,1,0,1,0,1,1
38299,38299,1,0,1,1,0,0,1,1,0,1,1,1,1
38300,38300,1,0,1,1,0,0,1,1,1,0,0,0,1
38301,38301,1,0,1,1,0,0,1,1,1,0,1,0,1
38302,38302,1,0,1,1,0,0,1,1,1,1,0,0,0
38303,38303,1,0,1,1,0,0,1,1,1,1,1,1,1
38304,38304,1,0,1,1,0,1,0,0,0,0,0,1,1
38305,38305,1,0,1,1,0,1,0,0,0,0,1,0,1
38306,38306,1,0,1,1,0,1,0,0,0,1,0,0,0
38307,38307,1,0,1,1,0,1,0,0,0,1,1,0,1
38308,38308,1,0,1,1,0,1,0,0,1,0,0,1,0
38309,38309,1,0,1,1,0,1,0,0,1,0,1,1,1
38310,38310,1,0,1,1,0,1,0,0,1,1,0,1,1
38311,38311,1,0,1,1,0,1,0,0,1,1,1,0,1
38312,38312,1,0,1,1,0,1,0,1,0,0,0,1,1
38313,38313,1,0,1,1,0,1,0,1,0,0,1,1,0
38314,38314,1,0,1,1,0,1,0,1,0,1,0,0,0
38315,38315,1,0,1,1,0,1,0,1,0,1,1,0,1
38316,38316,1,0,1,1,0,1,0,1,1,0,0,0,1
38317,38317,1,0,1,1,0,1,0,1,1,0,1,0,0
38318,38318,1,0,1,1,0,1,0,1,1,1,0,1,1
38319,38319,1,0,1,1,0,1,0,1,1,1,1,0,0
38320,38320,1,0,1,1,0,1,1,0,0,0,0,1,1
38321,38321,1,0,1,1,0,1,1,0,0,0,1,0,1
38322,38322,1,0,1,1,0,1,1,0,0,1,0,1,1
38323,38323,1,0,1,1,0,1,1,0,0,1,1,1,1
38324,38324,1,0,1,1,0,1,1,0,1,0,0,1,0
38325,38325,1,0,1,1,0,1,1,0,1,0,1,0,0
38326,38326,1,0,1,1,0,1,1,0,1,1,0,0,0
38327,38327,1,0,1,1,0,1,1,0,1,1,1,0,1
38328,38328,1,0,1,1,0,1,1,1,0,0,0,0,0
38329,38329,1,0,1,1,0,1,1,1,0,0,1,0,1
38330,38330,1,0,1,1,0,1,1,1,0,1,0,1,1
38331,38331,1,0,1,1,0,1,1,1,0,1,1,0,0
38332,38332,1,0,1,1,0,1,1,1,1,0,0,0,1
38333,38333,1,0,1,1,0,1,1,1,1,0,1,0,0
38334,38334,1,0,1,1,0,1,1,1,1,1,0,1,1
38335,38335,1,0,1,1,0,1,1,1,1,1,1,0,0
38336,38336,1,0,1,1,1,0,0,0,0,0,0,1,1
38337,38337,1,0,1,1,1,0,0,0,0,0,1,0,0
38338,38338,1,0,1,1,1,0,0,0,0,1,0,1,1
38339,38339,1,0,1,1,1,0,0,0,0,1,1,0,1
38340,38340,1,0,1,1,1,0,0,0,1,0,0,1,0
38341,38341,1,0,1,1,1,0,0,0,1,0,1,0,1
38342,38342,1,0,1,1,1,0,0,0,1,1,0,1,1
38343,38343,1,0,1,1,1,0,0,0,1,1,1,0,1
38344,38344,1,0,1,1,1,0,0,1,0,0,0,1,1
38345,38345,1,0,1,1,1,0,0,1,0,0,1,1,1
38346,38346,1,0,1,1,1,0,0,1,0,1,0,0,0
38347,38347,1,0,1,1,1,0,0,1,0,1,1,0,1
38348,38348,1,0,1,1,1,0,0,1,1,0,0,1,0
38349,38349,1,0,1,1,1,0,0,1,1,0,1,1,0
38350,38350,1,0,1,1,1,0,0,1,1,1,0,0,0
38351,38351,1,0,1,1,1,0,0,1,1,1,1,0,0
38352,38352,1,0,1,1,1,0,1,0,0,0,0,0,0
38353,38353,1,0,1,1,1,0,1,0,0,0,1,1,1
38354,38354,1,0,1,1,1,0,1,0,0,1,0,0,0
38355,38355,1,0,1,1,1,0,1,0,0,1,1,0,0
38356,38356,1,0,1,1,1,0,1,0,1,0,0,1,0
38357,38357,1,0,1,1,1,0,1,0,1,0,1,1,0
38358,38358,1,0,1,1,1,0,1,0,1,1,0,0,0
38359,38359,1,0,1,1,1,0,1,0,1,1,1,1,0
38360,38360,1,0,1,1,1,0,1,1,0,0,0,0,0
38361,38361,1,0,1,1,1,0,1,1,0,0,1,1,1
38362,38362,1,0,1,1,1,0,1,1,0,1,0,1,1
38363,38363,1,0,1,1,1,0,1,1,0,1,1,1,1
38364,38364,1,0,1,1,1,0,1,1,1,0,0,0,1
38365,38365,1,0,1,1,1,0,1,1,1,0,1,0,1
38366,38366,1,0,1,1,1,0,1,1,1,1,0,0,0
38367,38367,1,0,1,1,1,0,1,1,1,1,1,1,1
38368,38368,1,0,1,1,1,1,0,0,0,0,0,1,1
38369,38369,1,0,1,1,1,1,0,0,0,0,1,0,0
38370,38370,1,0,1,1,1,1,0,0,0,1,0,0,0
38371,38371,1,0,1,1,1,1,0,0,0,1,1,1,0
38372,38372,1,0,1,1,1,1,0,0,1,0,0,1,0
38373,38373,1,0,1,1,1,1,0,0,1,0,1,0,0
38374,38374,1,0,1,1,1,1,0,0,1,1,0,1,1
38375,38375,1,0,1,1,1,1,0,0,1,1,1,0,1
38376,38376,1,0,1,1,1,1,0,1,0,0,0,1,1
38377,38377,1,0,1,1,1,1,0,1,0,0,1,1,1
38378,38378,1,0,1,1,1,1,0,1,0,1,0,1,1
38379,38379,1,0,1,1,1,1,0,1,0,1,1,0,1
38380,38380,1,0,1,1,1,1,0,1,1,0,0,0,1
38381,38381,1,0,1,1,1,1,0,1,1,0,1,1,1
38382,38382,1,0,1,1,1,1,0,1,1,1,0,0,0
38383,38383,1,0,1,1,1,1,0,1,1,1,1,1,1
38384,38384,1,0,1,1,1,1,1,0,0,0,0,0,0
38385,38385,1,0,1,1,1,1,1,0,0,0,1,0,0
38386,38386,1,0,1,1,1,1,1,0,0,1,0,0,0
38387,38387,1,0,1,1,1,1,1,0,0,1,1,1,1
38388,38388,1,0,1,1,1,1,1,0,1,0,0,1,0
38389,38389,1,0,1,1,1,1,1,0,1,0,1,1,1
38390,38390,1,0,1,1,1,1,1,0,1,1,0,1,1
38391,38391,1,0,1,1,1,1,1,0,1,1,1,0,1
38392,38392,1,0,1,1,1,1,1,1,0,0,0,1,1
38393,38393,1,0,1,1,1,1,1,1,0,0,1,0,0
38394,38394,1,0,1,1,1,1,1,1,0,1,0,1,1
38395,38395,1,0,1,1,1,1,1,1,0,1,1,1,1
38396,38396,1,0,1,1,1,1,1,1,1,0,0,1,0
38397,38397,1,0,1,1,1,1,1,1,1,0,1,1,1
38398,38398,1,0,1,1,1,1,1,1,1,1,0,1,1
38399,38399,1,0,1,1,1,1,1,1,1,1,1,0,0
38400,38400,1,1,0,0,0,0,0,0,0,0,0,1,1
38401,38401,1,1,0,0,0,0,0,0,0,0,1,1,0
38402,38402,1,1,0,0,0,0,0,0,0,1,0,0,1
38403,38403,1,1,0,0,0,0,0,0,0,1,1,0,1
38404,38404,1,1,0,0,0,0,0,0,1,0,0,0,0
38405,38405,1,1,0,0,0,0,0,0,1,0,1,1,0
38406,38406,1,1,0,0,0,0,0,0,1,1,0,1,0
38407,38407,1,1,0,0,0,0,0,0,1,1,1,0,1
38408,38408,1,1,0,0,0,0,0,1,0,0,0,1,1
38409,38409,1,1,0,0,0,0,0,1,0,0,1,0,1
38410,38410,1,1,0,0,0,0,0,1,0,1,0,0,1
38411,38411,1,1,0,0,0,0,0,1,0,1,1,1,0
38412,38412,1,1,0,0,0,0,0,1,1,0,0,1,1
38413,38413,1,1,0,0,0,0,0,1,1,0,1,1,0
38414,38414,1,1,0,0,0,0,0,1,1,1,0,1,0
38415,38415,1,1,0,0,0,0,0,1,1,1,1,1,1
38416,38416,1,1,0,0,0,0,1,0,0,0,0,1,1
38417,38417,1,1,0,0,0,0,1,0,0,0,1,1,0
38418,38418,1,1,0,0,0,0,1,0,0,1,0,1,0
38419,38419,1,1,0,0,0,0,1,0,0,1,1,0,0
38420,38420,1,1,0,0,0,0,1,0,1,0,0,1,1
38421,38421,1,1,0,0,0,0,1,0,1,0,1,0,1
38422,38422,1,1,0,0,0,0,1,0,1,1,0,0,1
38423,38423,1,1,0,0,0,0,1,0,1,1,1,1,0
38424,38424,1,1,0,0,0,0,1,1,0,0,0,1,1
38425,38425,1,1,0,0,0,0,1,1,0,0,1,0,1
38426,38426,1,1,0,0,0,0,1,1,0,1,0,0,1
38427,38427,1,1,0,0,0,0,1,1,0,1,1,0,0
38428,38428,1,1,0,0,0,0,1,1,1,0,0,0,0
38429,38429,1,1,0,0,0,0,1,1,1,0,1,1,0
38430,38430,1,1,0,0,0,0,1,1,1,1,0,1,0
38431,38431,1,1,0,0,0,0,1,1,1,1,1,0,0
38432,38432,1,1,0,0,0,1,0,0,0,0,0,1,1
38433,38433,1,1,0,0,0,1,0,0,0,0,1,1,0
38434,38434,1,1,0,0,0,1,0,0,0,1,0,1,0
38435,38435,1,1,0,0,0,1,0,0,0,1,1,1,0
38436,38436,1,1,0,0,0,1,0,0,1,0,0,0,0
38437,38437,1,1,0,0,0,1,0,0,1,0,1,1,1
38438,38438,1,1,0,0,0,1,0,0,1,1,0,0,1
38439,38439,1,1,0,0,0,1,0,0,1,1,1,0,1
38440,38440,1,1,0,0,0,1,0,1,0,0,0,0,0
38441,38441,1,1,0,0,0,1,0,1,0,0,1,1,0
38442,38442,1,1,0,0,0,1,0,1,0,1,0,0,1
38443,38443,1,1,0,0,0,1,0,1,0,1,1,0,1
38444,38444,1,1,0,0,0,1,0,1,1,0,0,1,1
38445,38445,1,1,0,0,0,1,0,1,1,0,1,1,1
38446,38446,1,1,0,0,0,1,0,1,1,1,0,0,1
38447,38447,1,1,0,0,0,1,0,1,1,1,1,0,0
38448,38448,1,1,0,0,0,1,1,0,0,0,0,0,0
38449,38449,1,1,0,0,0,1,1,0,0,0,1,1,0
38450,38450,1,1,0,0,0,1,1,0,0,1,0,0,1
38451,38451,1,1,0,0,0,1,1,0,0,1,1,0,0
38452,38452,1,1,0,0,0,1,1,0,1,0,0,0,0
38453,38453,1,1,0,0,0,1,1,0,1,0,1,0,0
38454,38454,1,1,0,0,0,1,1,0,1,1,0,1,0
38455,38455,1,1,0,0,0,1,1,0,1,1,1,0,1
38456,38456,1,1,0,0,0,1,1,1,0,0,0,1,1
38457,38457,1,1,0,0,0,1,1,1,0,0,1,1,0
38458,38458,1,1,0,0,0,1,1,1,0,1,0,0,1
38459,38459,1,1,0,0,0,1,1,1,0,1,1,0,0
38460,38460,1,1,0,0,0,1,1,1,1,0,0,0,0
38461,38461,1,1,0,0,0,1,1,1,1,0,1,0,0
38462,38462,1,1,0,0,0,1,1,1,1,1,0,1,0
38463,38463,1,1,0,0,0,1,1,1,1,1,1,0,0
38464,38464,1,1,0,0,1,0,0,0,0,0,0,0,0
38465,38465,1,1,0,0,1,0,0,0,0,0,1,0,0
38466,38466,1,1,0,0,1,0,0,0,0,1,0,1,0
38467,38467,1,1,0,0,1,0,0,0,0,1,1,0,1
38468,38468,1,1,0,0,1,0,0,0,1,0,0,0,0
38469,38469,1,1,0,0,1,0,0,0,1,0,1,0,1
38470,38470,1,1,0,0,1,0,0,0,1,1,0,1,0
38471,38471,1,1,0,0,1,0,0,0,1,1,1,0,1
38472,38472,1,1,0,0,1,0,0,1,0,0,0,0,0
38473,38473,1,1,0,0,1,0,0,1,0,0,1,1,1
38474,38474,1,1,0,0,1,0,0,1,0,1,0,1,0
38475,38475,1,1,0,0,1,0,0,1,0,1,1,1,0
38476,38476,1,1,0,0,1,0,0,1,1,0,0,0,0
38477,38477,1,1,0,0,1,0,0,1,1,0,1,1,0
38478,38478,1,1,0,0,1,0,0,1,1,1,0,1,0
38479,38479,1,1,0,0,1,0,0,1,1,1,1,1,1
38480,38480,1,1,0,0,1,0,1,0,0,0,0,1,1
38481,38481,1,1,0,0,1,0,1,0,0,0,1,1,1
38482,38482,1,1,0,0,1,0,1,0,0,1,0,1,0
38483,38483,1,1,0,0,1,0,1,0,0,1,1,0,0
38484,38484,1,1,0,0,1,0,1,0,1,0,0,0,0
38485,38485,1,1,0,0,1,0,1,0,1,0,1,0,1
38486,38486,1,1,0,0,1,0,1,0,1,1,0,0,1
38487,38487,1,1,0,0,1,0,1,0,1,1,1,0,1
38488,38488,1,1,0,0,1,0,1,1,0,0,0,1,1
38489,38489,1,1,0,0,1,0,1,1,0,0,1,1,1
38490,38490,1,1,0,0,1,0,1,1,0,1,0,0,1
38491,38491,1,1,0,0,1,0,1,1,0,1,1,0,0
38492,38492,1,1,0,0,1,0,1,1,1,0,0,0,0
38493,38493,1,1,0,0,1,0,1,1,1,0,1,1,0
38494,38494,1,1,0,0,1,0,1,1,1,1,0,0,1
38495,38495,1,1,0,0,1,0,1,1,1,1,1,0,0
38496,38496,1,1,0,0,1,1,0,0,0,0,0,0,0
38497,38497,1,1,0,0,1,1,0,0,0,0,1,0,0
38498,38498,1,1,0,0,1,1,0,0,0,1,0,0,1
38499,38499,1,1,0,0,1,1,0,0,0,1,1,0,1
38500,38500,1,1,0,0,1,1,0,0,1,0,0,1,1
38501,38501,1,1,0,0,1,1,0,0,1,0,1,1,1
38502,38502,1,1,0,0,1,1,0,0,1,1,0,1,0
38503,38503,1,1,0,0,1,1,0,0,1,1,1,1,0
38504,38504,1,1,0,0,1,1,0,1,0,0,0,1,1
38505,38505,1,1,0,0,1,1,0,1,0,0,1,0,0
38506,38506,1,1,0,0,1,1,0,1,0,1,0,0,1
38507,38507,1,1,0,0,1,1,0,1,0,1,1,0,1
38508,38508,1,1,0,0,1,1,0,1,1,0,0,0,0
38509,38509,1,1,0,0,1,1,0,1,1,0,1,1,1
38510,38510,1,1,0,0,1,1,0,1,1,1,0,0,1
38511,38511,1,1,0,0,1,1,0,1,1,1,1,0,0
38512,38512,1,1,0,0,1,1,1,0,0,0,0,1,1
38513,38513,1,1,0,0,1,1,1,0,0,0,1,0,0
38514,38514,1,1,0,0,1,1,1,0,0,1,0,1,0
38515,38515,1,1,0,0,1,1,1,0,0,1,1,0,0
38516,38516,1,1,0,0,1,1,1,0,1,0,0,1,1
38517,38517,1,1,0,0,1,1,1,0,1,0,1,1,1
38518,38518,1,1,0,0,1,1,1,0,1,1,0,0,1
38519,38519,1,1,0,0,1,1,1,0,1,1,1,0,1
38520,38520,1,1,0,0,1,1,1,1,0,0,0,0,0
38521,38521,1,1,0,0,1,1,1,1,0,0,1,0,0
38522,38522,1,1,0,0,1,1,1,1,0,1,0,1,0
38523,38523,1,1,0,0,1,1,1,1,0,1,1,0,0
38524,38524,1,1,0,0,1,1,1,1,1,0,0,1,1
38525,38525,1,1,0,0,1,1,1,1,1,0,1,1,1
38526,38526,1,1,0,0,1,1,1,1,1,1,0,0,1
38527,38527,1,1,0,0,1,1,1,1,1,1,1,1,1
38528,38528,1,1,0,1,0,0,0,0,0,0,0,0,0
38529,38529,1,1,0,1,0,0,0,0,0,0,1,0,1
38530,38530,1,1,0,1,0,0,0,0,0,1,0,0,1
38531,38531,1,1,0,1,0,0,0,0,0,1,1,0,1
38532,38532,1,1,0,1,0,0,0,0,1,0,0,0,0
38533,38533,1,1,0,1,0,0,0,0,1,0,1,0,1
38534,38534,1,1,0,1,0,0,0,0,1,1,0,1,1
38535,38535,1,1,0,1,0,0,0,0,1,1,1,1,0
38536,38536,1,1,0,1,0,0,0,1,0,0,0,0,0
38537,38537,1,1,0,1,0,0,0,1,0,0,1,0,1
38538,38538,1,1,0,1,0,0,0,1,0,1,0,1,0
38539,38539,1,1,0,1,0,0,0,1,0,1,1,0,1
38540,38540,1,1,0,1,0,0,0,1,1,0,0,1,1
38541,38541,1,1,0,1,0,0,0,1,1,0,1,1,0
38542,38542,1,1,0,1,0,0,0,1,1,1,0,0,0
38543,38543,1,1,0,1,0,0,0,1,1,1,1,1,1
38544,38544,1,1,0,1,0,0,1,0,0,0,0,0,0
38545,38545,1,1,0,1,0,0,1,0,0,0,1,1,0
38546,38546,1,1,0,1,0,0,1,0,0,1,0,0,1
38547,38547,1,1,0,1,0,0,1,0,0,1,1,0,0
38548,38548,1,1,0,1,0,0,1,0,1,0,0,1,1
38549,38549,1,1,0,1,0,0,1,0,1,0,1,0,1
38550,38550,1,1,0,1,0,0,1,0,1,1,0,0,0
38551,38551,1,1,0,1,0,0,1,0,1,1,1,1,0
38552,38552,1,1,0,1,0,0,1,1,0,0,0,0,0
38553,38553,1,1,0,1,0,0,1,1,0,0,1,1,0
38554,38554,1,1,0,1,0,0,1,1,0,1,0,0,1
38555,38555,1,1,0,1,0,0,1,1,0,1,1,1,1
38556,38556,1,1,0,1,0,0,1,1,1,0,0,1,1
38557,38557,1,1,0,1,0,0,1,1,1,0,1,0,1
38558,38558,1,1,0,1,0,0,1,1,1,1,0,1,1
38559,38559,1,1,0,1,0,0,1,1,1,1,1,0,0
38560,38560,1,1,0,1,0,1,0,0,0,0,0,1,1
38561,38561,1,1,0,1,0,1,0,0,0,0,1,1,0
38562,38562,1,1,0,1,0,1,0,0,0,1,0,0,1
38563,38563,1,1,0,1,0,1,0,0,0,1,1,0,1
38564,38564,1,1,0,1,0,1,0,0,1,0,0,1,1
38565,38565,1,1,0,1,0,1,0,0,1,0,1,0,0
38566,38566,1,1,0,1,0,1,0,0,1,1,0,1,1
38567,38567,1,1,0,1,0,1,0,0,1,1,1,0,1
38568,38568,1,1,0,1,0,1,0,1,0,0,0,1,1
38569,38569,1,1,0,1,0,1,0,1,0,0,1,1,0
38570,38570,1,1,0,1,0,1,0,1,0,1,0,0,1
38571,38571,1,1,0,1,0,1,0,1,0,1,1,0,1
38572,38572,1,1,0,1,0,1,0,1,1,0,0,1,1
38573,38573,1,1,0,1,0,1,0,1,1,0,1,1,1
38574,38574,1,1,0,1,0,1,0,1,1,1,0,1,1
38575,38575,1,1,0,1,0,1,0,1,1,1,1,1,1
38576,38576,1,1,0,1,0,1,1,0,0,0,0,0,0
38577,38577,1,1,0,1,0,1,1,0,0,0,1,0,1
38578,38578,1,1,0,1,0,1,1,0,0,1,0,0,1
38579,38579,1,1,0,1,0,1,1,0,0,1,1,0,0
38580,38580,1,1,0,1,0,1,1,0,1,0,0,1,1
38581,38581,1,1,0,1,0,1,1,0,1,0,1,1,1
38582,38582,1,1,0,1,0,1,1,0,1,1,0,0,0
38583,38583,1,1,0,1,0,1,1,0,1,1,1,1,0
38584,38584,1,1,0,1,0,1,1,1,0,0,0,0,0
38585,38585,1,1,0,1,0,1,1,1,0,0,1,0,1
38586,38586,1,1,0,1,0,1,1,1,0,1,0,0,1
38587,38587,1,1,0,1,0,1,1,1,0,1,1,1,1
38588,38588,1,1,0,1,0,1,1,1,1,0,0,1,1
38589,38589,1,1,0,1,0,1,1,1,1,0,1,1,1
38590,38590,1,1,0,1,0,1,1,1,1,1,0,1,1
38591,38591,1,1,0,1,0,1,1,1,1,1,1,1,1
38592,38592,1,1,0,1,1,0,0,0,0,0,0,0,0
38593,38593,1,1,0,1,1,0,0,0,0,0,1,0,0
38594,38594,1,1,0,1,1,0,0,0,0,1,0,0,1
38595,38595,1,1,0,1,1,0,0,0,0,1,1,1,0
38596,38596,1,1,0,1,1,0,0,0,1,0,0,1,1
38597,38597,1,1,0,1,1,0,0,0,1,0,1,1,0
38598,38598,1,1,0,1,1,0,0,0,1,1,0,1,1
38599,38599,1,1,0,1,1,0,0,0,1,1,1,1,0
38600,38600,1,1,0,1,1,0,0,1,0,0,0,0,0
38601,38601,1,1,0,1,1,0,0,1,0,0,1,1,1
38602,38602,1,1,0,1,1,0,0,1,0,1,0,1,0
38603,38603,1,1,0,1,1,0,0,1,0,1,1,0,1
38604,38604,1,1,0,1,1,0,0,1,1,0,0,0,0
38605,38605,1,1,0,1,1,0,0,1,1,0,1,1,0
38606,38606,1,1,0,1,1,0,0,1,1,1,0,0,0
38607,38607,1,1,0,1,1,0,0,1,1,1,1,0,0
38608,38608,1,1,0,1,1,0,1,0,0,0,0,0,0
38609,38609,1,1,0,1,1,0,1,0,0,0,1,0,0
38610,38610,1,1,0,1,1,0,1,0,0,1,0,0,1
38611,38611,1,1,0,1,1,0,1,0,0,1,1,0,0
38612,38612,1,1,0,1,1,0,1,0,1,0,0,1,1
38613,38613,1,1,0,1,1,0,1,0,1,0,1,1,0
38614,38614,1,1,0,1,1,0,1,0,1,1,0,1,1
38615,38615,1,1,0,1,1,0,1,0,1,1,1,1,0
38616,38616,1,1,0,1,1,0,1,1,0,0,0,0,0
38617,38617,1,1,0,1,1,0,1,1,0,0,1,1,1
38618,38618,1,1,0,1,1,0,1,1,0,1,0,0,1
38619,38619,1,1,0,1,1,0,1,1,0,1,1,0,0
38620,38620,1,1,0,1,1,0,1,1,1,0,0,0,0
38621,38621,1,1,0,1,1,0,1,1,1,0,1,0,1
38622,38622,1,1,0,1,1,0,1,1,1,1,0,0,0
38623,38623,1,1,0,1,1,0,1,1,1,1,1,0,0
38624,38624,1,1,0,1,1,1,0,0,0,0,0,0,0
38625,38625,1,1,0,1,1,1,0,0,0,0,1,1,1
38626,38626,1,1,0,1,1,1,0,0,0,1,0,0,1
38627,38627,1,1,0,1,1,1,0,0,0,1,1,0,1
38628,38628,1,1,0,1,1,1,0,0,1,0,0,1,1
38629,38629,1,1,0,1,1,1,0,0,1,0,1,0,0
38630,38630,1,1,0,1,1,1,0,0,1,1,0,1,1
38631,38631,1,1,0,1,1,1,0,0,1,1,1,1,0
38632,38632,1,1,0,1,1,1,0,1,0,0,0,1,1
38633,38633,1,1,0,1,1,1,0,1,0,0,1,1,1
38634,38634,1,1,0,1,1,1,0,1,0,1,0,1,0
38635,38635,1,1,0,1,1,1,0,1,0,1,1,0,1
38636,38636,1,1,0,1,1,1,0,1,1,0,0,0,0
38637,38637,1,1,0,1,1,1,0,1,1,0,1,1,1
38638,38638,1,1,0,1,1,1,0,1,1,1,0,1,1
38639,38639,1,1,0,1,1,1,0,1,1,1,1,1,1
38640,38640,1,1,0,1,1,1,1,0,0,0,0,0,0
