clock,D0,D1,D2,D3,D4,D5,D6,D7,S0,S1,S2,out
65720,0,0,0,1,0,1,1,1,0,0,0,0
65721,0,0,0,1,0,1,1,1,0,0,1,0
65722,0,0,0,1,0,1,1,1,0,1,0,0
65723,0,0,0,1,0,1,1,1,0,1,1,1
65724,0,0,0,1,0,1,1,1,1,0,0,0
65725,0,0,0,1,0,1,1,1,1,0,1,1
65726,0,0,0,1,0,1,1,1,1,1,0,1
65727,0,0,0,1,0,1,1,1,1,1,1,1
65728,0,0,0,1,1,0,0,0,0,0,0,0
65729,0,0,0,1,1,0,0,0,0,0,1,1
65730,0,0,0,1,1,0,0,0,0,1,0,0
65731,0,0,0,1,1,0,0,0,0,1,1,0
65732,0,0,0,1,1,0,0,0,1,0,0,0
65733,0,0,0,1,1,0,0,0,1,0,1,0
65734,0,0,0,1,1,0,0,0,1,1,0,1
65735,0,0,0,1,1,0,0,0,1,1,1,0
65736,0,0,0,1,1,0,0,1,0,0,0,0
65737,0,0,0,1,1,0,0,1,0,0,1,1
65738,0,0,0,1,1,0,0,1,0,1,0,0
65739,0,0,0,1,1,0,0,1,0,1,1,0
65740,0,0,0,1,1,0,0,1,1,0,0,0
65741,0,0,0,1,1,0,0,1,1,0,1,0
65742,0,0,0,1,1,0,0,1,1,1,0,1
65743,0,0,0,1,1,0,0,1,1,1,1,1
65744,0,0,0,1,1,0,1,0,0,0,0,0
65745,0,0,0,1,1,0,1,0,0,0,1,1
65746,0,0,0,1,1,0,1,0,0,1,0,0
65747,0,0,0,1,1,0,1,0,0,1,1,1
65748,0,0,0,1,1,0,1,0,1,0,0,0
65749,0,0,0,1,1,0,1,0,1,0,1,0
65750,0,0,0,1,1,0,1,0,1,1,0,1
65751,0,0,0,1,1,0,1,0,1,1,1,0
65752,0,0,0,1,1,0,1,1,0,0,0,0
65753,0,0,0,1,1,0,1,1,0,0,1,1
65754,0,0,0,1,1,0,1,1,0,1,0,0
65755,0,0,0,1,1,0,1,1,0,1,1,1
65756,0,0,0,1,1,0,1,1,1,0,0,0
65757,0,0,0,1,1,0,1,1,1,0,1,0
65758,0,0,0,1,1,0,1,1,1,1,0,1
65759,0,0,0,1,1,0,1,1,1,1,1,1
65760,0,0,0,1,1,1,0,0,0,0,0,0
65761,0,0,0,1,1,1,0,0,0,0,1,1
65762,0,0,0,1,1,1,0,0,0,1,0,0
65763,0,0,0,1,1,1,0,0,0,1,1,0
65764,0,0,0,1,1,1,0,0,1,0,0,0
65765,0,0,0,1,1,1,0,0,1,0,1,1
65766,0,0,0,1,1,1,0,0,1,1,0,1
65767,0,0,0,1,1,1,0,0,1,1,1,0
65768,0,0,0,1,1,1,0,1,0,0,0,0
65769,0,0,0,1,1,1,0,1,0,0,1,1
65770,0,0,0,1,1,1,0,1,0,1,0,0
65771,0,0,0,1,1,1,0,1,0,1,1,0
65772,0,0,0,1,1,1,0,1,1,0,0,0
65773,0,0,0,1,1,1,0,1,1,0,1,1
65774,0,0,0,1,1,1,0,1,1,1,0,1
65775,0,0,0,1,1,1,0,1,1,1,1,1
65776,0,0,0,1,1,1,1,0,0,0,0,0
65777,0,0,0,1,1,1,1,0,0,0,1,1
65778,0,0,0,1,1,1,1,0,0,1,0,0
65779,0,0,0,1,1,1,1,0,0,1,1,1
65780,0,0,0,1,1,1,1,0,1,0,0,0
65781,0,0,0,1,1,1,1,0,1,0,1,1
65782,0,0,0,1,1,1,1,0,1,1,0,1
65783,0,0,0,1,1,1,1,0,1,1,1,0
65784,0,0,0,1,1,1,1,1,0,0,0,0
65785,0,0,0,1,1,1,1,1,0,0,1,1
65786,0,0,0,1,1,1,1,1,0,1,0,0
65787,0,0,0,1,1,1,1,1,0,1,1,1
65788,0,0,0,1,1,1,1,1,1,0,0,0
65789,0,0,0,1,1,1,1,1,1,0,1,1
65790,0,0,0,1,1,1,1,1,1,1,0,1
65791,0,0,0,1,1,1,1,1,1,1,1,1
65792,0,0,1,0,0,0,0,0,0,0,0,0
65793,0,0,1,0,0,0,0,0,0,0,1,0
65794,0,0,1,0,0,0,0,0,0,1,0,1
65795,0,0,1,0,0,0,0,0,0,1,1,0
65796,0,0,1,0,0,0,0,0,1,0,0,0
65797,0,0,1,0,0,0,0,0,1,0,1,0
65798,0,0,1,0,0,0,0,0,1,1,0,0
65799,0,0,1,0,0,0,0,0,1,1,1,0
65800,0,0,1,0,0,0,0,1,0,0,0,0
65801,0,0,1,0,0,0,0,1,0,0,1,0
65802,0,0,1,0,0,0,0,1,0,1,0,1
65803,0,0,1,0,0,0,0,1,0,1,1,0
65804,0,0,1,0,0,0,0,1,1,0,0,0
65805,0,0,1,0,0,0,0,1,1,0,1,0
65806,0,0,1,0,0,0,0,1,1,1,0,0
65807,0,0,1,0,0,0,0,1,1,1,1,1
65808,0,0,1,0,0,0,1,0,0,0,0,0
65809,0,0,1,0,0,0,1,0,0,0,1,0
65810,0,0,1,0,0,0,1,0,0,1,0,1
65811,0,0,1,0,0,0,1,0,0,1,1,1
65812,0,0,1,0,0,0,1,0,1,0,0,0
65813,0,0,1,0,0,0,1,0,1,0,1,0
65814,0,0,1,0,0,0,1,0,1,1,0,0
65815,0,0,1,0,0,0,1,0,1,1,1,0
65816,0,0,1,0,0,0,1,1,0,0,0,0
65817,0,0,1,0,0,0,1,1,0,0,1,0
65818,0,0,1,0,0,0,1,1,0,1,0,1
65819,0,0,1,0,0,0,1,1,0,1,1,1
65820,0,0,1,0,0,0,1,1,1,0,0,0
65821,0,0,1,0,0,0,1,1,1,0,1,0
65822,0,0,1,0,0,0,1,1,1,1,0,0
65823,0,0,1,0,0,0,1,1,1,1,1,1
65824,0,0,1,0,0,1,0,0,0,0,0,0
65825,0,0,1,0,0,1,0,0,0,0,1,0
65826,0,0,1,0,0,1,0,0,0,1,0,1
65827,0,0,1,0,0,1,0,0,0,1,1,0
65828,0,0,1,0,0,1,0,0,1,0,0,0
65829,0,0,1,0,0,1,0,0,1,0,1,1
65830,0,0,1,0,0,1,0,0,1,1,0,0
65831,0,0,1,0,0,1,0,0,1,1,1,0
65832,0,0,1,0,0,1,0,1,0,0,0,0
65833,0,0,1,0,0,1,0,1,0,0,1,0
65834,0,0,1,0,0,1,0,1,0,1,0,1
65835,0,0,1,0,0,1,0,1,0,1,1,0
65836,0,0,1,0,0,1,0,1,1,0,0,0
65837,0,0,1,0,0,1,0,1,1,0,1,1
65838,0,0,1,0,0,1,0,1,1,1,0,0
65839,0,0,1,0,0,1,0,1,1,1,1,1
65840,0,0,1,0,0,1,1,0,0,0,0,0
65841,0,0,1,0,0,1,1,0,0,0,1,0
65842,0,0,1,0,0,1,1,0,0,1,0,1
65843,0,0,1,0,0,1,1,0,0,1,1,1
65844,0,0,1,0,0,1,1,0,1,0,0,0
65845,0,0,1,0,0,1,1,0,1,0,1,1
65846,0,0,1,0,0,1,1,0,1,1,0,0
65847,0,0,1,0,0,1,1,0,1,1,1,0
65848,0,0,1,0,0,1,1,1,0,0,0,0
65849,0,0,1,0,0,1,1,1,0,0,1,0
65850,0,0,1,0,0,1,1,1,0,1,0,1
65851,0,0,1,0,0,1,1,1,0,1,1,1
65852,0,0,1,0,0,1,1,1,1,0,0,0
65853,0,0,1,0,0,1,1,1,1,0,1,1
65854,0,0,1,0,0,1,1,1,1,1,0,0
65855,0,0,1,0,0,1,1,1,1,1,1,1
65856,0,0,1,0,1,0,0,0,0,0,0,0
65857,0,0,1,0,1,0,0,0,0,0,1,1
65858,0,0,1,0,1,0,0,0,0,1,0,1
65859,0,0,1,0,1,0,0,0,0,1,1,0
65860,0,0,1,0,1,0,0,0,1,0,0,0
65861,0,0,1,0,1,0,0,0,1,0,1,0
65862,0,0,1,0,1,0,0,0,1,1,0,0
65863,0,0,1,0,1,0,0,0,1,1,1,0
65864,0,0,1,0,1,0,0,1,0,0,0,0
65865,0,0,1,0,1,0,0,1,0,0,1,1
65866,0,0,1,0,1,0,0,1,0,1,0,1
65867,0,0,1,0,1,0,0,1,0,1,1,0
65868,0,0,1,0,1,0,0,1,1,0,0,0
65869,0,0,1,0,1,0,0,1,1,0,1,0
65870,0,0,1,0,1,0,0,1,1,1,0,0
65871,0,0,1,0,1,0,0,1,1,1,1,1
65872,0,0,1,0,1,0,1,0,0,0,0,0
65873,0,0,1,0,1,0,1,0,0,0,1,1
65874,0,0,1,0,1,0,1,0,0,1,0,1
65875,0,0,1,0,1,0,1,0,0,1,1,1
65876,0,0,1,0,1,0,1,0,1,0,0,0
65877,0,0,1,0,1,0,1,0,1,0,1,0
65878,0,0,1,0,1,0,1,0,1,1,0,0
65879,0,0,1,0,1,0,1,0,1,1,1,0
65880,0,0,1,0,1,0,1,1,0,0,0,0
65881,0,0,1,0,1,0,1,1,0,0,1,1
65882,0,0,1,0,1,0,1,1,0,1,0,1
65883,0,0,1,0,1,0,1,1,0,1,1,1
65884,0,0,1,0,1,0,1,1,1,0,0,0
65885,0,0,1,0,1,0,1,1,1,0,1,0
65886,0,0,1,0,1,0,1,1,1,1,0,0
65887,0,0,1,0,1,0,1,1,1,1,1,1
65888,0,0,1,0,1,1,0,0,0,0,0,0
65889,0,0,1,0,1,1,0,0,0,0,1,1
65890,0,0,1,0,1,1,0,0,0,1,0,1
65891,0,0,1,0,1,1,0,0,0,1,1,0
65892,0,0,1,0,1,1,0,0,1,0,0,0
65893,0,0,1,0,1,1,0,0,1,0,1,1
65894,0,0,1,0,1,1,0,0,1,1,0,0
65895,0,0,1,0,1,1,0,0,1,1,1,0
65896,0,0,1,0,1,1,0,1,0,0,0,0
65897,0,0,1,0,1,1,0,1,0,0,1,1
65898,0,0,1,0,1,1,0,1,0,1,0,1
65899,0,0,1,0,1,1,0,1,0,1,1,0
65900,0,0,1,0,1,1,0,1,1,0,0,0
65901,0,0,1,0,1,1,0,1,1,0,1,1
65902,0,0,1,0,1,1,0,1,1,1,0,0
65903,0,0,1,0,1,1,0,1,1,1,1,1
65904,0,0,1,0,1,1,1,0,0,0,0,0
65905,0,0,1,0,1,1,1,0,0,0,1,1
65906,0,0,1,0,1,1,1,0,0,1,0,1
65907,0,0,1,0,1,1,1,0,0,1,1,1
65908,0,0,1,0,1,1,1,0,1,0,0,0
65909,0,0,1,0,1,1,1,0,1,0,1,1
65910,0,0,1,0,1,1,1,0,1,1,0,0
65911,0,0,1,0,1,1,1,0,1,1,1,0
65912,0,0,1,0,1,1,1,1,0,0,0,0
65913,0,0,1,0,1,1,1,1,0,0,1,1
65914,0,0,1,0,1,1,1,1,0,1,0,1
65915,0,0,1,0,1,1,1,1,0,1,1,1
65916,0,0,1,0,1,1,1,1,1,0,0,0
65917,0,0,1,0,1,1,1,1,1,0,1,1
65918,0,0,1,0,1,1,1,1,1,1,0,0
65919,0,0,1,0,1,1,1,1,1,1,1,1
65920,0,0,1,1,0,0,0,0,0,0,0,0
65921,0,0,1,1,0,0,0,0,0,0,1,0
65922,0,0,1,1,0,0,0,0,0,1,0,1
65923,0,0,1,1,0,0,0,0,0,1,1,0
65924,0,0,1,1,0,0,0,0,1,0,0,0
65925,0,0,1,1,0,0,0,0,1,0,1,0
65926,0,0,1,1,0,0,0,0,1,1,0,1
65927,0,0,1,1,0,0,0,0,1,1,1,0
65928,0,0,1,1,0,0,0,1,0,0,0,0
65929,0,0,1,1,0,0,0,1,0,0,1,0
65930,0,0,1,1,0,0,0,1,0,1,0,1
65931,0,0,1,1,0,0,0,1,0,1,1,0
65932,0,0,1,1,0,0,0,1,1,0,0,0
65933,0,0,1,1,0,0,0,1,1,0,1,0
65934,0,0,1,1,0,0,0,1,1,1,0,1
65935,0,0,1,1,0,0,0,1,1,1,1,1
65936,0,0,1,1,0,0,1,0,0,0,0,0
65937,0,0,1,1,0,0,1,0,0,0,1,0
65938,0,0,1,1,0,0,1,0,0,1,0,1
65939,0,0,1,1,0,0,1,0,0,1,1,1
65940,0,0,1,1,0,0,1,0,1,0,0,0
65941,0,0,1,1,0,0,1,0,1,0,1,0
65942,0,0,1,1,0,0,1,0,1,1,0,1
65943,0,0,1,1,0,0,1,0,1,1,1,0
65944,0,0,1,1,0,0,1,1,0,0,0,0
65945,0,0,1,1,0,0,1,1,0,0,1,0
65946,0,0,1,1,0,0,1,1,0,1,0,1
65947,0,0,1,1,0,0,1,1,0,1,1,1
65948,0,0,1,1,0,0,1,1,1,0,0,0
65949,0,0,1,1,0,0,1,1,1,0,1,0
65950,0,0,1,1,0,0,1,1,1,1,0,1
65951,0,0,1,1,0,0,1,1,1,1,1,1
65952,0,0,1,1,0,1,0,0,0,0,0,0
65953,0,0,1,1,0,1,0,0,0,0,1,0
65954,0,0,1,1,0,1,0,0,0,1,0,1
65955,0,0,1,1,0,1,0,0,0,1,1,0
65956,0,0,1,1,0,1,0,0,1,0,0,0
65957,0,0,1,1,0,1,0,0,1,0,1,1
65958,0,0,1,1,0,1,0,0,1,1,0,1
65959,0,0,1,1,0,1,0,0,1,1,1,0
65960,0,0,1,1,0,1,0,1,0,0,0,0
65961,0,0,1,1,0,1,0,1,0,0,1,0
65962,0,0,1,1,0,1,0,1,0,1,0,1
65963,0,0,1,1,0,1,0,1,0,1,1,0
65964,0,0,1,1,0,1,0,1,1,0,0,0
65965,0,0,1,1,0,1,0,1,1,0,1,1
65966,0,0,1,1,0,1,0,1,1,1,0,1
65967,0,0,1,1,0,1,0,1,1,1,1,1
65968,0,0,1,1,0,1,1,0,0,0,0,0
65969,0,0,1,1,0,1,1,0,0,0,1,0
65970,0,0,1,1,0,1,1,0,0,1,0,1
65971,0,0,1,1,0,1,1,0,0,1,1,1
65972,0,0,1,1,0,1,1,0,1,0,0,0
65973,0,0,1,1,0,1,1,0,1,0,1,1
65974,0,0,1,1,0,1,1,0,1,1,0,1
65975,0,0,1,1,0,1,1,0,1,1,1,0
65976,0,0,1,1,0,1,1,1,0,0,0,0
65977,0,0,1,1,0,1,1,1,0,0,1,0
65978,0,0,1,1,0,1,1,1,0,1,0,1
65979,0,0,1,1,0,1,1,1,0,1,1,1
65980,0,0,1,1,0,1,1,1,1,0,0,0
65981,0,0,1,1,0,1,1,1,1,0,1,1
65982,0,0,1,1,0,1,1,1,1,1,0,1
65983,0,0,1,1,0,1,1,1,1,1,1,1
65984,0,0,1,1,1,0,0,0,0,0,0,0
65985,0,0,1,1,1,0,0,0,0,0,1,1
65986,0,0,1,1,1,0,0,0,0,1,0,1
65987,0,0,1,1,1,0,0,0,0,1,1,0
65988,0,0,1,1,1,0,0,0,1,0,0,0
65989,0,0,1,1,1,0,0,0,1,0,1,0
65990,0,0,1,1,1,0,0,0,1,1,0,1
65991,0,0,1,1,1,0,0,0,1,1,1,0
65992,0,0,1,1,1,0,0,1,0,0,0,0
65993,0,0,1,1,1,0,0,1,0,0,1,1
65994,0,0,1,1,1,0,0,1,0,1,0,1
65995,0,0,1,1,1,0,0,1,0,1,1,0
65996,0,0,1,1,1,0,0,1,1,0,0,0
65997,0,0,1,1,1,0,0,1,1,0,1,0
65998,0,0,1,1,1,0,0,1,1,1,0,1
65999,0,0,1,1,1,0,0,1,1,1,1,1
66000,0,0,1,1,1,0,1,0,0,0,0,0
66001,0,0,1,1,1,0,1,0,0,0,1,1
66002,0,0,1,1,1,0,1,0,0,1,0,1
66003,0,0,1,1,1,0,1,0,0,1,1,1
66004,0,0,1,1,1,0,1,0,1,0,0,0
66005,0,0,1,1,1,0,1,0,1,0,1,0
66006,0,0,1,1,1,0,1,0,1,1,0,1
66007,0,0,1,1,1,0,1,0,1,1,1,0
66008,0,0,1,1,1,0,1,1,0,0,0,0
66009,0,0,1,1,1,0,1,1,0,0,1,1
66010,0,0,1,1,1,0,1,1,0,1,0,1
66011,0,0,1,1,1,0,1,1,0,1,1,1
66012,0,0,1,1,1,0,1,1,1,0,0,0
66013,0,0,1,1,1,0,1,1,1,0,1,0
66014,0,0,1,1,1,0,1,1,1,1,0,1
66015,0,0,1,1,1,0,1,1,1,1,1,1
66016,0,0,1,1,1,1,0,0,0,0,0,0
66017,0,0,1,1,1,1,0,0,0,0,1,1
66018,0,0,1,1,1,1,0,0,0,1,0,1
66019,0,0,1,1,1,1,0,0,0,1,1,0
66020,0,0,1,1,1,1,0,0,1,0,0,0
66021,0,0,1,1,1,1,0,0,1,0,1,1
66022,0,0,1,1,1,1,0,0,1,1,0,1
66023,0,0,1,1,1,1,0,0,1,1,1,0
66024,0,0,1,1,1,1,0,1,0,0,0,0
66025,0,0,1,1,1,1,0,1,0,0,1,1
66026,0,0,1,1,1,1,0,1,0,1,0,1
66027,0,0,1,1,1,1,0,1,0,1,1,0
66028,0,0,1,1,1,1,0,1,1,0,0,0
66029,0,0,1,1,1,1,0,1,1,0,1,1
66030,0,0,1,1,1,1,0,1,1,1,0,1
66031,0,0,1,1,1,1,0,1,1,1,1,1
66032,0,0,1,1,1,1,1,0,0,0,0,0
66033,0,0,1,1,1,1,1,0,0,0,1,1
66034,0,0,1,1,1,1,1,0,0,1,0,1
66035,0,0,1,1,1,1,1,0,0,1,1,1
66036,0,0,1,1,1,1,1,0,1,0,0,0
66037,0,0,1,1,1,1,1,0,1,0,1,1
66038,0,0,1,1,1,1,1,0,1,1,0,1
66039,0,0,1,1,1,1,1,0,1,1,1,0
66040,0,0,1,1,1,1,1,1,0,0,0,0
66041,0,0,1,1,1,1,1,1,0,0,1,1
66042,0,0,1,1,1,1,1,1,0,1,0,1
66043,0,0,1,1,1,1,1,1,0,1,1,1
66044,0,0,1,1,1,1,1,1,1,0,0,0
66045,0,0,1,1,1,1,1,1,1,0,1,1
66046,0,0,1,1,1,1,1,1,1,1,0,1
66047,0,0,1,1,1,1,1,1,1,1,1,1
66048,0,1,0,0,0,0,0,0,0,0,0,0
66049,0,1,0,0,0,0,0,0,0,0,1,0
66050,0,1,0,0,0,0,0,0,0,1,0,0
66051,0,1,0,0,0,0,0,0,0,1,1,0
66052,0,1,0,0,0,0,0,0,1,0,0,1
66053,0,1,0,0,0,0,0,0,1,0,1,0
66054,0,1,0,0,0,0,0,0,1,1,0,0
66055,0,1,0,0,0,0,0,0,1,1,1,0
66056,0,1,0,0,0,0,0,1,0,0,0,0
66057,0,1,0,0,0,0,0,1,0,0,1,0
66058,0,1,0,0,0,0,0,1,0,1,0,0
66059,0,1,0,0,0,0,0,1,0,1,1,0
66060,0,1,0,0,0,0,0,1,1,0,0,1
66061,0,1,0,0,0,0,0,1,1,0,1,0
66062,0,1,0,0,0,0,0,1,1,1,0,0
66063,0,1,0,0,0,0,0,1,1,1,1,1
66064,0,1,0,0,0,0,1,0,0,0,0,0
66065,0,1,0,0,0,0,1,0,0,0,1,0
66066,0,1,0,0,0,0,1,0,0,1,0,0
66067,0,1,0,0,0,0,1,0,0,1,1,1
66068,0,1,0,0,0,0,1,0,1,0,0,1
66069,0,1,0,0,0,0,1,0,1,0,1,0
66070,0,1,0,0,0,0,1,0,1,1,0,0
66071,0,1,0,0,0,0,1,0,1,1,1,0
66072,0,1,0,0,0,0,1,1,0,0,0,0
66073,0,1,0,0,0,0,1,1,0,0,1,0
66074,0,1,0,0,0,0,1,1,0,1,0,0
66075,0,1,0,0,0,0,1,1,0,1,1,1
66076,0,1,0,0,0,0,1,1,1,0,0,1
66077,0,1,0,0,0,0,1,1,1,0,1,0
66078,0,1,0,0,0,0,1,1,1,1,0,0
66079,0,1,0,0,0,0,1,1,1,1,1,1
66080,0,1,0,0,0,1,0,0,0,0,0,0
66081,0,1,0,0,0,1,0,0,0,0,1,0
66082,0,1,0,0,0,1,0,0,0,1,0,0
66083,0,1,0,0,0,1,0,0,0,1,1,0
66084,0,1,0,0,0,1,0,0,1,0,0,1
66085,0,1,0,0,0,1,0,0,1,0,1,1
66086,0,1,0,0,0,1,0,0,1,1,0,0
66087,0,1,0,0,0,1,0,0,1,1,1,0
66088,0,1,0,0,0,1,0,1,0,0,0,0
66089,0,1,0,0,0,1,0,1,0,0,1,0
66090,0,1,0,0,0,1,0,1,0,1,0,0
66091,0,1,0,0,0,1,0,1,0,1,1,0
66092,0,1,0,0,0,1,0,1,1,0,0,1
66093,0,1,0,0,0,1,0,1,1,0,1,1
66094,0,1,0,0,0,1,0,1,1,1,0,0
66095,0,1,0,0,0,1,0,1,1,1,1,1
66096,0,1,0,0,0,1,1,0,0,0,0,0
66097,0,1,0,0,0,1,1,0,0,0,1,0
66098,0,1,0,0,0,1,1,0,0,1,0,0
66099,0,1,0,0,0,1,1,0,0,1,1,1
66100,0,1,0,0,0,1,1,0,1,0,0,1
66101,0,1,0,0,0,1,1,0,1,0,1,1
66102,0,1,0,0,0,1,1,0,1,1,0,0
66103,0,1,0,0,0,1,1,0,1,1,1,0
66104,0,1,0,0,0,1,1,1,0,0,0,0
66105,0,1,0,0,0,1,1,1,0,0,1,0
66106,0,1,0,0,0,1,1,1,0,1,0,0
66107,0,1,0,0,0,1,1,1,0,1,1,1
66108,0,1,0,0,0,1,1,1,1,0,0,1
66109,0,1,0,0,0,1,1,1,1,0,1,1
66110,0,1,0,0,0,1,1,1,1,1,0,0
66111,0,1,0,0,0,1,1,1,1,1,1,1
66112,0,1,0,0,1,0,0,0,0,0,0,0
66113,0,1,0,0,1,0,0,0,0,0,1,1
66114,0,1,0,0,1,0,0,0,0,1,0,0
66115,0,1,0,0,1,0,0,0,0,1,1,0
66116,0,1,0,0,1,0,0,0,1,0,0,1
66117,0,1,0,0,1,0,0,0,1,0,1,0
66118,0,1,0,0,1,0,0,0,1,1,0,0
66119,0,1,0,0,1,0,0,0,1,1,1,0
66120,0,1,0,0,1,0,0,1,0,0,0,0
66121,0,1,0,0,1,0,0,1,0,0,1,1
66122,0,1,0,0,1,0,0,1,0,1,0,0
66123,0,1,0,0,1,0,0,1,0,1,1,0
66124,0,1,0,0,1,0,0,1,1,0,0,1
66125,0,1,0,0,1,0,0,1,1,0,1,0
66126,0,1,0,0,1,0,0,1,1,1,0,0
66127,0,1,0,0,1,0,0,1,1,1,1,1
66128,0,1,0,0,1,0,1,0,0,0,0,0
66129,0,1,0,0,1,0,1,0,0,0,1,1
66130,0,1,0,0,1,0,1,0,0,1,0,0
66131,0,1,0,0,1,0,1,0,0,1,1,1
66132,0,1,0,0,1,0,1,0,1,0,0,1
66133,0,1,0,0,1,0,1,0,1,0,1,0
66134,0,1,0,0,1,0,1,0,1,1,0,0
66135,0,1,0,0,1,0,1,0,1,1,1,0
66136,0,1,0,0,1,0,1,1,0,0,0,0
66137,0,1,0,0,1,0,1,1,0,0,1,1
66138,0,1,0,0,1,0,1,1,0,1,0,0
66139,0,1,0,0,1,0,1,1,0,1,1,1
66140,0,1,0,0,1,0,1,1,1,0,0,1
66141,0,1,0,0,1,0,1,1,1,0,1,0
66142,0,1,0,0,1,0,1,1,1,1,0,0
66143,0,1,0,0,1,0,1,1,1,1,1,1
66144,0,1,0,0,1,1,0,0,0,0,0,0
66145,0,1,0,0,1,1,0,0,0,0,1,1
66146,0,1,0,0,1,1,0,0,0,1,0,0
66147,0,1,0,0,1,1,0,0,0,1,1,0
66148,0,1,0,0,1,1,0,0,1,0,0,1
66149,0,1,0,0,1,1,0,0,1,0,1,1
66150,0,1,0,0,1,1,0,0,1,1,0,0
66151,0,1,0,0,1,1,0,0,1,1,1,0
66152,0,1,0,0,1,1,0,1,0,0,0,0
66153,0,1,0,0,1,1,0,1,0,0,1,1
66154,0,1,0,0,1,1,0,1,0,1,0,0
66155,0,1,0,0,1,1,0,1,0,1,1,0
66156,0,1,0,0,1,1,0,1,1,0,0,1
66157,0,1,0,0,1,1,0,1,1,0,1,1
66158,0,1,0,0,1,1,0,1,1,1,0,0
66159,0,1,0,0,1,1,0,1,1,1,1,1
66160,0,1,0,0,1,1,1,0,0,0,0,0
66161,0,1,0,0,1,1,1,0,0,0,1,1
66162,0,1,0,0,1,1,1,0,0,1,0,0
66163,0,1,0,0,1,1,1,0,0,1,1,1
66164,0,1,0,0,1,1,1,0,1,0,0,1
66165,0,1,0,0,1,1,1,0,1,0,1,1
66166,0,1,0,0,1,1,1,0,1,1,0,0
66167,0,1,0,0,1,1,1,0,1,1,1,0
66168,0,1,0,0,1,1,1,1,0,0,0,0
66169,0,1,0,0,1,1,1,1,0,0,1,1
66170,0,1,0,0,1,1,1,1,0,1,0,0
66171,0,1,0,0,1,1,1,1,0,1,1,1
66172,0,1,0,0,1,1,1,1,1,0,0,1
66173,0,1,0,0,1,1,1,1,1,0,1,1
66174,0,1,0,0,1,1,1,1,1,1,0,0
66175,0,1,0,0,1,1,1,1,1,1,1,1
66176,0,1,0,1,0,0,0,0,0,0,0,0
66177,0,1,0,1,0,0,0,0,0,0,1,0
66178,0,1,0,1,0,0,0,0,0,1,0,0
66179,0,1,0,1,0,0,0,0,0,1,1,0
66180,0,1,0,1,0,0,0,0,1,0,0,1
66181,0,1,0,1,0,0,0,0,1,0,1,0
66182,0,1,0,1,0,0,0,0,1,1,0,1
66183,0,1,0,1,0,0,0,0,1,1,1,0
66184,0,1,0,1,0,0,0,1,0,0,0,0
66185,0,1,0,1,0,0,0,1,0,0,1,0
66186,0,1,0,1,0,0,0,1,0,1,0,0
66187,0,1,0,1,0,0,0,1,0,1,1,0
66188,0,1,0,1,0,0,0,1,1,0,0,1
66189,0,1,0,1,0,0,0,1,1,0,1,0
66190,0,1,0,1,0,0,0,1,1,1,0,1
66191,0,1,0,1,0,0,0,1,1,1,1,1
66192,0,1,0,1,0,0,1,0,0,0,0,0
66193,0,1,0,1,0,0,1,0,0,0,1,0
66194,0,1,0,1,0,0,1,0,0,1,0,0
66195,0,1,0,1,0,0,1,0,0,1,1,1
66196,0,1,0,1,0,0,1,0,1,0,0,1
66197,0,1,0,1,0,0,1,0,1,0,1,0
66198,0,1,0,1,0,0,1,0,1,1,0,1
66199,0,1,0,1,0,0,1,0,1,1,1,0
66200,0,1,0,1,0,0,1,1,0,0,0,0
66201,0,1,0,1,0,0,1,1,0,0,1,0
66202,0,1,0,1,0,0,1,1,0,1,0,0
66203,0,1,0,1,0,0,1,1,0,1,1,1
66204,0,1,0,1,0,0,1,1,1,0,0,1
66205,0,1,0,1,0,0,1,1,1,0,1,0
66206,0,1,0,1,0,0,1,1,1,1,0,1
66207,0,1,0,1,0,0,1,1,1,1,1,1
66208,0,1,0,1,0,1,0,0,0,0,0,0
66209,0,1,0,1,0,1,0,0,0,0,1,0
66210,0,1,0,1,0,1,0,0,0,1,0,0
66211,0,1,0,1,0,1,0,0,0,1,1,0
66212,0,1,0,1,0,1,0,0,1,0,0,1
66213,0,1,0,1,0,1,0,0,1,0,1,1
66214,0,1,0,1,0,1,0,0,1,1,0,1
66215,0,1,0,1,0,1,0,0,1,1,1,0
66216,0,1,0,1,0,1,0,1,0,0,0,0
66217,0,1,0,1,0,1,0,1,0,0,1,0
66218,0,1,0,1,0,1,0,1,0,1,0,0
66219,0,1,0,1,0,1,0,1,0,1,1,0
66220,0,1,0,1,0,1,0,1,1,0,0,1
66221,0,1,0,1,0,1,0,1,1,0,1,1
66222,0,1,0,1,0,1,0,1,1,1,0,1
66223,0,1,0,1,0,1,0,1,1,1,1,1
66224,0,1,0,1,0,1,1,0,0,0,0,0
66225,0,1,0,1,0,1,1,0,0,0,1,0
66226,0,1,0,1,0,1,1,0,0,1,0,0
66227,0,1,0,1,0,1,1,0,0,1,1,1
66228,0,1,0,1,0,1,1,0,1,0,0,1
66229,0,1,0,1,0,1,1,0,1,0,1,1
66230,0,1,0,1,0,1,1,0,1,1,0,1
66231,0,1,0,1,0,1,1,0,1,1,1,0
66232,0,1,0,1,0,1,1,1,0,0,0,0
66233,0,1,0,1,0,1,1,1,0,0,1,0
66234,0,1,0,1,0,1,1,1,0,1,0,0
66235,0,1,0,1,0,1,1,1,0,1,1,1
66236,0,1,0,1,0,1,1,1,1,0,0,1
